Key,Spanish
display_event.lost_knowledge,Conocimiento en peligro
display_event.soldier_tax_decreased,Se ha reducido el impuesto sobre el ejército
letter.tax_increase_2,"¡Con veneración en nuestros corazones, contemplamos el creciente poder de tu estado! No cabe duda de que semejante fortuna sería imposible sin la ayuda de la Madre Sophia, a quien servimos fielmente. ¿Qué puede ser mejor que devolver una parte de esa riqueza a sus sirvientes para que tus oraciones sigan siendo escuchadas?"
letter.tax_decrease,Observamos con pesar las arduas pruebas por las que ha pasado tu estado últimamente. La Madre Sophia no permanecerá impasible ante el sufrimiento de sus hijos. No creemos que haya justificación para que sigas pagando el abultado impuesto sobre los guerreros.
letter.army_tax_decrease_footer,"Ahora, tu estado es más pequeño y, por tanto, la Familia Feliz considera justo que pagues menos por la seguridad de los caminos.

La Iglesia <b>reduce</b> el impuesto sobre los guerreros, que ahora será de {new_tax} por unidad de habilidad Combate de cada guerrero (anteriormente, {old_tax})."
menu.battle_squad.shoot_in_archers,Apuntar a arqueros
statistics_menu.province.trees_felled_yesterday,Árboles cortados ayer:
statistics_menu.province.trees_growed_yesterday,Nuevos árboles ayer:
grave.king,"Tras grandes logros, he encontrado la paz aquí. ¡{province_name}, recuerda las hazañas de tu monarca!"
grave.king_kia,"He muerto con honor en batalla por este reino. ¡{province_name}, recuérdame!"
grave.smart,Aquí yace alguien cuya sabiduría y conocimiento no conocían límites.
grave.mother,Una madre cariñosa y una esposa fiel. La Madre Sophia te acogerá.
grave.victor,"Aquí yace un gran comandante. Venció a todos, menos a la muerte."
grave.queen,Reina amada. {province_name} llora desconsoladamente.
grave.heir,"Bajo esta piedra, duerme el heredero que nunca estuvo destinado a llevar la corona."
grave.kia,Caído en batalla defendiendo a su monarca. ¡Gloria y recuerdo eternos!
grave.generic_1,"Tras grandes hazañas, yace aquí en un sueño eterno. ¡Madre Sophia, acoge su alma!"
grave.generic_2,Creía que la Madre Sophia me había dado más tiempo.
grave.generic_3,"Descansa en paz, la cual te faltó en vida."
grave.generic_4,¿Y si...?
grave.generic_5,Aquí duerme alguien a quien no le gustaba dormir en vida.
letter.villager_name,Venerable {name}
grave.dyed_at,Nos dejó a la edad de {age}
grave.grave_of,Tumba de {name}
map.defence_own_village,Defensa del pueblo
activity_state.grave_visit_go,Visitando una tumba
activity_state.grave_visit,Recordando a los difuntos
mind.close_remember,Recuerdos de los difuntos
mind.grave_visit,Ha visitado la tumba de un ser querido
menu.construction.category.graves,Monumentos
building.grave,Tumba: {name}
notification.close_remember,{name}: recordando a un ser querido ({name_2})
grave.generic_6,El recuerdo de las buenas obras de este señor vivirá en los corazones de la gente para siempre.
grave.generic_7,"En vida, este señor fue un ejemplo de fe y virtud; que la Madre Sophia acoja su alma."
grave.generic_8,"Aquí yace alguien que fue la luz de muchos, y cuya luz no se apagará en el recuerdo de la gente."
grave.generic_9,"¡Alegra esa cara, pronto te tocará a ti!"
grave.generic_10,Aquí yace alguien que bromeó demasiado con el destino.
grave.generic_11,"Este noble señor quería ir a un mundo mejor, pero seguramente tomó el camino equivocado."
grave.generic_12,Este noble señor se despertó un día con una resaca que fue su final.
grave.generic_13,"Las últimas palabras del fallecido fueron: ""¡Seguro que todo va a ir bien!""."
grave.generic_14,"Aquí yace alguien a quien le encantan las fiestas..., sobre todo la última."
grave.generic_15,Aquí yace alguien que perdió una partida de dados con la muerte.
grave.generic_16,"La vida era como un laúd: muchas cuerdas, pero ni una nota correcta."
grave.generic_17,Aquí yace un señor que afirmaba no tener miedo; debería haberlo tenido.
grave.generic_18,Aquí yace alguien que pensaba que la vida no era más que un juego.
grave.generic_19,Aquí yace alguien a quien le encantaba jugar a los dados... La última tirada le salió mal.
grave.generic_20,Este noble señor sabía demasiado... y eso fue su final.
grave.generic_21,"Aquí yace alguien que dijo: ""No te preocupes, sé lo que me hago""."
grave.generic_22,Probar la resistencia de una armadura puesta es mala idea.
grave.generic_23,Aquí yace alguien a quien le gustaban demasiado las aventuras.
grave.generic_24,Aquí yace alguien que dedicó su vida a servir a la Madre Sophia y a los demás.
grave.generic_25,"El viaje terrenal ha terminado, pero espera la eternidad bajo el cuidado de la Madre Sophia."
grave.generic_26,Que descanse en paz como un verdadero gobernante que luchó con honor y justicia.
letter.inquisition_go_to_purge,"Con pesar en el corazón, hemos contemplado tu descenso al abismo del pecado... Por desgracia, esto no puede continuar y, por el bien de todos los hijos de Sophia, nos vemos en la obligación de someteros a ti y a tus súbditos a la purificación del fuego. El padre estricto ya ha orado por tu alma y ha reunido a sus leales hermanos de la Inquisición."
mind.enemy_grave_visited,Ha visitado la tumba de un enemigo
work.executor,Verdugo
mind.caprice,Sueño no satisfecho
mind.caprice_success,Sueño satisfecho
display_event.obession_appear,{name}: nueva obsesión
options_menu.graphics.display_scars,Mostrar cicatrices
building.menu.gallows_culture_terror,Las relaciones de los señores de esta cultura con el rey empeorarán en {mind_strength}.
opinion_mind.culture_terror,Aplica el terror contra mi cultura.
display_event.lords_against_terror,Los señores están descontentos con el terror contra la cultura {culture}.
name.nickname_1,Jarra sin Fondo
name.nickname_2,Nariz Roja
name.nickname_3,Rompevasos
name.nickname_4,Señor de la Cerveza
name.nickname_5,Caballero de la Cerveza
name.nickname_6,Bebelotodo
name.nickname_7,Ya acabo yo
name.nickname_8,Baila-baila
name.nickname_9,Juerguista
name.nickname_10,Piel Amarilla
name.nickname_11,Bizco
name.nickname_12,Juerguista Amarillo
name.nickname_13,Señor de la Niebla
name.nickname_14,Amante del Néctar
name.nickname_15,Botellazo
name.nickname_16,Corredor Amarillo
name.nickname_17,Vendaje Sucio
name.nickname_18,Demente
name.nickname_19,Sangre de Néctar
name.nickname_20,Pies Rápidos
name.nickname_21,Alma de Liebre
name.nickname_22,Manos Arriba
name.nickname_23,Talones Arriba
name.nickname_24,Puercoespín Cobarde
name.nickname_25,Gorrioncillo
name.nickname_26,Retaguardia
name.nickname_27,Ratoncito
name.nickname_28,Rabo entre las Piernas
name.nickname_29,Puño Temible
name.nickname_30,Espada Funesta
name.nickname_31,Corazón Valiente
name.nickname_32,Alma de León
name.nickname_33,Espíritu Valiente
name.nickname_34,Mano Firme
name.nickname_35,Guerrero Intrépido
name.nickname_36,Golpetazo
name.nickname_37,Maestro
name.nickname_38,Abeja
name.nickname_39,Látigo
name.nickname_40,Perdición del Holgazán
name.nickname_41,Duermevela
name.nickname_42,Listillo
name.nickname_43,Ratón de Biblioteca
name.nickname_44,Señor de Papel
name.nickname_45,Sabelotodo
name.nickname_46,Bibliotecario
name.nickname_47,Frente Amplia
name.nickname_48,Señor Sabio
name.nickname_49,Magíster
name.nickname_50,Gramático
name.nickname_51,Profesor
name.nickname_52,Entendido
name.nickname_53,Serpiente Sabia
name.nickname_54,Mentor
name.nickname_55,Pozo de Conocimiento
name.nickname_56,Juez
name.nickname_57,Rencoroso
name.nickname_58,Agente del Orden
name.nickname_59,Azote de Ladrones
name.nickname_60,Maestro del Patíbulo
name.nickname_61,Tirano
name.nickname_62,Mano de Hierro
name.nickname_63,Verdugo
name.nickname_64,Manos Sangrientas
name.nickname_65,Chupasangre
name.nickname_66,Soga
name.nickname_67,Monstruo Sanguinario
name.nickname_68,Patíbulo
name.nickname_69,Duelista
name.nickname_70,Hoja Malvada
name.nickname_71,Llamada de la Muerte
name.nickname_72,Afortunado
name.nickname_73,Aceptadesafíos
name.nickname_74,Nervioso
name.nickname_75,Ausente
name.nickname_76,Demente
name.nickname_77,Lunático
name.nickname_78,Psicópata
name.nickname_79,Bendito
name.nickname_80,Huraño
name.nickname_81,Señor Inquieto
name.nickname_82,Viajero
name.nickname_83,Piernaslargas
name.nickname_84,Preparado
name.nickname_85,Caminante
name.nickname_86,Vagabundo
name.nickname_87,Piernas Inquietas
name.nickname_88,Espantapájaros
name.nickname_89,Pesadilla
name.nickname_90,Belleza Interior
name.nickname_91,Llanto de Infante
name.nickname_92,Simple
name.nickname_93,Ciego
name.nickname_94,Víctima Confiada
name.nickname_95,Señor Ingenuo
name.nickname_96,Todo-al-Par
name.nickname_97,Una-Vez-Más
name.nickname_98,Última Apuesta
name.nickname_99,Con-Todo
name.nickname_100,Señor Oscuro
name.nickname_101,Señor Ciego
name.nickname_102,Señor Negro
name.nickname_103,Topo
name.nickname_104,Señor Tuerto
name.nickname_105,Cíclope
name.nickname_106,Ojo Ciego
name.nickname_107,Señor Medio Ciego
name.nickname_108,Bandejero
name.nickname_109,Abrazo Humilde
name.nickname_110,Mano Equivocada
name.nickname_111,Ausente
name.nickname_112,Señor Manco
name.nickname_113,Muñón
opinion_mind.relative_suffer,Mi familiar está sufriendo en su provincia
opinion_mind.relative_dead,Mi familiar ha muerto en su provincia
display_event.relatives_worse_relations,{name}: la actitud de los familiares del personaje hacia tu monarca ha empeorado
display_event.got_nickname,"{name}: el personaje ha recibido el apodo ""{nickname}"""
display_event.lord_not_have_time_for_chancellery,El gestor de la cancillería no puede llegar allí a tiempo.
building.menu.status.waiting_inspector,Esperando al gestor
building.watch_tower.archers,ARQUEROS
actor.action_task.assasins_guest_give_child,Sacrificar al primogénito
actor.action_task.assassination,Asesinar en secreto
activity_state.npc_guest.go_to,Dirigiéndose al centro de la ciudad
activity_state.npc_guest.wait,Esperando a tener una conversación
display_event.guest_arrive,Ha llegado un invitado especial
building.watch_tower.weapons,ARMAS
building.watch_tower.armor,ARMADURA
building.watch_tower.orders,ÓRDENES
building.watch_tower,Torre de arqueros
building.watch_tower.auto_collect,Autodesplegar arqueros
actor.action_task.hire_escaped_lord,Acoger en la familia
display_event.escaped_lord_arrive,Un señor solicita asilo
letter.escaped_lord,"Sé que ese rufián buscará refugio en tu ciudad. Te ruego que no lo acojas; mejor aún, échalo lo antes posible. ¡No tienes ni idea de lo que esa bestia nos ha hecho!"
letter.escaped_lord_richstring,"El señor {soul_uuid_lord} pide asilo en tu provincia.

Puedes expulsarlo o acogerlo en tu familia como <hint=hint_untitled_lord>señor menor</hint>.

Si lo acoges, {soul_uuid} empeorará sus relaciones con tu gobernante en <red>{rel_de}</red>."
building.watch_tower.status.need_to_assign_watchmans,¡Tenemos que asignar a los arqueros!
building.watch_tower.status.no_available_soldiers,¡No hay soldados disponibles!
building.watch_tower.status.soldiers_go_to_tower,Los soldados se apresuran para llegar a la torre
building.watch_tower.status.attack,Atacando a {target_name}
building.watch_tower.status.on_duty,Buscando el peligro.
building.watch_tower.status.not_summoned,No se ha llamado a los arqueros
activity_state.watch_tower.go_to,Va a la torre de arqueros
activity_state.watch_tower.on_duty,Sirviendo en la torre de arqueros
letter.escaped_lord_final,"Has actuado con imprudencia. {lord_uuid} merece una soga, no una silla en tu mesa. Lamentablemente, me avergüenza desvelar lo que ha hecho para convencerte de lo contrario. Tenía en mejor estima tu buen juicio."
letter.escaped_lord_richstring_final,"Has acogido al señor fugitivo en tu familia como <hint=hint_untitled_lord>señor menor</hint>.

{king_uuid} ha empeorado sus relaciones con tu gobernante en <red>{rel_de}</red>."
display_event.witch_save_message,Has recibido una carta
letter.witch_save_message,"¡No todos los gobernantes son tan misericordiosos con una simple mujer que busca refugio de los ignorantes siervos de la nueva diosa!

Te doy las gracias y mi más humilde bendición."
letter.witch_save_message_richstring,"Como muestra de gratitud de la bruja, tu gobernante ha obtenido el rasgo <hint={trait_hint}>{trait_caption}</hint>."
trait.impotence,Debilidad sexual
trait.longlive,Longevidad
trait.male_birth,Bendición de hijos
actor.action_task.witch_save,Bruja: sobornar
actor.action_task.witch_give,Bruja: entregar
actor.action_task.trade_with_knowledge_trade,Intercambiar
actor.action_task.hire_mountain_knight,Contratar
actor.action_task.hire_escaped_lord,Acoger en la familia
actor.action_task.bandit_slave_buy,Pagar rescate del prisionero
actor.action_task.buy_dog,Comprar un perro
actor.action_task.sacrifice_allow,Permitir la misa roja
actor.action_task.depart_uniq_guest,Expulsar
building.watch_tower.enemy_tower,La torre ofrece protección y más precisión a los arqueros colocados en ella.
actor.class.light_crossbowman,Ballestero ligero
global_map.object.army.defenders,Guarnición
map.ask_player_send_army_to_attack,Solicitar el envío de un ejército
opinion_mind.player_ally_send_army,Se ha enviado un ejército de ayuda
opinion_mind.leader,Líder de la alianza
global_map.choose_army,SELECCIÓN DE ESCUADRA
actor.action.army.allies,Aliados
actor.action.army.vassals,Vasallos
display_event.uniq_slave_release_message,Mensaje de prisionero
letter.uniq_slave_release_message_noble,"Soy el desgraciado por el que pagaste el rescate a los bandidos que me liberaron. Siento dejarte tan pronto, pero estoy impaciente por reunirme con mi familia.

Ahora me doy cuenta de que las doncellas hermosas pueden traernos no solo los placeres del amor, sino también las traiciones más rastreras, tan humillantes en su simplicidad que preferiría morir antes que admitir ante ti quién soy en realidad.

En cualquier caso, quiero expresar mi gratitud por tu amabilidad y compensarte de algún modo por tus gastos."
letter.uniq_slave_release_noble_richstring,"Junto a la carta, había <hint=hint_resource_gold>{count}</hint>."
letter.uniq_slave_release_message_bandit,"¡Señor! Un simple sacerdote os escribe en nombre de cierto hombre. Es un vagabundo analfabeto, pero afirma que lo habéis liberado recientemente de su cautiverio, pagando una suma considerable.

Pide que se conozca que se dejó llevar en una partida de dados y, para pagar su deuda, sugirió a su compañero hacerse pasar por un prisionero y pedir un rescate.

La piedad que le demostrasteis le ha pesado en la conciencia, y pide perdón por esta pequeña broma. No puede pagaros de otra manera y me pide que rece por vuestra salud."
letter.uniq_slave_release_bandit_richstring,"En el sobre, no hay nada más que la carta."
map.demand_player_send_army_to_attack,Exigir el envío de un ejército
opinion_mind.matriarch_witch_give,Ha entregado a la bruja a la justicia
display_event.witch_king_got_impotence,Tu gobernante no se encuentra bien
display_event.too_smart_old_lord,{name}: ¡riesgo de perder conocimientos!
display_event.lord_banned,¡{name} es persona non grata en {faction_name}!
mind.animal_master,Dueño
activity_state.go_to_pet,Va a acariciar a la mascota
mind.animal_play,Ha jugado con un perro
map.vassal_ai_want_to_rebel,Un vasallo está a punto de alzarse
opinion_mind.bribe_my_heir,Ha intentado derrocarme
menu.army.keep_last_army,Guardar la última composición de ejército
actor.action_task.order_song_religious,Himno religioso
actor.action_task.order_song_lyric,Poema lírico
actor.action_task.order_song_glory,Canto heroico
actor.action_task.order_song_good,Fábula moral
activity_state.npc_bard.go_to,Va a jugar
activity_state.npc_bard.work,Jugando
actor.action_task.dog_tame,Domesticar al perro
actor.action_task.dog_transit,Dar perro
activity_state.npc_joker.go_to,Va a entretener a la gente
activity_state.npc_joker.work,Entreteniendo a la gente
display_event.guest_assassin_success_death,{target_name}: muerte repentina
auto_backup_saves.header,Se ha creado una copia de las partidas guardadas
auto_backup_saves.body,"Has ejecutado la versión beta experimental del juego <b>Norland</b>. Nos estamos esforzando por lograr que sea estable, ¡pero puede pasar de todo!

Además, las partidas guardadas de la versión experimental puede ser temporalmente incompatibles con la versión normal del juego (si decides volver a ella). Por este motivo, hemos creado una copia de todas tus partidas guardadas en otra carpeta: <b>%localappdata%/Strategy/saves/backup/</b>. Para acceder a ella en Windows, pulsa WIN+R, escribe %localappdata%/Strategy/ y pulsa Intro.

Si quieres volver a esas partidas, muévelas a la carpeta <b>saves/</b>.

Prestamos mucha atención a los comentarios que hagas sobre los cambios que hacemos, así que te animamos a dar tu opinión en el foro de Steam o en nuestro Discord. ¡Gracias!"
mind.heard_good_song,La canción de un juglar
display_event.unique_guest_bishop,Una carta de la matriarca
letter.unique_guest_bishop,"
¡Querido retoño! Las felices noticias de tu hospitalidad y generosidad han llegado a nuestros oídos. Te estamos agradecidos por la cálida bienvenida con la que recibiste a nuestro bienamado. A pesar de sus desavenencias con uno de los gobernantes, es un siervo tranquilo y honorable de nuestra voluntad y nos congratula que conserve su buena salud y haya encontrado un refugio temporal en tu provincia."
letter.unique_guest_bishop_richstring,"
Relaciones con la matriarca y el obispo: <green>+{rel_de}</green>"
display_event.unique_guest_philosoph,Una carta de un gobernante lejano
letter.unique_guest_philosoph,"He oído que cierto individuo podría visitar tus tierras de incógnito. ¡Te ruego que no lo recibas! Este hijo de la unión impía de una meretriz y un perro ha cometido sacrilegio durante el servicio matinal, poniendo en duda públicamente la bondad de la Madre Sophia. ¡Piensa en ello!"
letter.unique_guest_philosoph_richstring,Ahora ya sabes por qué {soul_uuid} se encuentra en tus tierras.
action_task_assassination,Asesinato secreto
actor.action_task.trade_with_nectar_trader,Comerciar
activity_state.joker_watch.go_to,Va a ver al bufón
activity_state.joker_watch.process,Disfrutando de la actuación
activity_state.joker_watch.give_gold,Dando dinero al bufón
building.wooden_wall,Empalizada
actor.action_task.dog_play,Jugar
work.warden,Alcaide
display_event.some_soldiers_refuse_patrol,Algunos guerreros se han negado a patrullar
display_event.bard_complete_order,El juglar ha completado su encargo
activity_state.bard_watch.go_to,Va a escuchar al juglar
activity_state.bard_watch.process,Escuchando al juglar
activity_state.npc_bard.wait,Esperando a los oyentes
opinion_mind.kick_out_me_from_alliance,Ha roto la alianza
opinion_mind.kick_out_me_from_vassalage,Ha concedido la libertad
display_event.sacrifice_allowed,Misa roja aprobada
display_event.sacrifice_result,La misa roja ha concluido
opinion_mind.sacrifice_allowed,Ha aprobado la misa roja
name.incognito,Incógnito
guest.assassin,Sacerdote de Dahamat
guest.escaped_lord,Señor fugitivo
guest.joker,Bufón
guest.knowledge_trader,Escriptónico
guest.mountain_knight,Caballero saqueador
guest.witch,Bruja
guest.bandit_and_slave,Vagabundo con un prisionero
guest.dog_seller,Mercader de perros
guest.cultists,Arcontes del Dios Muerto
guest.bard,Juglar
guest.nectar_trader,Mercader de néctar
guest.incognito,Incógnito
opinion_mind.escaped_lord_accept,Ha recibido a un señor fugitivo
display_event.click_to_read_message,Haz clic para leer el mensaje
display_event.unique_guest_philosoph_depart,Nota de un invitado
letter.unique_guest_philosoph_depart,"¡Mi gratitud por tu amabilidad no conoce límites! Pero por desgracia tengo que dejar tu hospitalaria provincia, ya que mis enemigos han descubierto mi paradero. En cualquier caso, me gustaría darte este libro como recuerdo de nuestras agradables charlas. Espero que te sirva para que no te olvides de mí ni de que la receptividad al conocimiento de otras culturas nos hace más fuertes."
letter.unique_guest_philosoph_richstring_depart,"Al abandonar tu ciudad, tu invitado te ha dejado esta nota y un diccionario de {culture_name} como regalo.

Tus señores recordarán su compañía con cariño."
display_event.unique_guest_bishop_depart,Nota de un invitado
letter.unique_guest_bishop_depart,"Te agradezco tu hospitalidad, pero debo irme. En agradecimiento por la participación de mis amigos en la Piedra de la Fe, la matriarca se ha enterado de toda la verdad de mi situación. Ahora me ha perdonado y cuento con su favor; la verdad siempre saldrá a la luz. A cambio, prometo hablarle a la matriarca sobre tu devoción y fe como gobernante. ¡Que la Madre Sophia te proteja!"
letter.unique_guest_bishop_richstring_depart,"Al abandonar tu ciudad, tu invitado te ha dejado esta nota.

Parece que tu relación con la <hint=hint_relations_matriarch>matriarca</hint> y el <hint=hint_bishop>obispo</hint> mejorará pronto."
ceremony.sacrifice,Misa roja
family_tree.branch_of,Rama: {character_name}
family_tree.role.lord,Señor
display_event.place_hall,Construir el salón de reuniones
letter.unique_guest_piligrims_accept,Nos complace tener noticias de tu generosidad hacia los peregrinos sagrados que han visitado tus tierras. ¡Que tu piedad sirva de ejemplo a los demás gobernantes justos!
letter.unique_guest_piligrims_accept_richstring,"La matriarca expresa su gratitud por tu hospitalidad hacia los peregrinos y por proporcionarles comida.

$ Relación con la matriarca: <green>+{rel_inc}</green>"
letter.unique_guest_piligrims_not_accept,"Nos ha decepcionado el modo en que has tratado a nuestros hijos, los peregrinos sagrados. Recuerda las palabras de Sophia: ¡tratad a mis hijos como trataríais a vuestros primogénitos! ¡Espero que emprendas la senda de la enmienda y la gracia!"
letter.unique_guest_piligrims_not_richstring,"La matriarca está decepcionada con el modo en que has tratado a los peregrinos sagrados.

$ Relación con la matriarca: <red>-{rel_de}</red>"
guest.piligrims,Peregrinos sagrados
actor.action_task.piligrims_give_food,Donar harina
actor.action_task.piligrims_give_swede,Donar colinabo
opinion_mind.piligrims_didnt_share,Ha tratado mal a los peregrinos
opinion_mind.piligrims_share_swede,Ha alimentado a los peregrinos con colinabo
opinion_mind.piligrims_share_food,Ha alimentado a los peregrinos con harina
faction.new.name.1,Mastok
faction.new.name.2,Kallin
faction.new.name.3,Turnow
faction.new.name.4,Noth
faction.new.name.5,Letos
faction.new.name.6,Sophia
faction.new.name.7,Ugrad
faction.new.name.8,Rekin
faction.new.name.9,Vasna
faction.new.name.10,Gorno
faction.new.name.11,Krij
faction.new.name.12,Siva
faction.new.name.13,Lakria
faction.new.name.14,Kena
faction.new.name.15,Yalma
faction.new.name.16,Esna
faction.new.name.17,Ferronook
faction.new.name.18,Tamia
faction.new.name.19,Lurwick
faction.new.name.20,Arestia
faction.new.name.21,Nea Mia
faction.new.name.22,Kraster
faction.new.name.23,Arden
faction.new.name.24,Salamut
faction.new.name.25,Harau
global_map_new.g_label.1,La Santa Elevación
global_map_new.g_label.2,El Vacío Silente
global_map_new.g_label.3,La Cumbre Resplandeciente
global_map_new.g_label.4,Bosque Lejano
global_map_new.g_label.5,Pantanos Malditos
global_map_new.g_label.6,Lago Istoma
global_map_new.g_label.7,Bosque de la Niebla
global_map_new.g_label.8,Valle Desolado
global_map_new.g_label.9,Río Usma
global_map_new.g_label.10,Bosque de los Lobos Devoradores
global_map_new.g_label.11,Arboleda del Emperador
global_map_new.g_label.12,Río Belora
global_map_new.g_label.13,Cresta de la Fortaleza
global_map_new.g_label.14,Bahía Blanca
global_map_new.g_label.15,Mar Helado
global_map_new.g_label.16,Tierras de los Antiguos Dioses
global_map_new.g_label.17,Río Hermana Menor
global_map_new.g_label.18,Río Hermana Mayor
global_map_new.g_label.19,Llanuras Esmeralda
global_map_new.g_label.20,Arboleda Carmesí
global_map_new.g_label.21,Lago Velta
global_map_new.g_label.22,Páramos de la Cicatriz
global_map_new.g_label.23,Gran Bosque del Sur
global_map_new.g_label.24,Desierto Exánime
global_map_new.g_label.25,Arboleda del Anciano
global_map_new.g_label.26,Río Sirenis
global_map_new.g_label.27,Colinas Ágiles
global_map_new.g_label.28,Lago Espejo
global_map_new.g_label.29,Colinas Kaza
global_map_new.g_label.30,Desierto Makha
global_map_new.g_label.31,Paso Ferox
global_map_new.g_label.32,Montañas de los Herejes
global_map_new.g_label.33,Bosque Kaiden
global_map_new.g_label.34,Verdor Danzante
global_map_new.g_label.35,Lago del Regente
global_map_new.g_label.36,Campos de San Michael
global_map_new.g_label.37,Valle Cercagrís
global_map_new.g_label.38,Río Altum
global_map_new.g_label.39,La Cresta Férrea
global_map_new.g_label.40,Desierto de Saltus
global_map_new.g_label.41,Las Montañas Yermas
global_map_new.g_label.42,Mar del Sur
global_map_new.g_label.43,Mar de las Tormentas
global_map_new.g_label.44,Lago Sagrado
global_map_new.g_label.45,Isla Prohibida
global_map_new.g_label.46,Bosque Llorón
global_map_new.g_label.47,Montañas Umbrías
display_event.lost_knowledge_final,Conocimiento perdido
advisor.knowledge_lost_soon,Conocimiento en peligro
global_map_new.g_label.48,Piedra de la Fe
input.key.backspace,Retroceso
input.key.arrow_up,Flecha arriba
input.key.arrow_down,Flecha abajo
input.key.arrow_left,Flecha izquierda
input.key.arrow_right,Flecha derecha
input.key.enter,Entrar
input.key.f1,F1
input.key.f2,F2
input.key.f3,F3
input.key.f4,F4
input.key.f5,F5
input.key.f6,F6
input.key.f7,F7
input.key.f8,F8
input.key.f9,F9
input.key.f10,F10
input.key.f11,F11
input.key.f12,F12
input.key.delete,Supr
input.key.end,Fin
input.key.home,Inicio
input.key.insert,Insert
input.key.pg_up,Re Pág
input.key.pg_down,Av Pág
input.key.pause,Pausa
input.key.num_0,0
input.key.num_1,1
input.key.num_2,2
input.key.num_3,3
input.key.num_4,4
input.key.num_5,5
input.key.num_6,6
input.key.num_7,7
input.key.num_8,8
input.key.num_9,9
input.key.decimal,.
input.key.divide,/
input.key.shift,Mayús
input.key.alt,Alt
input.key.ctrl,Ctrl
input.key.space,Barra espaciadora
input.key.subtract,-
input.key.tab,Tab
input.key.mb_left,Botón izquierdo del ratón
input.key.mb_right,Botón derecho del ratón
input.key.mb_middle,Botón medio del ratón
input.key.mb_side1,Botón de avance del ratón
input.key.mb_side2,Botón de retroceso del ratón
input.key.mb_wheel_up,Rueda arriba del ratón
input.key.mb_wheel_down,Rueda abajo del ratón
input.action.camera_up,Arriba
input.action.camera_down,Abajo
input.action.camera_left,Izquierda
input.action.camera_right,Derecha
input.action.zoom_in,Acercar
input.action.zoom_out,Alejar
input.action.camera_move,Mover cámara
input.action.select_object,Seleccionar objeto
input.action.menu_back_close,Atrás/Cerrar menú
input.action.speed_one,Velocidad x1
input.action.speed_two,Velocidad x2
input.action.speed_three,Velocidad x4
input.action.speed_pause,Pausa
input.action.menu_construction,Menú Edificio
input.action.menu_production,Menú Producción
input.action.menu_finances,Menú Finanzas
input.action.menu_statistics,Menú Estadísticas
input.action.menu_army,Menú Ejército
input.action.menu_dynasty,Menú Dinastía
input.action.menu_knowledge,Menú Conocimiento
input.action.menu_map,Mapa del mundo
input.action.construction_rotate_l,Edificio: girar a la izquierda
input.action.construction_rotate_r,Edificio: girar a la derecha
input.action.gui_add_more,Añadir de 10 en 10
input.action.squad_order_attack,Dar una orden a la escuadra
input.action.select_next_lord,Seleccionar señor siguiente
input.action.select_previous_lord,Seleccionar señor anterior
input.category.general,Control general
input.category.speed,Velocidad del juego
input.category.menu,Menú
input.category.misc,Otros
display_event.bandit_save_message,Carta del personaje de incógnito
letter.bandit_save_message,"Te escribo, padre Andrey, de parte de un individuo anónimo que me ha pagado una gran suma de dinero para enviar esta carta en el mejor papel disponible. Mi mecenas confiesa que la senda pecaminosa que ha tomado le ha llevado a convertirse en un hombre sanguinario. Esa senda le valió una considerable fortuna antes de dejar de lado a sus cómplices.

El refugio que le has proporcionado le ha permitido despistar a sus perseguidores, y ahora está a salvo. Ha prometido compensar tu amabilidad enviándote algo con la Caravana Sagrada."
letter.bandit_save_message_richstring,"Resulta que el personaje de incógnito era un bandido, pero te agradece tu amabilidad y el refugio que le proporcionaste. Puede que compense a tu gobernante por este acto de misericordia."
trade.bandit_reward,Recompensa por amabilidad
display_event.bandits_camp_was_bribed,¡Han sobornado a los bandidos del bosque!
settings_menu.tab.general,General
settings_menu.tab.controls,Control
input.binding_mode,Pulsa una tecla...
input.restore_default,Reiniciar a valores predeterminados
display_event.maniac_captived_message,Carta de un gobernante vecino
letter.maniac_captived_message,"¡Estimado vecino! Tus guerreros nos han enviado un señor capturado, conocido por su pecaminoso comportamiento. Gracias por capturarlo; no creí que fuera a volverlo a ver. Pero ahora la justicia se impondrá y recibirá lo que se merece. Permíteme enviarte un pequeño obsequio como muestra de gratitud por tu participación en este asunto."
letter.maniac_captived_message_richstring,"Han capturado a {soul_uuid_maniac} y lo han enviado a su provincia natal.

Como muestra de gratitud, el gobernante de esta provincia te envía un pequeño regalo: <hint=hint_resource_gold>{gold}</hint>"
activity_state.maniac.go_to_kill,Va a matar
activity_state.killing.wait,Esperando a la muerte
activity_state.maniac.killing,Matando
activity_state.dog_play.go_to,Va a jugar con el perro
activity_state.dog_play.play,Jugando con el perro
activity_state.dog_play.dog_wait,Esperando al amo
activity_state.dog_play.dog_play,Jugando con el amo
mind.mind_joker_watched,Actuación del bufón
letter.maniac_about_message,"¡Estimado vecino! He oído rumores de que un señor de nuestras tierras ha visitado tu provincia. Aquí se sabe desde hace tiempo que se trata de un sádico descontrolado que mata por diversión. Por desgracia, ha escapado hace poco y nos consta que ha continuado con sus viles pasatiempos en tu tierra. Es una pena que haya salido impune, pero rezamos por que la Madre Sophia lo castigue con su mano divina, y la justicia se impondrá."
letter.maniac_about_message_richstring,El sádico de incógnito ha salido de tu provincia impune. ¿Volverás a encontrártelo?
display_event.maniac_about_message,Carta de un gobernante vecino
