Key,Hungarian
display_event.escaped_lord_arrive,Egy nemes menedékjogot kér
letter.escaped_lord,"Tudom, hogy a gazember a városodban fog menedéket keresni. Kérlek, ne fogadd be – vagy még jobb, ha a lehető leggyorsabban elűzöd. Fogalmad sincs, mit tett velünk ez az állat!"
letter.escaped_lord_richstring,"A nemes {soul_uuid_lord} menedéket kér tartományodban.

Elűzheted őt vagy befogadhatod a családodba <hint=hint_untitled_lord>kisnemesként.</hint>

Ha befogadod, {soul_uuid} és az uralkodód közti kapcsolat <red>{rel_de}</red> ponttal romlik."
building.watch_tower.status.need_to_assign_watchmans,Ki kell rendelnünk az íjászokat!
building.watch_tower.status.no_available_soldiers,Nincs elérhető katona!
building.watch_tower.status.soldiers_go_to_tower,Katonák rohannak a toronyba
building.watch_tower.status.attack,Támad {target_name} ellen
building.watch_tower.status.on_duty,Veszélyt keres.
building.watch_tower.status.not_summoned,Az íjászokat nem hívták.
activity_state.watch_tower.go_to,Az íjásztoronyhoz megyek.
activity_state.watch_tower.on_duty,Az íjásztoronyban szolgál
letter.escaped_lord_final,"Meggondolatlanul cselekedtél. {lord_uuid} kötelet érdemel, nem helyet az asztalodnál. Szégyenletes dolgokról kéne szólnom, hogy meggyőzhesselek, és ez nem kenyerem. De az ítélőképességedet többre tartottam."
letter.escaped_lord_richstring_final,"A szökevény nemest <hint=hint_untitled_lord>kisnemesként</hint> a családodba fogadtad.

{king_uuid} és az uralkodód közti kapcsolat <red>{rel_de}</red> ponttal romlott."
display_event.witch_save_message,Levelet kaptál
letter.witch_save_message,"Nem minden uralkodó ilyen kegyes egy egyszerű nőhöz, aki menedéket keres az Új Istennő tudatlan szolgái elől!

Hálás vagyok neked, és alázatos áldásomat adom rád."
letter.witch_save_message_richstring,A boszorkány hálája jeléül az uralkodód megkapta a(z) <hint={trait_hint}>{trait_caption}</hint> jellemvonást.
trait.impotence,Szexuális gyengeség
trait.longlive,Hosszú élet
trait.male_birth,Fiúgyermekáldás
actor.action_task.witch_save,Boszorkány: Megvesztegetés
actor.action_task.witch_give,Boszorkány: Átadás
actor.action_task.trade_with_knowledge_trade,Kereskedés
actor.action_task.hire_mountain_knight,Toborzás
actor.action_task.hire_escaped_lord,Befogadás a családba
actor.action_task.bandit_slave_buy,Váltságdíj a fogolyért
actor.action_task.buy_dog,Vásárolj egy kutyát
actor.action_task.sacrifice_allow,Vörös Mise engedélyezése
actor.action_task.depart_uniq_guest,Kiutasítás
building.watch_tower.enemy_tower,"A torony védelmet és további pontosságot biztosít a benne elhelyezett íjászok számára. Válassz egy egységet, és támadd meg a <b>jobb egérgombbal</b>."
actor.class.light_crossbowman,Könnyű számszeríjász
global_map.object.army.defenders,Helyőrség
map.ask_player_send_army_to_attack,Kérés hadsereg küldésére
opinion_mind.player_ally_send_army,Hadsereg küldése segítségnek
opinion_mind.leader,Szövetség vezetője
global_map.choose_army,OSZTAG KIJELÖLÉS
actor.action.army.allies,Szövetségesek
actor.action.army.vassals,Vazallusok
display_event.uniq_slave_release_message,Üzenet a fogolytól
letter.uniq_slave_release_message_noble,"Én vagyok az a szerencsétlen, akit kiváltottál a banditáktól és kiszabadítottál. Bocsánatodért esedezem, hogy ily hamar távoztam, de nagyon szerettem volna újra a családommal lenni.

Most rájöttem, hogy a szépséges hajadonok nemcsak a szerelem örömeit kínálhatják, hanem aljas árulást is, ami oly megalázó a maga egyszerűségében, hogy inkább meghalnék, semmint hogy bevalljam, ki vagyok valójában.

Mindamellett szeretném kifejezni hálámat a kedvességedért, és valahogyan kárpótolni szeretnélek a költségeidért."
letter.uniq_slave_release_noble_richstring,A levélhez csatoltan <hint=hint_resource_gold>{count}</hint> érkezett.
letter.uniq_slave_release_message_bandit,"Uram! Egy egyszerű pap ír neked egy bizonyos ember nevében. Eme írástudatlan csavargó azt állítja, hogy nemrég kiszabadítottad a fogságból, jelentős összeget fizetve érte.

Azt kéri közölni, hogy kockajátékon veszítette el szabadságát, és hogy adósságát kifizesse, azt javasolta társának, hogy adja el magát drágán, valami titokzatos nemesnek adva ki magát.

A kegyelem, mit iránta tanúsítottál, felkeltette lelkiismeretét, és bocsánatot kér ezért a kis csínyért. Nem tudja másképp meghálálni, és arra kér, hogy imádkozzam az egészségedért."
letter.uniq_slave_release_bandit_richstring,A levélen kívül semmi más nem volt a borítékban.
map.demand_player_send_army_to_attack,Követelés hadsereg küldésére
opinion_mind.matriarch_witch_give,Átadtad a boszorkányt az igazságszolgáltatásnak
display_event.witch_king_got_impotence,Uralkodód rosszul érzi magát
display_event.too_smart_old_lord,{name}: Ismeret elvesztésének veszélye!
display_event.lord_banned,{name}: Persona non grata {faction_name} tartományban!
mind.animal_master,Gazda
activity_state.go_to_pet,Megy a kedvencéhez
mind.animal_play,Játszott a kutyával
map.vassal_ai_want_to_rebel,Egy vazallus lázadni készül
opinion_mind.bribe_my_heir,Megpróbált megdönteni engem
menu.army.keep_last_army,Utolsó hadsereg-összetétel mentése.
actor.action_task.order_song_religious,Vallásos himnusz
actor.action_task.order_song_lyric,Lírai vers
actor.action_task.order_song_glory,Hősi dal
actor.action_task.order_song_good,Tanmese
activity_state.npc_bard.go_to,Játszani megy
activity_state.npc_bard.work,Játszik
actor.action_task.dog_tame,Kutya megszelídítése
actor.action_task.dog_transit,Kutya átadása
activity_state.npc_joker.go_to,Szórakoztatni fogja az embereket
activity_state.npc_joker.work,Szórakoztatja az embereket
display_event.guest_assassin_success_death,{target_name}: Hirtelen halál
auto_backup_saves.header,Mentés biztonsági másolata létrehozva
auto_backup_saves.body,"Elindítottad a <b>Norland</b> játék kísérleti béta ágát. Arra törekszünk, hogy ez a verzió is stabil legyen, de bármi megtörténhet!

Emellett előfordulhat, hogy a kísérleti ágban végzett mentések átmenetileg nem kompatibilisek a játék normál ágával (ha úgy döntenél, hogy visszaváltasz arra). Ezért az összes mentésről biztonsági másolatot készítettünk egy külön mappába, ide: %localappdata%/Strategy/saves/backup/. Eléréséhez Windows alatt nyomd meg a WIN+R kombinációt, majd írd be a %localappdata%/Strategy/ sort, és nyomd meg az Entert.

Ha vissza szeretnél térni ezekhez a mentésekhez, egyszerűen helyezd át őket a <b>saves/</b> mappába.

Nagyon fontos a visszajelzésed a változtatásokról, ezért várunk szeretettel a Steam-fórumon vagy a Discordunkon. Köszönjük!"
mind.heard_good_song,A kobzos lírai dala
display_event.unique_guest_bishop,A Mátriárka levele
letter.unique_guest_bishop,"
Szeretett gyermekem! Vendégszereteted és nagylelkűséged örömteli híre eljutott fülünkbe! Hálásak vagyunk a szívélyes fogadtatásért, amelyben pártfogoltunkat részesítetted. Bár akadnak nézeteltérései egy uralkodóval, ő akaratunk békés és tiszteletreméltó szolgája. Örömmel tölti el szívünket, hogy jó egészségnek örvend, és ideiglenes menedéket talált tartományodban."
letter.unique_guest_bishop_richstring,"
Kapcsolat a Mátriárkával és a püspökkel: <green>+{rel_de}</green>"
display_event.unique_guest_philosoph,Levél egy távoli uralkodótól
letter.unique_guest_philosoph,"Az suttogják, egy bizonyos illető inkognitóban keresi majd fel országodat. Könyörgök, ne fogadd be őt! Ezt a vérfertőzők ágyékából fogant hitetlen kurafit szentségtörésen kapták a reggeli istentiszteleten, ahol nyilvánosan kételkedett Szófia Anya jóságában! Gondolkodj el ezen!"
letter.unique_guest_philosoph_richstring,"Most már tudod az okát, miért érkezett {soul_uuid} az országodba."
action_task_assassination,Titkos merénylet
actor.action_task.trade_with_nectar_trader,Kereskedés
activity_state.joker_watch.go_to,Elmegy megnézni a bolondot
activity_state.joker_watch.process,Élvezi az előadást
activity_state.joker_watch.give_gold,Pénzzel jutalmazza a bolondot
building.wooden_wall,Palánk
actor.action_task.dog_play,Játék
work.warden,Börtönőr
display_event.some_soldiers_refuse_patrol,Néhány harcos nem volt hajlandó járőrözni
display_event.bard_complete_order,A trubadúr befejezte a megbízatást
activity_state.bard_watch.go_to,Megy meghallgatni a trubadúrt
activity_state.bard_watch.process,Hallgatja a trubadúrt
activity_state.npc_bard.wait,Várja a közönséget
opinion_mind.kick_out_me_from_alliance,Megszegte a szövetséget
opinion_mind.kick_out_me_from_vassalage,Megadta a szabadságot
display_event.sacrifice_allowed,Vörös Mise engedélyezve
display_event.sacrifice_result,A Vörös Mise véget ért
opinion_mind.sacrifice_allowed,Engedélyezte a Vörös Misét
name.incognito,Inkognitó
guest.assassin,Dahamat papja
guest.escaped_lord,Szökevény nemes
guest.joker,Bolond
guest.knowledge_trader,Szókufár
guest.mountain_knight,Martalóc lovag
guest.witch,Boszorkány
guest.bandit_and_slave,Csavargó egy fogollyal
guest.dog_seller,Kutyakereskedő
guest.cultists,A Halott Isten arkhónjai
guest.bard,Trubadúr
guest.nectar_trader,Nektárkereskedő
guest.incognito,Inkognitó
opinion_mind.escaped_lord_accept,Befogadott szökött nemes
display_event.click_to_read_message,Kattints az üzenetre az elolvasásához
display_event.unique_guest_philosoph_depart,Levél egy vendégtől
letter.unique_guest_philosoph_depart,"Hálám a kedvességedért nem ismer határokat! De sajnos el kell hagynom vendégszerető tartományodat, mivel ellenségeim felfedezték hollétemet. Kellemes beszélgetéseink emlékére azonban ezt a könyvet szeretném neked adni. Emlékeztessen rám, és arra, hogy a nyitottság más kultúrák megismerésére erősebbé tesz bennünket."
letter.unique_guest_philosoph_richstring_depart,"Amikor távozott a városodból, a vendéged ezt a levelet hagyta neked, valamint egy {culture_name} nyelvű szótárt ajándékba.

A nemeseid szívesen emlékeznek majd a társaságára."
display_event.unique_guest_bishop_depart,Levél egy vendégtől
letter.unique_guest_bishop_depart,"Köszönöm a vendégszeretetedet, de távoznom kell, mivel a Hitsziklában lévő barátaim részvételének köszönhetően a Mátriárka megtudta a teljes igazságot a helyzetemről. Megbocsátást nyertem és kegyet – mert az igazság mindig utat talál magának. Cserébe megígérem, hogy szólók a Mátriárkának néhány jó szót rólad mint jámbor és hűséges uralkodóról. Szófia Anya védelmezzen!"
letter.unique_guest_bishop_richstring_depart,"Amikor távozott a városodból, a vendéged ezt a levelet hagyta neked.

Úgy tűnik, hogy a kapcsolatod a <hint=hint_relations_matriarch>Mátriárkával</hint> és <hint=hint_bishop>Püspökkel</hint> hamarosan javulni fog."
ceremony.sacrifice,Vörös mise
family_tree.branch_of,Ág: {character_name}
family_tree.role.lord,Nemes
display_event.place_hall,Építsd meg a palotát
letter.unique_guest_piligrims_accept,Örömmel értesültünk a földedet felkereső szent zarándokok iránti nagylelkűségedről. Jámborságod szolgáljon példaként minden más igaz uralkodó számára!
letter.unique_guest_piligrims_accept_richstring,"A Mátriárka háláját fejezi ki a zarándokok iránti vendégszeretetedért és azért, hogy élelemmel láttad el őket.

$ Kapcsolat a Mátriárkával: <green>+{rel_inc}</green>"
letter.unique_guest_piligrims_not_accept,"Csalódottak vagyunk amiatt, ahogyan a gyermekeinkkel, a szent zarándokokkal bántál. Emlékezz arra, amit Szófia mondott: bánjatok úgy a gyermekeimmel, ahogyan az elsőszülöttetekkel bánnátok! Remélem, hogy a javulás és a kegyelem útjára lépsz!"
letter.unique_guest_piligrims_not_richstring,"A Mátriárka csalódott amiatt, ahogyan a szent zarándokokkal bántál.

$ Kapcsolat a Mátriárkával: <red>-{rel_de}</red>"
guest.piligrims,Szent zarándokok
actor.action_task.piligrims_give_food,Liszt adományozása
actor.action_task.piligrims_give_swede,Karórépa adományozása
opinion_mind.piligrims_didnt_share,Rossz sora volt a zarándokoknak
opinion_mind.piligrims_share_swede,Enni adott a zarándokoknak karórépát
opinion_mind.piligrims_share_food,Enni adott a zarándokoknak lisztet
faction.new.name.1,Mastok
faction.new.name.2,Kallin
faction.new.name.3,Turnow
faction.new.name.4,Noth
faction.new.name.5,Letos
faction.new.name.6,Szófia
faction.new.name.7,Ugrad
faction.new.name.8,Rekin
faction.new.name.9,Vasna
faction.new.name.10,Gorno
faction.new.name.11,Krij
faction.new.name.12,Siva
faction.new.name.13,Lakria
faction.new.name.14,Kena
faction.new.name.15,Yalma
faction.new.name.16,Esna
faction.new.name.17,Ferronook
faction.new.name.18,Tamia
faction.new.name.19,Lurwick
faction.new.name.20,Arestia
faction.new.name.21,Nea Mia
faction.new.name.22,Kraster
faction.new.name.23,Arden
faction.new.name.24,Salamut
faction.new.name.25,Harau
global_map_new.g_label.1,A szent felemelkedés
global_map_new.g_label.2,A néma üresség
global_map_new.g_label.3,A ragyogó csúcs
global_map_new.g_label.4,Messzi erdő
global_map_new.g_label.5,Elátkozott mocsár
global_map_new.g_label.6,Istoma-tó
global_map_new.g_label.7,Ködös erdő
global_map_new.g_label.8,Kietlen völgy
global_map_new.g_label.9,Usma-folyó
global_map_new.g_label.10,Húsfarkas-erdő
global_map_new.g_label.11,Császárliget
global_map_new.g_label.12,Belora-folyó
global_map_new.g_label.13,Erőd-gerinc
global_map_new.g_label.14,Fehér-öböl
global_map_new.g_label.15,Fagyott-tenger
global_map_new.g_label.16,Régi istenek földjei
global_map_new.g_label.17,Kishúg-folyó
global_map_new.g_label.18,Nővér-folyó
global_map_new.g_label.19,Smaragd síkság
global_map_new.g_label.20,Bíbor liget
global_map_new.g_label.21,Velta-tó
global_map_new.g_label.22,Torz pusztaság
global_map_new.g_label.23,Nagy Déli erdő
global_map_new.g_label.24,Élettelen sivatag
global_map_new.g_label.25,Öregliget
global_map_new.g_label.26,Sirenis-folyó
global_map_new.g_label.27,Lankás dombok
global_map_new.g_label.28,Tükör-tó
global_map_new.g_label.29,Kaza-dombság
global_map_new.g_label.30,Makha sivatag
global_map_new.g_label.31,Ferox hágó
global_map_new.g_label.32,Eretnekek hegyei
global_map_new.g_label.33,Kaiden-erdő
global_map_new.g_label.34,Táncoló mezők
global_map_new.g_label.35,Régens-tó
global_map_new.g_label.36,Szent Mihály szántók
global_map_new.g_label.37,Greylock-völgy
global_map_new.g_label.38,Altum-folyó
global_map_new.g_label.39,A Vasgerinc
global_map_new.g_label.40,Saltus sivatag
global_map_new.g_label.41,A kopár hegység
global_map_new.g_label.42,Déli tenger
global_map_new.g_label.43,Vihartenger
global_map_new.g_label.44,Szent tó
global_map_new.g_label.45,Tiltott sziget
global_map_new.g_label.46,Sirató-erdő
global_map_new.g_label.47,Umbra hegyek
display_event.lost_knowledge_final,Ismeret elveszett
advisor.knowledge_lost_soon,Ismeret veszélyben
global_map_new.g_label.48,Hitszikla
input.key.backspace,Backspace
input.key.arrow_up,Felfelé nyíl
input.key.arrow_down,Lefelé nyíl
input.key.arrow_left,Balra nyíl
input.key.arrow_right,Jobbra nyíl
input.key.enter,Enter
input.key.f1,F1
input.key.f2,F2
input.key.f3,F3
input.key.f4,F4
input.key.f5,F5
input.key.f6,F6
input.key.f7,F7
input.key.f8,F8
input.key.f9,F9
input.key.f10,F10
input.key.f11,F11
input.key.f12,F12
input.key.delete,Delete
input.key.end,End
input.key.home,Home
input.key.insert,Insert
input.key.pg_up,Page Up
input.key.pg_down,Page Down
input.key.pause,Szünet
input.key.num_0,Num 0
input.key.num_1,Num 1
input.key.num_2,Num 2
input.key.num_3,Num 3
input.key.num_4,Num 4
input.key.num_5,Num 5
input.key.num_6,Num 6
input.key.num_7,Num 7
input.key.num_8,Num 8
input.key.num_9,Num 9
input.key.decimal,.
input.key.divide,/
input.key.shift,Shift
input.key.alt,Alt
input.key.ctrl,Ctrl
input.key.space,Szóköz
input.key.subtract,-
input.key.tab,Tab
input.key.mb_left,Bal egérgomb
input.key.mb_right,Jobb egérgomb
input.key.mb_middle,Középső egérgomb
input.key.mb_side1,Előre egérgomb
input.key.mb_side2,Hátra egérgomb
input.key.mb_wheel_up,Egérgörgő fel
input.key.mb_wheel_down,Egérgörgő le
input.action.camera_up,Fel
input.action.camera_down,Le
input.action.camera_left,Balra
input.action.camera_right,Jobbra
input.action.zoom_in,Közelítés
input.action.zoom_out,Távolítás
input.action.camera_move,Kamera mozgatása
input.action.select_object,Objektum kijelölése
input.action.menu_back_close,Vissza / Menü bezárása
input.action.speed_one,Sebesség x1
input.action.speed_two,Sebesség x2
input.action.speed_three,Sebesség x4
input.action.speed_pause,Szünet
input.action.menu_construction,Épület menü
input.action.menu_production,Termelés menü
input.action.menu_finances,Pénzügyek menü
input.action.menu_statistics,Statisztika menü
input.action.menu_army,Hadsereg menü
input.action.menu_dynasty,Dinasztia menü
input.action.menu_knowledge,Ismeretek menü
input.action.menu_map,Világtérkép
input.action.construction_rotate_l,Épület: Fogatás balra
input.action.construction_rotate_r,Épület: Forgatás jobbra
input.action.gui_add_more,Hozzáadás 10-enként
input.action.squad_order_attack,Parancs az osztagnak
input.action.select_next_lord,Következő nemes kijelölése
input.action.select_previous_lord,Előző nemes kijelölése
input.category.general,Általános irányítás
input.category.speed,Játék sebessége
input.category.menu,Menü
input.category.misc,Egyéb
display_event.bandit_save_message,Ismeretlen illető levele
letter.bandit_save_message,"Én, Andrej atya, egy névtelen személy nevében írok önnek, aki jelentős összeget fizetett nekem, hogy ezt a levelet a lehető legfinomabb papíron küldjem el. Támogatóm bevallja, hogy bűnös útja a vérontás emberévé tette, amely során jelentős vagyont sikerült felhalmoznia, mielőtt elmenekült bűntársai elől.

Az ön által nyújtott menedék lehetővé tette számára, hogy elkerülje az üldözést, és most biztonságban van. Azt ígéri, hogy kedvességéért hálából a Szent Karavánnal küld valamit."
letter.bandit_save_message_richstring,"Kiderült, hogy az ismeretlen illető bandita volt, de hálás a kedvességedért és a menedékért, amit nyújtottál. Talán valóban meghálálja majd az uralkodódnak ezt az irgalmas cselekedetet."
trade.bandit_reward,Jutalom a kedvességért
display_event.bandits_camp_was_bribed,Erdei banditák megvesztegetve!
settings_menu.tab.general,Általános
settings_menu.tab.controls,Irányítás
input.binding_mode,Nyomj meg egy billentyűt…
input.restore_default,Alapbeállítások visszaállítása
display_event.maniac_captived_message,Egy szomszédos uralkodó levele
letter.maniac_captived_message,"Kedves szomszéd! Katonáid egy elfogott nemest küldtek nekünk, aki bűnös viselkedéséről ismert. Köszönöm, hogy elfogtad, azt hittem, soha többé nem látom. De most már győzni fog az igazság, és megkapja, amit megérdemel. Engedd meg, hogy egy kis ajándékot küldjek neked hálám jeléül, amiért részt vettél ebben az ügyben."
letter.maniac_captived_message_richstring,"{soul_uuid_maniac} fogságba esett és hazaküldték a hazájába.

Hálájának jeléül, a tartomány uralkodója egy kis ajándékot küld: <hint=hint_resource_gold>{gold}</hint>"
activity_state.maniac.go_to_kill,Ölni megy
activity_state.killing.wait,Halálra vár
activity_state.maniac.killing,Öl
activity_state.dog_play.go_to,Megy játszani a kutyával
activity_state.dog_play.play,Játszik a kutyával
activity_state.dog_play.dog_wait,Várakozik a gazdira
activity_state.dog_play.dog_play,Játszik a gazdival
mind.mind_joker_watched,Bolond előadása
letter.maniac_about_message,"Kedves szomszéd! Hallottam pletykákat, hogy egy nemes a mi vidékünkről meglátogatta a tartományodat. Itt régóta féktelen vadállatként ismert, aki szórakozásból gyilkol. Sajnos nemrég megszökött az őrizetből, és mint most már tudjuk, a te földeden folytatja aljas szórakozásait. Szomorú, hogy büntetlenül távozott, de imádkozni fogunk, hogy Szófia Anya isteni kezével büntetést mérjen rá, és az igazság győzedelmeskedjen."
letter.maniac_about_message_richstring,"Az ismeretlen vérszomjas illető büntetlenül hagyta el tartományodat. Ki tudja, találkozol-e vele még valaha?"
display_event.maniac_about_message,Egy szomszédos uralkodó levele
display_event.bandit_leave,Az ismeretlen illető elhagyta a tartományt.
tech.trade_tax_reduce,Szürke szerződések
tech.market_depth_increase,Terjeszkedés követelése
tech.book_rewrite_cost_decrease,Keskeny betű
tech.saint_king,A hatalom szentsége
tech.church_defence,Szófia védelme
tech.easier_divorce,Bocsánatkérés válásért
tech.bishop_fix_relations,Megváltó megbékélés
tech.detach_ex_bandit,Újrakezdés
tech.knife_battle_stronger,A tőr mestere
tech.stronger_weapon,A tartósság kenőcse
tech.better_training,Újoncok
tech.moral_vs_bandits,Banditák pörölye
knowledge.blocked_reason.contracts_required,{number_of_contracts} / {required_contracts} kereskedelmi szerződés
knowledge.blocked_reason.books_required,Könyvek: {number_of_books} / {required_books}
knowledge.blocked_reason.soldiers_required,Harcosok: {number_of_soldiers} / {required_soldiers}
knowledge.blocked_reason.matriarch_relation_required,Kapcsolat a Mátriárkával: {number_of_relation} / {required_relation}
map.maniac_in_bandit_camp,Ismeretlen illető a banditatáborban
map.menu.quest.manuac_captived,Az ismeretlen illetőt elfogták.
actor.part_of_nature.trader,Kereskedő
actor.action_task.church_defence,A Szerető Család Védelme
actor.action_task.bishop_fix_relations,Bűnbánat a gyűlöletben
opinion_mind.repentance_of_hatred,Bűnbánat a gyűlöletben
opinion_mind.church_defence_request,Védelmet kérve felfedte gyengeségét
knowledge.blocked_reason.caravan_bring_required,Az egyik nemes birtokában kell legyen a(z) {knowledge_name} ismeretnek.
input.not_bounded,Feladatra nem rendelt
input.key_already_used,Kulcs már használatban
opinion_mind.bishop_guest_accept,Menedéket nyújtott a papnak
input.action.quick_save,Gyors mentés
matriarch.church_defence_active,Napok a Szerető Család védelmének megszűnéséig: {days}.
actor.part_of_nature.philosoph,Tudós
mind.fight_agains_bandit,Banditák pörölye
opinion_mind.my_master,Bálványom
opinion_mind.my_puppet,Bábom
mind.made_gift_to_master,Ajándékot adott a bálványának
mind.master_death,Egy bálvány halála
appoint.puppet_action_set,Eredményeképpen a báb hűsége csökken
display_event.puppet_become,{master} felülkerekedett {puppet} akaratán.
display_event.puppet_reset,{puppet} többé már nem báb.
opinion_mind.forced_to_crime,Bűn elkövetésére kényszerül
opinion_mind.forced_to_action,Cselekvésre kényszerül
actor.opinion.special.master,Bálvány
actor.opinion.special.puppet,Báb
actor.relations.filter.puppets,Bábok
opinion_mind_interest.lust,Kéjvágyó jellemvonás
menu.army.new_army.create.build_hall,Nem elérhető. Építsd meg a palotát.
opinion_mind.forced_puppet_rebellion,A bábot lázadásra használták
map.lord_rebellion_puppet,A báb lázadása
changelog.header,Újdonságok
display_event.check_problems,Ellenőrizd a problémák listáját
display_event.lord_dead_in_hostage,{name}: életét veszítette a fogságban
mind.bad_hunt,Sikertelen vadászat
opinion_mind.bad_hunter,Ügyetlen vadász
display_event.bad_hunt_on_global_map,{name}: Sikertelen vadászat
beta_branch.title,Játékág
beta_branch.set,Beállítás és újraindítás
display_event.guest_role_revealed,{guest_name}: feltárta szándékait
opinion_mind.good_reception,Kegyes házigazdaként fogadta a nemesem.
opinion_mind.bad_reception,Gyatra házigazdaként fogadta a nemesem.
actor.action_task.slander,Rágalmazás
actor.action_task.praise,Dicséret
opinion_mind.made_a_gift,Ajándékot adott
guest_role.communicative,Társaságkedvelő
guest_role.duelist,Párbajhős
guest_role.provoker,Provokátor
guest_role.puppet_master,Bábjátékos
guest_role.manipulator,Manipulátor
guest_role.seducer,Csábító
guest_role.player,Szerencsejátékos
guest_role.educator,Felvilágosító
actor.action_task.donate_to_master,Ajándék a bálványnak
building.fortification_gate,Kapu
building.fortification_tower,Védelmi torony
trait.puppet,Báb
opinion_mind.slander_to_other,Haragban volt egy másik személlyel
mind.beer_drinking,Ittasság: Sör
mind.prayed,Imádkozott
mind.sleepiness,Álmosság
trait.sleepiness,Álmosság
map.category.agression,Agresszió
9map.appoint.sub_category.sudden_attack,Hirtelen támadások
trait.sex_desire_weak,Szexuális vágy
trait.sex_desire_strong,Szexuális megszállottság
mind.sex_desire_weak,Szexuális vágy
mind.sex_desire_strong,Szexuális megszállottság
trait.malnutrition,Alultápláltság
mind.malnutrition,Alultápláltság
opinion_mind.sudden_attacked_me,Hirtelen megtámadott
opinion_mind.sudden_attack_traity,Hirtelen és aljas módon megtámadott
opinion_mind.sudden_force_neutrality_me,Semlegességbe kényszerít
menu.bodyguard,TESTŐRÖK
bodyguard.maximal_count,ŐRSÉG
bodyguard.minimal_battle_level,Minimális harci szint
activity_state.bodyguard_watching,A nemest védelmezi
trait.on_bender,Részeg kábulat
notification.on_bender,{name}: elment tivornyázni!
display_event.sudden_attack,Hirtelen támadás! {faction_name} hadserege vonul!
bodyguard.status.no_guards,Nincs elérhető harcos.
bodyguard.status.active,Az őrzés 04:00 óráig tart.
bodyguard.status.start_soon,Az őrzés 23:00 órakor kezdődik.
bodyguard.appoint_line_1,Testőrök kirendelése
bodyguard.appoint_line_2,Testőrök {current}/{limit}
actor.general,ÁLTALÁNOS
actor.important_feelings,ERŐS ÉRZELMEK
opinion_mind.my_master_enemy,A bálványom ellensége
opinion_mind_interest.culture,Érdekfeszítő kultúra
trait.crimer,Bűnöző
building.menu.terror_slaves,Fogoly {count}
building.menu.criminal,Bűnözők
menu.migration.change,Bevándorlók: {count}
mind.crime_in_city,Bűnözés a városban
opinion_mind.small_talk,Alkalmi beszélgetést folytatott
wolf.name,Farkas
pig.name,Sertés
tech.philosophy_history,Filozófiatörténet
mind.slept_on_ground,Földön aludt
building.temple.preach.usual_preach,Öröm prédikáció
faction.bums_in_rags,Rongyos emberek
menu.buidling.church.mind_add,Hangulat +{moral_add}
menu.buidling.church.fanatics_new,Fanatikusokat hoz létre
menu.buidling.church.agnostics_new,Agnosztikusokat hoz létre
menu.building.church.preach_cost,Költség: <hint=hint_resource_rune>{cost}</hint> (a püspök zsebébe vándorol).
trait.duelist,Párbajhős
trait.intriguan,Cselszövő
display_event.bums_in_rags_can_attack,Rongyos embereket láttak a közelben
actor.class.only_fists,Fegyvertelen
display_event.bums_in_rags_attack_town,Rongyosok támadtak a városra!
mind.was_in_patrol,Járőrözött
actor.deep_social_alias.small_talk_1,{name_initiator} és {name_target} alkalmi megjegyzéseket váltottak.
actor.deep_social_alias.small_talk_2,{name_initiator} és {name_target} kellemes csevegéssel múlatták az időt.
actor.deep_social_alias.small_talk_3,{name_initiator} és {name_target} könnyed csevejt folytattak.
actor.deep_social_alias.small_talk_4,{name_initiator} és {name_target} megvitatták a legfrissebb híreket.
actor.deep_social_alias.small_talk_5,{name_initiator} és {name_target} élvezték egymás társaságát.
mind.ceremony,Lenyűgözte a szertartás.
building.menu.church.repeat_preach,Ismétlés mindennap
opinion_mind.king_bribe_me,"Parancsba kapta, hogy adjon nekem ajándékot"
opinion_mind.seduce,A csábítóm véleménye
building.menu.terror_nodody,Büntetések nélkül
building.menu.terror_criminals,Bebörtönzött bűnözők {count}
actor.action_task.make_puppet,Báb létrehozása
mind.overpopulation,Túlnépesedés
guest_role.parent,Szülő
faction.unique_guests_piligrims,Zarándokok
advisor.peasants_unhappy_2,Parasztok hagyják el a várost
action_task.category.intrigue,Cselszövés
display_event.burned_library,A könyvtár leégett!
display_event.bums_in_rags_attack_soon,Rongyosok közelednek a város felé!
actor.action_task.donate_to_bishop,A püspök megjutalmazása
advisor.deadly_enemy,Halálos ellenségeskedés
building.menu.autoset_as_inspector,Automatikus hozzárendelés
display_event.clerk_autoseted,{building_name}: Az épület jelenleg is készül. A kancellária egyik hivatalnokát jelölték ki felügyelőnek.
opinion_mind.matriarch_sudden_attack_fair,Figyelmeztetés nélkül támad
opinion_mind.matriarch_sudden_attack_unfair,Figyelmeztetés nélkül megtámadja szomszédait
display_event.building_builded,{building_name}: az épület elkészült
display_event.bishop_study_discard,{study_target}: Oktatás felfüggesztve
duel.is_bad,"</b>Figyelem!</b>  
A karakterek közötti kapcsolatok nem ellenségesek, így a párbaj kiprovokálása merényletkísérletnek minősül, amiért az uralkodó viseli a felelősséget.  

Ennek eredményeképpen a <hint=hint_relations_matriarch>Mátriárka</hint> hozzáállása uralkodódhoz <red>{rel_de}</red> mértékben romlani fog."
mutator.without_bums_in_rags,Nincsenek rongyosok
display_event.rings_inheritance,{heir}: Örökölt
notification.puppet_donate_to_master,{puppet} -> {master}: Ajándékot adott bálványának
menu.army.create_squad.title,Osztag létrehozása
menu.army.create_squad,Hozz létre egy osztagot
menu.army.hire_soldier,Harcosok felfogadása
