Key,Japanese
actor.action_task.choose_your_destiny,運命を決定づける
opinion_mind.donated_lord_to_holy_family,領主を奉仕人として差し出した
opinion_mind.exile_from_faction,私の爵位を剥奪し、追放した
opinion_mind.friend_exiled_from_faction,友人を一族から追放した
mind.friend_exiled_from_faction,友人が一族から追放された
display_event.untitled_lord_leave_soon,下級領主{name}が間もなく去ろうとしています
display_event.untitled_lord_leave,소영주 {name}이(가) 떠남
notification.got_knowledge_from_teach,{name}は{name_2}との授業で知識を身につけました：{knowledge}
mind.making_desire,欲望を満たす
menu.battle_squad.shoot_without_order,命令なしに撃つ
main_menu.new_game.family.members.single_king,孤独な王
main_menu.new_game.family.members.king_wife_three_brothers,三人兄弟と妻1人
main_menu.new_game.family.members.king_wife_two_brothers,二人兄弟と妻１人
display_event.lost_knowledge,危機的状況にある知識
display_event.soldier_tax_decreased,戦士税減額
letter.tax_increase_2,畏敬の念を胸に抱きながら、私たちはあなた方の国家が力を増しているのを目の当たりにしています！間違いなく、このような幸運は、私たち全員が忠実に仕えている聖母ソフィアの助けなしにはあり得ないでしょう。あなた方の祈りが応えられ続けるように、富の一部を感謝の気持ちとして彼女のしもべたちに返しすることはありがたき幸せではなかろうか。
letter.tax_decrease,この数日、あなた方の国に降りかかった過酷な試練を、悲しみをもって見守っています！聖母ソフィアは、子供たちの苦しみに無関心ではおりません。あなた方には現在の戦士税は過酷であり、支払うべき正当性はもはやないと信じています！
letter.army_tax_decrease_footer,"国家が小さくなったため、交通の安全を守るべく支払っている税を引き下げるのが公平であろうとラヴィング一族は考えています。
 
 教会は戦士税を<b>減額</b>し、各戦士の戦闘スキル1ユニットにつき{new_tax}となります（以前は{old_tax}）。"
menu.battle_squad.shoot_in_archers,弓兵を狙え
statistics_menu.province.trees_felled_yesterday,昨日の木材伐採量：
statistics_menu.province.trees_growed_yesterday,昨日育った木材：
grave.king,偉大なる功績をあげたのち、この地にて平穏を見つけた。{province_name}よ、王の行いを思い出せ！
grave.king_kia,王国のために戦い、名誉ある死を遂げた。 {province_name}よ、私のことを忘れないでくれ！
grave.smart,その知恵と知識は留まるところを知らない。
grave.mother,愛する母、誠実な妻。聖母ソフィアはあなたを抱擁する。
grave.victor,偉大な指揮官がここにいる。彼は死以外のすべてに打ち勝った。
grave.queen,最愛の女王。{province_name}は嘆き悲しんでいる。
grave.heir,この石の下には、王冠を被る運命になかった相続人が眠っている。
grave.kia,王を守って戦死した。永遠の栄光と追憶があらんことを！
grave.generic_1,偉大な行いの後、彼はここで永遠の眠りについた。聖母ソフィアよ、この魂をお受け入れください！
grave.generic_2,聖母ソフィアから受け取った時間がまだあるものだと思っていた。
grave.generic_3,これまでの人生では決して手にできなかった安らぎとともに眠れ。
grave.generic_4,もしそうなら？
grave.generic_5,これまでの人生、休むことなく走り続けた者、ここに眠る。
letter.villager_name,{name}長老
grave.dyed_at,{age}歳の時に死亡
grave.grave_of,{name}の墓
map.defence_own_village,村の防衛
activity_state.grave_visit_go,墓参り
activity_state.grave_visit,亡くなった人を思い出す
mind.close_remember,亡くなった人の思い出
mind.grave_visit,愛する人の墓を訪れた
menu.construction.category.graves,記念碑
building.grave,墓： {name}
notification.close_remember,{name}： 愛する人を忘れない ({name_2})
grave.generic_6,この領主の善行の記憶は、永遠に人々の心の中に生き続けるだろう。
grave.generic_7,生前、この領主は信仰と美徳の模範となる人物でした。聖母ソフィアが彼の魂を受け入れてくださいますように。
grave.generic_8,多くの人々の光であり、その光は人々の記憶の中で決して色褪せることはない。
grave.generic_9,そんな深刻そうな顔をするな、次はお前の番だ！
grave.generic_10,あまりにも長い間、運命をもてあそんできた者がここにいる。
grave.generic_11,この高貴な領主はよりよい世界に行きたかったのだろうが、おそらく道を間違えたのだろう。
grave.generic_12,この高貴なる領主は一度は二日酔いで目覚めたものの、生きながらえることはできなかった。
grave.generic_13,亡くなった者の最後の言葉：「きっとうまくいくはずだ！」
grave.generic_14,ご馳走をこよなく愛し、特に最後の食事には大いに満足した者がここに眠る。
grave.generic_15,さいころ博打で負けて死者となるものがここに眠る。
grave.generic_16,人生はリュートのようなもので、弦はたくさんあるが、正しい音はひとつもない。
grave.generic_17,「怖いものなど何もない！」といつも言っていたが、正しく恐れるべきだったはずの者がここに眠る。
grave.generic_18,人生をただのゲームだと思っていた者がここに眠る。
grave.generic_19,最後の一振りを投じるまでは…サイコロ賭博を愛した者がここに眠る。
grave.generic_20,この高貴なる領主は多くを知りすぎた…そしてそれが破滅を招いた。
grave.generic_21,「心配するな、危ないことなんかない」と言った者がここに眠る。
grave.generic_22,装甲の強さを自分で試してみるのは愚かな考えだ。
grave.generic_23,冒険を愛しすぎた者がここに眠る。
grave.generic_24,聖母ソフィアと他の人々のために生涯を捧げた者がここに眠る。
grave.generic_25,地上での旅は終わったが、聖母ソフィアのもとでの永遠が待っている。
grave.generic_26,名誉と正義のために戦った真の支配者として、彼の冥福を祈る。
letter.inquisition_go_to_purge,あなた方が罪の淵に堕ちていくのを、私たちは長い間、憂いを持って見守ってきました。残念ながら、これ以上続けることはできません。ソフィアのすべての子供たちのために、あなた方とその臣民を炎による浄化の対象とせざるを得ません。厳格な父はすでにあなたの冥福を祈り、異端審問の忠実な兄弟たちを集めている。
mind.enemy_grave_visited,敵の墓を訪れた
work.executor,死刑執行人
mind.caprice,実現しなかった夢
mind.caprice_success,実現した夢
display_event.obession_appear,{name}： 新しい執着。
options_menu.graphics.display_scars,傷跡を表示
building.menu.gallows_culture_terror,領主はこの文化圏の出身であるため、国王との関係が<red>{mind_strength}</red>悪化します：
opinion_mind.culture_terror,我が文化を脅かす
display_event.lords_against_terror,領主は{culture}に対するテロを好ましく思っていない
name.nickname_1,底なしマグ
name.nickname_2,赤鼻
name.nickname_3,グラスを割る
name.nickname_4,ビール領主
name.nickname_5,ビールの騎士
name.nickname_6,乾杯
name.nickname_7,最後まで言わせろ
name.nickname_8,ダンス、ダンス
name.nickname_9,陽気な仲間
name.nickname_10,黄色の肌
name.nickname_11,チラ見
name.nickname_12,黄色い陽気な仲間
name.nickname_13,霧の領主
name.nickname_14,ネクタルの友
name.nickname_15,ボトルをよこせ
name.nickname_16,黄色のランナー
name.nickname_17,汚れた包帯
name.nickname_18,マニア
name.nickname_19,ネクタルの血
name.nickname_20,俊足
name.nickname_21,ウサギの魂
name.nickname_22,降参
name.nickname_23,ヒールアップ
name.nickname_24,臆病なハリネズミ
name.nickname_25,小さなスズメ
name.nickname_26,私は後方にいる
name.nickname_27,小さなネズミ
name.nickname_28,足の間の尻尾
name.nickname_29,恐るべき拳
name.nickname_30,死神の剣
name.nickname_31,勇敢な心
name.nickname_32,獅子の魂
name.nickname_33,勇敢なる魂
name.nickname_34,堅実な手腕
name.nickname_35,怖いもの知らずの戦士
name.nickname_36,強烈な一撃
name.nickname_37,マスター
name.nickname_38,ハチ
name.nickname_39,ムチ
name.nickname_40,怠惰の災い
name.nickname_41,起床
name.nickname_42,お利口さん
name.nickname_43,本の虫
name.nickname_44,紙の領主
name.nickname_45,知ったかぶり
name.nickname_46,司書
name.nickname_47,でこっぱち
name.nickname_48,賢明なる領主
name.nickname_49,マジスター
name.nickname_50,文法家
name.nickname_51,教師
name.nickname_52,鑑定家
name.nickname_53,賢明なるヘビ
name.nickname_54,指導者
name.nickname_55,知識の井戸
name.nickname_56,裁判官
name.nickname_57,借りは返す
name.nickname_58,法律家
name.nickname_59,盗賊の災難
name.nickname_60,処刑台の支配者
name.nickname_61,暴君
name.nickname_62,鉄の腕
name.nickname_63,死刑執行人
name.nickname_64,血に染まった手
name.nickname_65,吸血鬼
name.nickname_66,縄
name.nickname_67,血に飢えた怪物
name.nickname_68,処刑台
name.nickname_69,決闘者
name.nickname_70,邪悪なる刃
name.nickname_71,死の呼び声
name.nickname_72,幸運
name.nickname_73,挑戦する
name.nickname_74,神経質
name.nickname_75,すべてではない
name.nickname_76,いかれた
name.nickname_77,狂人
name.nickname_78,変質者
name.nickname_79,祝福された
name.nickname_80,近寄らない
name.nickname_81,落ち着きのない領主
name.nickname_82,旅人
name.nickname_83,長い足
name.nickname_84,準備万端
name.nickname_85,流れ者
name.nickname_86,放浪者
name.nickname_87,落ち着きのない足
name.nickname_88,カカシ
name.nickname_89,悪夢
name.nickname_90,内なる美
name.nickname_91,子供の叫び声
name.nickname_92,単純者
name.nickname_93,盲目の男
name.nickname_94,信頼する被害者
name.nickname_95,繊細な領主
name.nickname_96,すべて互角
name.nickname_97,もう一度
name.nickname_98,最後の賭け
name.nickname_99,オールイン
name.nickname_100,闇の領主
name.nickname_101,盲目の領主
name.nickname_102,黒の領主
name.nickname_103,スパイ
name.nickname_104,片目の領主
name.nickname_105,サイクロプス
name.nickname_106,盲目
name.nickname_107,半盲目の領主
name.nickname_108,トレーを持つ
name.nickname_109,謙虚な抱擁
name.nickname_110,違う手
name.nickname_111,すべてではない
name.nickname_112,片手の領主
name.nickname_113,切り株
opinion_mind.relative_suffer,彼の王国にいる親類が苦しんでいる
opinion_mind.relative_dead,彼の王国にいる親類が亡くなった
display_event.relatives_worse_relations,{name}： キャラクターの親族があなたの王に対する態度を悪化させた
display_event.got_nickname,{name}： キャラクターは「{nickname}」というニックネームがついた。
display_event.lord_not_have_time_for_chancellery,官庁の管理者は間に合わない。
building.menu.status.waiting_inspector,管理者を待っている
building.watch_tower.archers,弓兵
actor.action_task.assasins_guest_give_child,第一子を差し出す
actor.action_task.assassination,秘密裏の暗殺
activity_state.npc_guest.go_to,市街地へと向かう
activity_state.npc_guest.wait,会話を待つ
display_event.guest_arrive,特別なゲストがやってきた：{guest_name}
building.watch_tower.weapons,武器
building.watch_tower.armor,鎧
building.watch_tower.orders,命令
building.watch_tower,弓兵の塔
building.watch_tower.auto_collect,自動弓兵配置
actor.action_task.hire_escaped_lord,家族に招待する
display_event.escaped_lord_arrive,領主、亡命を要請
letter.escaped_lord,あの悪党があなたの街に逃げ込もうとしているのは知っている。どうか、奴を受け入れないでほしい。それよりも、できるだけ早く追い出してほしい。この獣が私たちに想像も絶することをしたのだから！
letter.escaped_lord_richstring,"領主の{soul_uuid_lord}があなたの国への亡命を求めています。
 
 この領主を追い出すことも、<hint=hint_untitled_lord>下級領主</hint>として迎え入れることもできます。
 
 受け入れる場合、{soul_uuid}と国王との関係が<red>{rel_de}</red>低下します。"
building.watch_tower.status.need_to_assign_watchmans,弓兵を配置しないといけない！
building.watch_tower.status.no_available_soldiers,利用可能な兵士がいない！
building.watch_tower.status.soldiers_go_to_tower,塔に殺到する兵士たち
building.watch_tower.status.attack,{target_name}を攻撃する
building.watch_tower.status.on_duty,危険を求めている。
building.watch_tower.status.not_summoned,まだ弓兵を召喚していない。
activity_state.watch_tower.go_to,弓兵の塔へと向かう。
activity_state.watch_tower.on_duty,弓兵の塔での任務に就く
letter.escaped_lord_final,とても賢明とは思えない選択だ。{lord_uuid}には絞首刑がふさわしい。決して家族に迎え入れるべきではない。残念ではあるものの、奴の行いを明らかにしてあなたを説得するのは恥ずべき行為であろう。どうやらあなたのことを買い被っていたようだ。
letter.escaped_lord_richstring_final,"国を逃れてきた領主を、<hint=hint_untitled_lord>下級領主</hint>として迎え入れた。
 
 {king_uuid}と国王のとの関係が<red>{rel_de}</red>低下した。"
display_event.witch_save_message,書簡を受け取った
letter.witch_save_message,"新しい女神の無知なしもべたちから逃れようとするただの女に、支配者が皆、慈悲を示すわけではない！
 
 あなたに感謝を伝え、ささやかな祝福を与えよう。"
letter.witch_save_message_richstring,魔女の感謝のしるしとして、あなたの支配者は特徴<hint={trait_hint}>{trait_caption}</hint>を獲得しました。
trait.impotence,性的弱み
trait.longlive,長寿
trait.male_birth,息子たちの祝福
actor.action_task.witch_save,魔女：買収する
actor.action_task.witch_give,魔女：引き渡す
actor.action_task.trade_with_knowledge_trade,貿易
actor.action_task.hire_mountain_knight,雇用
actor.action_task.hire_escaped_lord,家族に招待する
actor.action_task.bandit_slave_buy,囚人を受け戻す
actor.action_task.buy_dog,犬を購入
actor.action_task.sacrifice_allow,赤いミサを許可
actor.action_task.depart_uniq_guest,追放
building.watch_tower.enemy_tower,塔は防衛力となるのみならず、配備された弓兵の射撃の精度が上がります。ユニットを選択して<b>RMB</b>で攻撃します。
actor.class.light_crossbowman,軽クロスボウ射手
global_map.object.army.defenders,駐屯地
map.ask_player_send_army_to_attack,軍隊の派遣を要請
opinion_mind.player_ally_send_army,援軍を派遣
opinion_mind.leader,同盟リーダー
global_map.choose_army,部隊選別
actor.action.army.allies,同盟国
actor.action.army.vassals,従属国
display_event.uniq_slave_release_message,囚人からのメッセージ
letter.uniq_slave_release_message_noble,"私は、あなたが盗賊から身代金を払い解放してくださった者です。こんなに早くあなたの元を離れてしまい、申し訳ありません。家族が心配だったのです。

美しい乙女が与えるものは、愛の喜びだけではありません。屈辱的な裏切りもつきものです。あなたに自分の本当の姿を知られてしまうくらいなら、死んだほうがましだと思っています。

とはいうものの、あなたのご厚意に感謝の意を表し、あなたが支払ってくださった額をお返ししたいと思っています。"
letter.uniq_slave_release_noble_richstring,この手紙には<hint=hint_resource_gold>{count}</hint>が同封されていました。
letter.uniq_slave_release_message_bandit,"領主様！とある司祭が、ある男に代わってあなたに手紙を書いております。その男は読み書きのできない放浪人ですが、あなたが最近、かなりの金額を支払って監禁状態からこの男を解放したと言っております。
 
 男は、賭け事で負け、その借金を返すために、素性の知れない領主になりすまして自分を高く売るよう、仲間に提案したことをあなたに打ち明けてほしいと頼んでいます。
 
 あなたが示した慈悲が男の良心に訴えたのでしょう。今回の一件の赦しを請うています。男は他の方法であなたにお返しすることはできないため、あなたの健康を祈るよう私に依頼してきました。"
letter.uniq_slave_release_bandit_richstring,封筒には手紙のほかに何も入っていませんでした。
map.demand_player_send_army_to_attack,軍隊の派遣を要求
opinion_mind.matriarch_witch_give,魔女を裁きにかける
display_event.witch_king_got_impotence,支配者の体調が優れない
display_event.too_smart_old_lord,{name}：知識喪失のリスクあり！
display_event.lord_banned,{name}：{faction_name}で入国拒否になっている人物！
mind.animal_master,飼い主
activity_state.go_to_pet,撫でに行く
mind.animal_play,犬と遊んだ
map.vassal_ai_want_to_rebel,家臣が反乱を起こそうとしている
opinion_mind.bribe_my_heir,私を支配を打倒しようとした
menu.army.keep_last_army,最後に行った軍編成を保存
actor.action_task.order_song_religious,宗教讃美歌
actor.action_task.order_song_lyric,抒情詩
actor.action_task.order_song_glory,英雄の歌
actor.action_task.order_song_good,道徳的な物語
activity_state.npc_bard.go_to,遊びに行く
activity_state.npc_bard.work,遊んでいる
actor.action_task.dog_tame,犬を飼いならす
actor.action_task.dog_transit,犬を与える
activity_state.npc_joker.go_to,人々を楽しませる
activity_state.npc_joker.work,人を楽しませる
display_event.guest_assassin_success_death,{target_name}：突然死
auto_backup_saves.header,セーブデータのバックアップを作成しました
auto_backup_saves.body,"<b>Norland</b>の実験的ベータブランチを起動しました。ゲームを安定させるべく鋭意努力しておりますが、問題が発生することもあります。
 
 実験的ブランチのセーブデータは、通常ブランチのゲームと互換性がないこともあります（通常ブランチに戻した場合）。そこで、別フォルダ（<b>%localappdata%/Strategy/saves/backup/</b>）にバックアップを作成しました。Windowsからバックアップにアクセスするには、WIN+Rを押し、「%localappdata%/Strategy/」と入力してからEnterキーを押します。
 
 こちらのセーブデータに戻りたい場合は、データファイルを<b>saves/</b>フォルダへと移動させてください。
 
 現在行っている変更に対する皆様のご意見は非常に重要ですので、SteamフォーラムやDiscordにてお聞かせください。ありがとうございます！"
mind.heard_good_song,吟遊詩人の叙情歌
display_event.unique_guest_bishop,女家長からの手紙
letter.unique_guest_bishop,最愛の子よ！あなたの歓待と寛大さについての喜ばしい知らせが私たちのもとに届きました！私たちの愛する者を温かく迎えてくれたことに感謝しています！支配者の一人と意見の相違があったにもかかわらず、彼は平和的で高潔な我々の意志の下僕であり、彼が健康であり続け、あなたの国にて一時的な安息の地を見出せたことを嬉しく思います。
letter.unique_guest_bishop_richstring,女家長と司教との関係： <green>+{rel_de}</green>
display_event.unique_guest_philosoph,国を離れている支配者からの手紙
letter.unique_guest_philosoph,とある人物が、あなた方の土地にお忍びで訪れるかもしれないと聞いている。 一生の願いがある。どうかこの者を受け入れないでほしい！この恥知らずで不敬な者は、朝の礼拝中に冒涜を行い、公然と聖母ソフィアの善良さを疑ったのだ！ どうかよく考えてほしい！
letter.unique_guest_philosoph_richstring,これで{soul_uuid}があなたの国にやってきた理由がはっきりした。
action_task_assassination,極秘の暗殺
actor.action_task.trade_with_nectar_trader,貿易
activity_state.joker_watch.go_to,道化師を見に行く
activity_state.joker_watch.process,公演を楽しむ
activity_state.joker_watch.give_gold,道化師に報酬を与える
building.wooden_wall,柵
actor.action_task.dog_play,遊ぶ
work.warden,刑務所長
display_event.some_soldiers_refuse_patrol,一部の戦士が巡回を拒否した
display_event.bard_complete_order,吟遊詩人が依頼を遂行した
activity_state.bard_watch.go_to,吟遊詩人の詩歌を聞きに行く
activity_state.bard_watch.process,吟遊詩人に耳を傾ける
activity_state.npc_bard.wait,聴衆を待つ
opinion_mind.kick_out_me_from_alliance,同盟を解消
opinion_mind.kick_out_me_from_vassalage,自由を与える
display_event.sacrifice_allowed,赤ミサ承認
display_event.sacrifice_result,赤いミサは終わった
opinion_mind.sacrifice_allowed,赤いミサを承認した
name.incognito,お忍び
guest.assassin,ダハマットの司祭
guest.escaped_lord,逃亡した領主
guest.joker,道化師
guest.knowledge_trader,スクリプトニック
guest.mountain_knight,略奪者の騎士
guest.witch,魔女
guest.bandit_and_slave,囚人と放浪人
guest.dog_seller,犬の商人
guest.cultists,死神の支配者
guest.bard,吟遊詩人
guest.nectar_trader,ネクタルの商人
guest.incognito,お忍び
opinion_mind.escaped_lord_accept,逃げ出した領主を受け入れた
display_event.click_to_read_message,クリックしてメッセージを読む
display_event.unique_guest_philosoph_depart,ゲストからのメモ
letter.unique_guest_philosoph_depart,あなたのご好意には感謝してもしきれません！ ただ残念なことに、私は敵に居場所を突き止められたので、この心地よいもてなしの場を去らねばならない。 私たちの楽しい会話の記念として、この本を贈りたい。私のこと、そして異なる文化を受け入れることが我々の強みになることを忘れないでほしい。
letter.unique_guest_philosoph_richstring_depart,"あなたの都市を去る際に、ゲストはこのメモと{culture_name}の辞書をギフトとして残していった。
 
 領主はゲストと過ごした心地よいひと時を忘れないだろう。"
display_event.unique_guest_bishop_depart,ゲストからのメモ
letter.unique_guest_bishop_depart,おもてなしには感謝しますが、私はここを去ることになります。「信仰の石」の仲間たちが参加してくれたおかげで、女家長が私の置かれた状況を正しく理解してくださいました。今、私は罪を許され、庇護の下にいます。真実は必ずその道を見つけるのです。その見返りとして、敬虔で忠実な支配者として、あなたのことを女家長に伝えることを約束します。聖母ソフィアのご加護がありますように！
letter.unique_guest_bishop_richstring_depart,"あなたの都市を去る際に、ゲストはこのメモを残しました。
 
 あなたと<hint=hint_relations_matriarch>女家長</hint>および<hint=hint_bishop>司教</hint>との関係は、まもなく改善しそうです。"
ceremony.sacrifice,赤ミサ
family_tree.branch_of,分家： {character_name}
family_tree.role.lord,領主
display_event.place_hall,屋敷を建設
letter.unique_guest_piligrims_accept,あなたの国を訪れた神聖なる巡礼者たちを丁寧にもてなしたあなたの寛大さを知り、嬉しく思います。あなたの敬虔さが、他のすべての正しい統治者の模範となりますように！
letter.unique_guest_piligrims_accept_richstring,"あなたの国を訪れた巡礼者に対するもてなしと、食事を提供したことに女家長が感謝の意を述べています。
 
 $女家長との関係性：<green>+{rel_inc}</green>"
letter.unique_guest_piligrims_not_accept,私たちの子供たち、そして神聖なる巡礼者への扱いに失望しています。女神ソフィアの教えを思い出しなさい。「私の子供たちは、自分の初子のように扱いなさい」。悔い改め、恵みを与える道を歩まん事を！
letter.unique_guest_piligrims_not_richstring,"あなたの神聖なる巡礼者に対する扱いに女家長は失望しています。
 
 $女家長との関係性：<red>-{rel_de}</red>"
guest.piligrims,神聖なる巡礼者
actor.action_task.piligrims_give_food,小麦粉を寄付する
actor.action_task.piligrims_give_swede,ルタバガを寄付する
opinion_mind.piligrims_didnt_share,巡礼者を虐待した
opinion_mind.piligrims_share_swede,巡礼者にルタバガを与えた
opinion_mind.piligrims_share_food,巡礼者に小麦粉を与えた
faction.new.name.1,マストク
faction.new.name.2,カリン
faction.new.name.3,ターナウ
faction.new.name.4,ノス
faction.new.name.5,レトス
faction.new.name.6,ソフィア
faction.new.name.7,ユーグラッド
faction.new.name.8,レキン
faction.new.name.9,ヴァスナ
faction.new.name.10,ゴルノ
faction.new.name.11,クリジ
faction.new.name.12,シヴァ
faction.new.name.13,ラクリア
faction.new.name.14,ケナ
faction.new.name.15,ヤルマ
faction.new.name.16,エスナ
faction.new.name.17,フェロノック
faction.new.name.18,タミア
faction.new.name.19,ラーウィック
faction.new.name.20,アレスティア
faction.new.name.21,ネア・ミア
faction.new.name.22,クラスター
faction.new.name.23,アーデン
faction.new.name.24,サラムート
faction.new.name.25,ハラウ
global_map_new.g_label.1,聖職者の蜂起
global_map_new.g_label.2,沈黙の空間
global_map_new.g_label.3,輝きの頂
global_map_new.g_label.4,遥かなる森
global_map_new.g_label.5,呪いの沼
global_map_new.g_label.6,イストマの湖
global_map_new.g_label.7,霧の森
global_map_new.g_label.8,荒涼の谷
global_map_new.g_label.9,ウズマリバー
global_map_new.g_label.10,人喰いオオカミの林
global_map_new.g_label.11,皇帝の木立
global_map_new.g_label.12,ベローラリバー
global_map_new.g_label.13,要塞の尾根
global_map_new.g_label.14,ホワイトベイ
global_map_new.g_label.15,凍てつく海
global_map_new.g_label.16,古き神々の地
global_map_new.g_label.17,ヤングシスターリバー
global_map_new.g_label.18,オールドシスターリバー
global_map_new.g_label.19,エメラルドの平原
global_map_new.g_label.20,真紅の木立
global_map_new.g_label.21,ヴェルタ湖
global_map_new.g_label.22,傷跡だらけの荒野
global_map_new.g_label.23,偉大なる南の林
global_map_new.g_label.24,生命なき砂漠
global_map_new.g_label.25,長老の木立
global_map_new.g_label.26,シレニスリバー
global_map_new.g_label.27,リーテの丘
global_map_new.g_label.28,鏡の湖
global_map_new.g_label.29,カザの丘
global_map_new.g_label.30,マーカの砂漠
global_map_new.g_label.31,フェロックス峠
global_map_new.g_label.32,異端者たちの山
global_map_new.g_label.33,カイデンの林
global_map_new.g_label.34,踊る草原
global_map_new.g_label.35,リージェンツ湖
global_map_new.g_label.36,聖ミカエルの平野
global_map_new.g_label.37,グレーロックの谷
global_map_new.g_label.38,アルタムリバー
global_map_new.g_label.39,鉄の尾根
global_map_new.g_label.40,サルタスの砂漠
global_map_new.g_label.41,不毛の山
global_map_new.g_label.42,南の海
global_map_new.g_label.43,嵐の海
global_map_new.g_label.44,神聖な湖
global_map_new.g_label.45,禁じられた島
global_map_new.g_label.46,嗚咽の森
global_map_new.g_label.47,琥珀の山
display_event.lost_knowledge_final,知識が失われた
advisor.knowledge_lost_soon,危機的状況にある知識
global_map_new.g_label.48,信仰の石
input.key.backspace,Backspace
input.key.arrow_up,上矢印
input.key.arrow_down,下矢印
input.key.arrow_left,左矢印
input.key.arrow_right,右矢印
input.key.enter,Enter
input.key.f1,F1
input.key.f2,F2
input.key.f3,F3
input.key.f4,F4
input.key.f5,F5
input.key.f6,F6
input.key.f7,F7
input.key.f8,F8
input.key.f9,F9
input.key.f10,F10
input.key.f11,F11
input.key.f12,F12
input.key.delete,Delete
input.key.end,End
input.key.home,Home
input.key.insert,Insert
input.key.pg_up,Page Up
input.key.pg_down,Page Down
input.key.pause,Pause
input.key.num_0,Num 0
input.key.num_1,Num 1
input.key.num_2,Num 2
input.key.num_3,Num 3
input.key.num_4,Num 4
input.key.num_5,Num 5
input.key.num_6,Num 6
input.key.num_7,Num 7
input.key.num_8,Num 8
input.key.num_9,Num 9
input.key.decimal,.
input.key.divide,/
input.key.shift,Shift
input.key.alt,Alt
input.key.ctrl,Ctrl
input.key.space,Space
input.key.subtract,-
input.key.tab,Tab
input.key.mb_left,マウス左ボタン
input.key.mb_right,マウス右ボタン
input.key.mb_middle,マウス中ボタン
input.key.mb_side1,マウス進むボタン
input.key.mb_side2,マウス戻るボタン
input.key.mb_wheel_up,マウスホイール上
input.key.mb_wheel_down,マウスホイール下
input.action.camera_up,上
input.action.camera_down,下
input.action.camera_left,左
input.action.camera_right,右
input.action.zoom_in,ズームイン
input.action.zoom_out,ズームアウト
input.action.camera_move,カメラ移動
input.action.select_object,オブジェクト選択
input.action.menu_back_close,メニューに戻る/終了
input.action.speed_one,スピードx1
input.action.speed_two,スピードx2
input.action.speed_three,スピードx4
input.action.speed_pause,一時停止
input.action.menu_construction,建設メニュー
input.action.menu_production,生産メニュー
input.action.menu_finances,財務メニュー
input.action.menu_statistics,ステータスメニュー
input.action.menu_army,軍隊メニュー
input.action.menu_dynasty,王朝メニュー
input.action.menu_knowledge,知識メニュー
input.action.menu_map,グローバルマップ
input.action.construction_rotate_l,建設：左に曲がる
input.action.construction_rotate_r,建設：右に曲がる
input.action.gui_add_more,10ずつ追加
input.action.squad_order_attack,部隊に命令を出す
input.action.select_next_lord,次の領主を選択
input.action.select_previous_lord,前の領主を選択
input.category.general,一般操作
input.category.speed,ゲームスピード
input.category.menu,メニュー
input.category.misc,その他
display_event.bandit_save_message,正体不明の者からの手紙
letter.bandit_save_message,"アンドレイ神父、最高品質の紙でこの手紙をしたためるためにと、私に大金を支払った匿名の人物に代わり、あなたに手紙を書いています。私に資金を提供したこの男は、自分の罪深さにより流血の咎を負い、共犯者から逃れるまでの間かなりの財産を蓄えることができたと告白しています。
 
 あなたが提供した避難所のおかげで、男は追手から逃れることができたのです。男は神聖なキャラバンとともに品を送り、あなたの親切の行為に報いることを約束しています。"
letter.bandit_save_message_richstring,その正体不明の者は盗賊であったことがわかったが、男はあなたの親切な行いと提供した避難所に感謝しています。おそらく男はこの慈悲深い行為について、あなたの支配者に報いるでしょう。
trade.bandit_reward,親切への報い
display_event.bandits_camp_was_bribed,森の盗賊が賄賂を受け取った！
settings_menu.tab.general,一般
settings_menu.tab.controls,管理
input.binding_mode,キーを押す...
input.restore_default,デフォルト設定に戻す
display_event.maniac_captived_message,隣国の支配者からの手紙
letter.maniac_captived_message,隣国のお方！あなたの戦士が、罪深い行為を重ねた捕らわれの領主を送り届けてくれた。捕まえてくれたことに感謝したい。もう二度と会えないと思っていた。しかし、今、正義が勝利し、この男は自らの行いの報いを受けることになるだろう。この件で協力してくれたことへの感謝の証として、ささやかな贈り物をお渡ししたい。
letter.maniac_captived_message_richstring,"{soul_uuid_maniac}は捕らえられ、自国へと送還されました。
 
 感謝の証として、この王国の支配者がささやかな贈り物を送りました：<hint=hint_resource_gold>{gold}</hint>"
activity_state.maniac.go_to_kill,殺害しに行く
activity_state.killing.wait,死を待つ
activity_state.maniac.killing,殺害
activity_state.dog_play.go_to,犬と遊びに行く
activity_state.dog_play.play,犬と遊ぶ
activity_state.dog_play.dog_wait,飼い主を待っている
activity_state.dog_play.dog_play,飼い主と遊ぶ
mind.mind_joker_watched,道化師のパフォーマンス
letter.maniac_about_message,隣国のお方！我が王国の領主が貴国を訪れたという噂を耳にしました。その領主はこちらでは、余興に殺人を犯すような頭のおかしいサディストと見なされていました。残念ながら、最近、拘留状態から脱走し、あなたの王国で卑しい娯楽に耽っていたようです。男が罰を受けずに立ち去ったとは残念至極ですが、聖母ソフィアがその神の力で領主を罰し、正義が勝利を収めることを祈るばかりです。
letter.maniac_about_message_richstring,その正体不明のサディストは処罰されることなく、あなたの王国から立ち去りました。その男と再会するかどうかは誰にもわかりません。
display_event.maniac_about_message,隣国の支配者からの手紙
display_event.bandit_leave,正体不明の者は王国を立ち去った
tech.trade_tax_reduce,灰色の契約
tech.market_depth_increase,要求増大
tech.book_rewrite_cost_decrease,ナローフォント
tech.saint_king,権力の尊厳
