Key,Turkish
mind.king_greetings,Selamlamalar yapıldı
mind.pregnancy_miscarriage,Çocuk ölümü
mind.have_friend,Arkadaşı var
mind.patrolling_fatigue,Devriyeden dolayı yorgun
mind.fear_of_death,Ölüm korkusu
mind.few_fanatics,Fanatik sayısı az
mind.sin_cleaned,Günahlarından arındı
mind.sinner,Günahkâr
mind.defender_of_bandits_camp,Haydut kampının savunucusu
mind.defender_of_town,Şehrin savunucusu
mind.no_weapons,Silahsız
mind.separate_living_place,Ayrı konut
mind.sin_shame,Günahların utancı
mind.captive,Esir
mind.happy_of_stupidity,Aptallığın sevinci
mind.gambler_no_play,Heyecan istiyor
mind.battle_squad_command_unhappy,Bir bölüğü komuta ediyor
mind.disinherited,Mirastan mahrum bırakıldı
mind.heir_became,Vâris oldu
mind.my_king_is_saint,Hükümdarım kutsaldır!
mind.not_enough_equipment,Ekipman eksikliği
mind.swede_typh,Şalgam Humması
mind.commander_stay_in_back,Kumandanım savaşta değil!
mind.criminal_intimidated,Cellat tarafından tehdit edildi
mind.fanatic_service_skip,Daha fazla Tapınak'a ihtiyacımız var!
mind.got_title,Ünvan aldı
mind.friend_lost_title,Dostum asilzadelik ünvanını kaybetti
mind.sorrow_for_king,Hükümdar için yas
mind.loyalist_with_king_squad,Hükümdarın heyetinde
mind.matriarch_dont_love_king,"Maderşah, hükümdarı sevmiyor"
mind.prestiged_best,En saygın aile
mind.prestiged_worst,En saygın aile
mind.successful_king,Başarılı hükümdar
mind.spirit_of_freedom,Özgürlük ruhu
mind.under_culture_terror,Kültürüme karşı dehşet
mind.best_culture_gwelts,En güçlü ordu
mind.best_culture_tanaia,"Maderşah, şehrimizi seviyor"
mind.best_culture_makha,En saygın şehir
mind.best_culture_vorun,En büyük nüfus
mind.worst_culture_gwelts,En zayıf ordu
mind.worst_culture_tanaia,Maderşah şehrimizi sevmiyor
mind.worst_culture_makha,En az saygın şehir
mind.worst_culture_voruns,En küçük nüfus
mind.king_other_culture,Başka kültürden bir hükümdar
mind.fight_for_freedom,Özgürlük için savaşıyor
mind.too_many_xeno_culture,Şehirde çok fazla {culture} var
mind.too_many_gwelts,Şehirde çok fazla Kaiden var
mind.too_many_tanaya,Şehirde çok fazla Tanaya var
mind.too_many_makha,Şehirde çok fazla Makha var
mind.too_many_voruns,Şehirde çok fazla Varn var
mind.unfinished_ambition,Giderilmemiş arzu
mind.hopes_for_the_future,Gelecek ümidi
mind.king_cursed,"Maderşah, hükümdarı lanetledi"
mind.loyalist_in_battle,Rejim destekçisi savaşta
mind.kaiden_brave_king,Cesur hükümdar
mind.varns_peace_king,Barışçıl hükümdar
mind.tanaya_puppet_king,Kuklacı hükümdar
mind.makha_trader_king,Tacir hükümdar
mind.many_gaidjins,Kendi memleketimizde azınlık olduk!
mind.hated_culture_punished,Nefret dolu kültür cezalandırıldı
mind.feeling_of_freedom,Özgürlük beklentisi
mind.joy_of_riots,Ayaklanma keyfi
mind.slave_soldiers_1,Şehirde çok fazla savaşçı var
mind.slave_soldiers_2,Sıkı teftiş
mind.slave_soldiers_3,Zayıf teftiş
mind.slave_soldiers_4,Şehirde çok az savaşçı var
mind.slave_soldiers_5,Sayıca üstünlük
mind.cholera,Çiçek hastalığı
mind.retreat_from_battle,Savaştan çekildi
mind.king_apostate,Dönek hükümdar
mind.we_cursed,Hepimiz öleceğiz!
mind.fear_of_church,Kilise korkusu
mind.king_is_prophet,Hükümdarımız tek gerçek peygamberdir!
mind.good_events,İyi olaylar
mind.bad_events,Kötü olaylar
mind.lord_terrored,Herkes için adalet!
mind.survived_the_fire,Yangından sağ çıktı
actor.action_task.give_title_to_untitled_lord,Ünvanı ver
actor.action_task.untitled_lord_depart,Küçük asilzadeyi kov
building.status.inspection_overtime,Talimatlar zaman aşımına uğradı. Verimlilik: %{number}
actor.action_task.turn_untitled_lord_into_free_lord,Özgür asilzade
actor.action_task.move_untitled_lord_to_holy_family,Rahip
actor.action_task.turn_untitled_lord_into_knight,Şövalye
actor.action_task.choose_your_destiny,Kaderini belirle
opinion_mind.donated_lord_to_holy_family,Asilzadeyi kurban etti
opinion_mind.exile_from_faction,Beni ünvanımdan yoksun bıraktı ve kovdu
opinion_mind.friend_exiled_from_faction,Ailemizden bir dostu kovdu
mind.friend_exiled_from_faction,"Bir dost, ailemizden kovuldu"
display_event.untitled_lord_leave_soon,"Özgür asilzade {name}, yakında ayrılacak"
display_event.untitled_lord_leave,"Küçük asilzade {name}, ayrılıyor"
notification.got_knowledge_from_teach,"{name}, {name_2} ile ders yaparken {knowledge} irfanını elde etti."
mind.making_desire,Arzumu gideriyorum
menu.battle_squad.shoot_without_order,Emir almadan atış
main_menu.new_game.family.members.single_king,Yalnız hükümdar
main_menu.new_game.family.members.king_wife_three_brothers,Üç erkek kardeş ve bir eş
main_menu.new_game.family.members.king_wife_two_brothers,İki erkek kardeş ve bir eş
display_event.lost_knowledge,İrfan tehlikede
display_event.soldier_tax_decreased,Ordu vergisi azaldı
letter.tax_increase_2,Devletinin artan gücünün karşısında saygıyla eğiliyoruz! Şüphesiz böylesine bir servet hepimizin sadakatle hizmet ettiği Sophia Ana'nın yardımı olmadan mümkün olmazdı. Dualarının karşılık bulmaya devam etmesi için bu servetin bir kısmını minnetle onun hizmetçilerine iade etmekten daha iyi ne olabilir?
letter.tax_decrease,"Son günlerde devletinin başına gelen ağır sıkıntıları üzüntüyle izliyoruz! Sophia Ana, evlatlarının çektiği çileye karşı kayıtsız kalmaz. Artan savaşçı vergisini ödemen için artık hiçbir gerekçe kalmadığına inanıyoruz!"
letter.army_tax_decrease_footer,"Devletin artık daha küçük. Bu nedenle Sevecen Aile, yolların güvenliği için daha az ödeme yapmanı adil buluyor.
 
 Kilise savaşçı vergisini <b>düşürdü</b>, bu vergi artık her savaşçının Dövüş becerisi birimi başına {new_tax} olacak. (Önceden {old_tax} idi.)"
menu.battle_squad.shoot_in_archers,Okçuları hedef al
statistics_menu.province.trees_felled_yesterday,Dün kesilen ağaçlar:
statistics_menu.province.trees_growed_yesterday,Dün büyüyen yeni ağaçlar:
grave.king,"Büyük başarıların ardından burada huzur buldum. {province_name}, hükümdarının yaptıklarını unutma!"
grave.king_kia,"Krallığı için verdiği savaşta onuruyla öldü. {province_name}, beni unutma!"
grave.smart,Burada hikmeti ve irfanı sınır tanımayan biri yatıyor.
grave.mother,Sevgi dolu bir anne ve vefalı bir eş. Sophia Ana seni kucaklayacak.
grave.victor,Burada büyük bir kumandan yatıyor. Ölüm dışında her şeyi alt etti.
grave.queen,"Aziz kraliçe. {province_name}, teselli bulamamış bir şekilde yas tutuyor."
grave.heir,Bu taşın altında kaderinde tacı takmak olmayan vâris yatıyor.
grave.kia,Hükümdarını savunurken savaşta yenik düştü. Görkemi daima hatırlanacak!
grave.generic_1,"Büyük başarıların ardından burada sonsuz uykuya yattı. Sophia Ana, bu ruhu huzuruna kabul et!"
grave.generic_2,Sophia Ana bana daha fazla vakit verdi sanmıştım.
grave.generic_3,Hayattayken senden kaçan huzurla yat.
grave.generic_4,Acaba nasıl olurdu?
grave.generic_5,Burada hayattayken uykuyu sevmeyen biri yatıyor.
letter.villager_name,Yaşlı {name}
grave.dyed_at,{age} yaşında öldü.
grave.grave_of,{name} Mezarı
map.defence_own_village,Köyün savunması
activity_state.grave_visit_go,Bir mezarı ziyaret ediyor
activity_state.grave_visit,Merhumu anıyor
mind.close_remember,Merhumun anıları
mind.grave_visit,Sevdiği birinin mezarını ziyaret etti
menu.construction.category.graves,Anıtlar
building.grave,Mezar: {name}
notification.close_remember,{name}: sevdiği birini anıyor ({name_2})
grave.generic_6,Bu asilzadenin iyiliklerinin anısı insanların yüreklerinde sonsuza dek yaşayacak.
grave.generic_7,"Sağlığında, bu asilzade bir inanç ve erdem timsaliydi, Sophia Ana ruhuna kucak açsın."
grave.generic_8,Burada birçok insana ışık olmuş ve insanların hatıralarında ışığı asla sönmeyecek biri yatıyor.
grave.generic_9,"Öyle ciddi bakma, sırada sen varsın!"
grave.generic_10,Burada kaderin sınırlarını fazla zorlayan biri yatıyor.
grave.generic_11,Bu soylu asilzade daha iyi bir dünyaya gitmek istiyordu ancak muhtemelen yanlış yola saptı.
grave.generic_12,Bu soylu asilzade bir gün uyandığında akşamdan kalmaydı ancak kendine gelemedi.
grave.generic_13,"Rahmetlinin son sözleri ""Eminim her şey yoluna girecek!"" idi."
grave.generic_14,"Burada ziyafet çekmeyi seven biri yatıyor, özellikle son ziyafetini biraz fazla sevdi."
grave.generic_15,Burada ölümle attığı zar oyununda kaybeden biri yatıyor.
grave.generic_16,Hayat bir lavta gibiydi: Bir sürü teli vardı ama bir tane bile doğru notası çalamadı.
grave.generic_17,"Burada hep ""Ben korkmam!"" diyen ama korkması gereken bir asilzade yatıyor."
grave.generic_18,Burada hayatı sadece bir oyun sanan biri yatıyor.
grave.generic_19,"Burada zar atmayı seven biri yatıyor, ta ki son zar atılana kadar."
grave.generic_20,Bu soylu asilzade fazla şey biliyordu ve bu onun sonunu getirdi.
grave.generic_21,"Burada ""Merak etme, ben ne yaptığımı biliyorum,"" diyen biri yatıyor."
grave.generic_22,Zırhın dayanıklılığını denemek için onu üstüne geçirmek kötü bir fikirdi.
grave.generic_23,Burada maceralara atılmayı fazla seven biri yatıyor.
grave.generic_24,Burada hayatını Sophia Ana'ya ve diğerlerine hizmet etmeye adamış biri yatıyor.
grave.generic_25,Dünyevi yolculuk sona erdi ancak Sophia Ana'nın himayesi altındaki sonsuzluk onu bekliyor.
grave.generic_26,Onur ve adalet için savaşan gerçek bir hükümdar olarak huzur içinde yatsın.
letter.inquisition_go_to_purge,Günah uçurumuna sürüklenişinizi uzun zamandır yüreğimiz burkularak izliyoruz... Ne yazık ki bu daha fazla böyle devam edemez. Sophia Ana'nın çocuklarının iyiliği için sizi ve tebaanızı ateşe sürüklemeye mecbur bırakıldık. Otoriter Baba çoktan ruhunuza dua etti ve Engizisyon'daki sadık kardeşlerini bir araya topladı.
mind.enemy_grave_visited,Bir düşmanın mezarını ziyaret etti
work.executor,Cellat
mind.caprice,Gerçekleşmemiş hayal
mind.caprice_success,Gerçekleşmiş Hayal
display_event.obession_appear,{name}: yeni takıntı.
options_menu.graphics.display_scars,Yara İzlerini Göster
building.menu.gallows_culture_terror,Asilzadeler bu kültüre ait. Hükümdarla ilişkileri <red>{mind_strength}:</red> oranında kötüleştirir.
opinion_mind.culture_terror,Kültürümü dehşete düşürüyor
display_event.lords_against_terror,Asilzadeler {culture} karşıtı dehşetten memnun değil
name.nickname_1,Dipsiz Kupa
name.nickname_2,Kırmızı Burun
name.nickname_3,Kır Bardağı
name.nickname_4,Bira Asilzadesi
name.nickname_5,Bira Şövalyesi
name.nickname_6,Şerefe
name.nickname_7,Bırak da Bitireyim
name.nickname_8,Dans Dans
name.nickname_9,Neşeli Dost
name.nickname_10,Sarı Ten
name.nickname_11,Kısık Bakan
name.nickname_12,Sarı Neşeli Dost
name.nickname_13,Gizemli Asilzade
name.nickname_14,Nektar Dostu
name.nickname_15,Şişenin Dibi
name.nickname_16,Sarı Koşucu
name.nickname_17,Kirli Sargı
name.nickname_18,Manyak
name.nickname_19,Nektar Kanı
name.nickname_20,Hızlı Ayaklar
name.nickname_21,Tavşan Ruhu
name.nickname_22,Eller Yukarı
name.nickname_23,Topuklar Yukarı
name.nickname_24,Korkak Kirpi
name.nickname_25,Küçük Serçe
name.nickname_26,Arkada Olacağım
name.nickname_27,Küçük Fare
name.nickname_28,Korkak Kuyruk
name.nickname_29,Korkutucu Yumruk
name.nickname_30,Gaddar Kılıç
name.nickname_31,Cesur Yürek
name.nickname_32,Aslan Ruhu
name.nickname_33,Yürekli Ruh
name.nickname_34,Sıkı El
name.nickname_35,Korkusuz Savaşçı
name.nickname_36,Güçlü Darbe
name.nickname_37,Usta
name.nickname_38,Arı
name.nickname_39,Kırbaç
name.nickname_40,Tembelin Derdi
name.nickname_41,Uyan
name.nickname_42,Ukala
name.nickname_43,Kitap Kurdu
name.nickname_44,Kâğıt Asilzadesi
name.nickname_45,Çokbilmiş
name.nickname_46,Kütüphaneci
name.nickname_47,Koca Alınlı
name.nickname_48,Bilge Asilzade
name.nickname_49,Üstat
name.nickname_50,Dil Bilgisi Uzmanı
name.nickname_51,Öğretmen
name.nickname_52,Duayen
name.nickname_53,Bilge Yılan
name.nickname_54,Akıl Hocası
name.nickname_55,İrfan Kuyusu
name.nickname_56,Hâkim
name.nickname_57,Hesabını Vereceğim
name.nickname_58,Kanun Uygulayıcı
name.nickname_59,Hırsızların Korkulu Rüyası
name.nickname_60,Darağacının Efendisi
name.nickname_61,Tiran
name.nickname_62,Demir El
name.nickname_63,Cellat
name.nickname_64,Kanlı Eller
name.nickname_65,Kan Emici
name.nickname_66,İlmik
name.nickname_67,Kana Susamış Canavar
name.nickname_68,Darağacı
name.nickname_69,Düellocu
name.nickname_70,Dehşet Kılıcı
name.nickname_71,Ölüm Çağrısı
name.nickname_72,Şanslı
name.nickname_73,Meydan Oku
name.nickname_74,Gergin
name.nickname_75,Tahtaları Eksik
name.nickname_76,Çatlak
name.nickname_77,Çılgın
name.nickname_78,Psikopat
name.nickname_79,Kutsanmış
name.nickname_80,Uzak Dur
name.nickname_81,Huzursuz Asilzade
name.nickname_82,Yolcu
name.nickname_83,Uzun Bacaklı
name.nickname_84,Gitmeye Hazır
name.nickname_85,Gezgin
name.nickname_86,Avare
name.nickname_87,Huzursuz Bacaklı
name.nickname_88,Korkuluk
name.nickname_89,Kâbus
name.nickname_90,İç Güzellik
name.nickname_91,Çocuk Ağlaması
name.nickname_92,Aptal
name.nickname_93,Kör
name.nickname_94,Güvenen Kurban
name.nickname_95,Naif Asilzade
name.nickname_96,Hepsini Çifte Yatır
name.nickname_97,Bir Kez Daha
name.nickname_98,Son Bahis
name.nickname_99,Hepsini Yatır
name.nickname_100,Karanlık Asilzade
name.nickname_101,Kör Asilzade
name.nickname_102,Kara Asilzade
name.nickname_103,Köstebek
name.nickname_104,Tek Gözlü Asilzade
name.nickname_105,Tepegöz
name.nickname_106,Kör Göz
name.nickname_107,Yarı Kör Asilzade
name.nickname_108,Tepsiyi Tut
name.nickname_109,Mütevazı Kucaklama
name.nickname_110,Yanlış El
name.nickname_111,Tahtaları Eksik
name.nickname_112,Tek Kollu Asilzade
name.nickname_113,Kütük
opinion_mind.relative_suffer,Vilayetindeki akrabam acı çekiyor
opinion_mind.relative_dead,Akrabam vilayetinde öldü
display_event.relatives_worse_relations,"{name}: Karakterin akrabaları, hükümdarına karşı tutumlarını kötüleştirdi"
display_event.got_nickname,"{name}: Karakter ""{nickname}"" lakabını aldı"
display_event.lord_not_have_time_for_chancellery,Şansölye yöneticisi oraya zamanında varamaz.
building.menu.status.waiting_inspector,Yöneticiyi bekliyor
building.watch_tower.archers,OKÇULAR
actor.action_task.assasins_guest_give_child,İlk Evladı Kurban Et
actor.action_task.assassination,Gizli Suikast
activity_state.npc_guest.go_to,Şehir merkezine gidiyor
activity_state.npc_guest.wait,Konuşmayı bekliyor
display_event.guest_arrive,Özel bir misafir geldi: {guest_name}
building.watch_tower.weapons,SİLAHLAR
building.watch_tower.armor,ZIRH
building.watch_tower.orders,EMİRLER
building.watch_tower,Okçu Kulesi
building.watch_tower.auto_collect,Otomatik Okçu İntikali
actor.action_task.hire_escaped_lord,Aileye Davet Et
display_event.escaped_lord_arrive,Asilzade Sığınma Talep Ediyor
letter.escaped_lord,"O hain şehrine sığınmak isteyecek. Lütfen onu alma, hatta hemencecik kov gitsin. Bu hayvanın bize neler yaptığını aklın bile almaz!"
letter.escaped_lord_richstring,"Asilzade {soul_uuid_lord} vilayetinde sığınma talep ediyor.
 
 Bu asilzadeyi kovabilirsin veya ailenin bir <hint=hint_untitled_lord>küçük asilzadesi</hint> olarak kabul edebilirsin.
 
 Eğer aileye kabul edersen {soul_uuid}, hükümdarınla olan ilişkisini kötü yönde <red>{rel_de}</red> etkileyecek."
building.watch_tower.status.need_to_assign_watchmans,Okçu atamalıyız!
building.watch_tower.status.no_available_soldiers,Uygun savaşçı yok!
building.watch_tower.status.soldiers_go_to_tower,Savaşçılar kuleye koşuyor
building.watch_tower.status.attack,{target_name} hedefine saldırıyor
building.watch_tower.status.on_duty,Tehlikeyi gözetliyor.
building.watch_tower.status.not_summoned,Okçular çağrılmadı.
activity_state.watch_tower.go_to,Okçu kulesine gidiyorum.
activity_state.watch_tower.on_duty,Okçu kulesinde hizmet ediyor
letter.escaped_lord_final,"Akılsızlık ettin. {lord_uuid} asılmayı hak ediyor, masanda oturmayı değil. Fikrini değiştirmek için neler yaptığını açıklamaya bile utanıyorum maalesef. Daha iyi kararlar alırsın diye düşünmüştüm."
letter.escaped_lord_richstring_final,"Kaçak asilzadeyi ailene bir <hint=hint_untitled_lord>küçük asilzade</hint> olarak kabul ettin.
 
 {king_uuid} hükümdarınla olan ilişkisini kötü yönde <red>{rel_de}</red> etkiledi."
display_event.witch_save_message,Mektubun var
letter.witch_save_message,"Her hükümdar, Yeni Tanrıça'nın cahil hizmetçilerinden kaçan basit bir kadına karşı bu kadar merhametli olmaz.
 
 Size minnettarım ve mütevazı kutsamalarımı sunuyorum."
letter.witch_save_message_richstring,Cadının minnettarlığının bir emaresi olarak hükümdarın <hint={trait_hint}>{trait_caption}</hint> özelliğini kazandı.
trait.impotence,Cinsel Zaaf
trait.longlive,Uzun ömürlülük
trait.male_birth,Evlat Kutsaması
actor.action_task.witch_save,Cadı: Rüşvet Ver
actor.action_task.witch_give,Cadı: Devret
actor.action_task.trade_with_knowledge_trade,Ticaret Yap
actor.action_task.hire_mountain_knight,İşe al
actor.action_task.hire_escaped_lord,Aileye Davet Et
actor.action_task.bandit_slave_buy,Mahkûmun Fidyesini Öde
actor.action_task.buy_dog,Köpek Al
actor.action_task.sacrifice_allow,Kızıl Ayin'e izin ver
actor.action_task.depart_uniq_guest,Sürgün Et
building.watch_tower.enemy_tower,"Kule, üzerine yerleştirilen okçulara koruma ve isabet artışı sağlar. Bir birim seç ve <b>sağ fare tuşu</b> ile birime saldır."
actor.class.light_crossbowman,Hafif Arbaletli
global_map.object.army.defenders,Garnizon
map.ask_player_send_army_to_attack,Ordu Gönderilmesini İste
opinion_mind.player_ally_send_army,Yardım için ordu gönder
opinion_mind.leader,İttifak lideri
global_map.choose_army,BÖLÜK SEÇİMİ
actor.action.army.allies,Müttefikler
actor.action.army.vassals,Vasallar
display_event.uniq_slave_release_message,Mahkûmun mesajı
letter.uniq_slave_release_message_noble,"Haydutlara fidye ödeyip serbest bıraktığınız o talihsiz benim. Yanınızdan erken ayrıldığım için özür dilerim ancak aileme kavuşmaya can atıyordum.
 
 Güzel kızların yalnız aşk sefası değil, amansız ihanet de getirebileceğini artık anlıyorum. Durumun basitliği beni bu kadar küçük düşürmüşken size kim olduğumu söylemektense ölmeyi yeğlerim.
 
 Mamafih kibarlığınıza minnetimi sunmak ve masraflarınızı bir şekilde karşılamak isterim."
letter.uniq_slave_release_noble_richstring,Mektubun yanında <hint=hint_resource_gold>{count}</hint> vardı.
letter.uniq_slave_release_message_bandit,"Efendim! Basit bir rahip size belirli bir kişi adına yazıyor. Bu kişi, yakın zamanda kendisini büyük bir meblağ ödeyerek tutsaklıktan kurtardığınızı söyleyen cahil bir avare.
 
 Kendi üzerine bahse girdiği zar oyununu kaybettiğini ve borcunu ödemek için arkadaşına gizemli bir asilzade gibi davranarak kendisini iyi bir fiyata satmasını önerdiğini size iletmek istiyor.
 
 Gösterdiğiniz merhamet vicdanını sızlatmış ve yaptığı bu küçük şaka için sizden af diliyor. Borcunu başka hiçbir şekilde ödeyemeyeceğini söylüyor ve benden sağlığınız için dua etmemi istiyor."
letter.uniq_slave_release_bandit_richstring,Zarfta mektuptan başka bir şey yoktu.
map.demand_player_send_army_to_attack,Ordu Gönderilmesini Talep Et
opinion_mind.matriarch_witch_give,Cadı adalete teslim edildi
display_event.witch_king_got_impotence,Hükümdarın kendisini iyi hissetmiyor
display_event.too_smart_old_lord,{name}: İrfan Kaybı Riski!
display_event.lord_banned,{name}: {faction_name} grubunda istenmeyen kişi!
mind.animal_master,Sahip
activity_state.go_to_pet,Sevmeye gidiyor
mind.animal_play,Köpekle oynadı
map.vassal_ai_want_to_rebel,Bir vasal ayaklanmak üzere
opinion_mind.bribe_my_heir,Beni devirmeye çalıştı
menu.army.keep_last_army,Son ordu düzenini kaydet
actor.action_task.order_song_religious,İlahi
actor.action_task.order_song_lyric,Lirik Şiir
actor.action_task.order_song_glory,Destansı Şarkı
actor.action_task.order_song_good,Ahlaki Öykü
activity_state.npc_bard.go_to,Çalmaya gidiyor
activity_state.npc_bard.work,Çalıyor
actor.action_task.dog_tame,Köpeği Evcilleştir
actor.action_task.dog_transit,Köpeği Ver
activity_state.npc_joker.go_to,İnsanları eğlendirmeye gidiyor
activity_state.npc_joker.work,İnsanları eğlendiriyor
display_event.guest_assassin_success_death,{target_name}: Ani Ölüm
auto_backup_saves.header,Kayıt yedeklemesi oluşturuldu
auto_backup_saves.body,"<b>Norland</b> oyununun deneysel beta sürümünü başlattınız. Sürümü stabil hâle getirmek için çalışıyoruz ama her an her şey olabilir!
 
 Ayrıca deneysel sürümde alınan kayıtlar (diğer sürüme dönmeye karar verirseniz) geçici olarak oyunun normal sürümüyle uyumsuz olabilir. Bu nedenle ayrı bir klasörde bütün kayıtlarınızın bir yedeğini oluşturduk: <b>%localappdata%/Strategy/saves/backup/</b>. Windows’ta bu yedeklere ulaşmak için WIN+R tuşlarına basın, %localappdata%/Strategy/ yazın ve Enter’a basın.
 
 Bu kayıtlara dönmek isterseniz kayıtları <b>saves/</b> klasörüne taşımanız yeterli.
 
 Yaptığımız değişiklikler hakkındaki geri bildirimleriniz bizim için çok önemli, bu yüzden Steam forumumuzda veya Discord’umuzda görüşlerinizi duymak için sabırsızlanıyoruz. Teşekkürler!"
mind.heard_good_song,Bir halk şairinin lirik şarkısı
display_event.unique_guest_bishop,Maderşah'tan Bir Mektup
letter.unique_guest_bishop,Sevgili çocuğum! Misafirperverliğinin ve cömertliğinin sevinçli haberleri kulağımıza ulaştı! Biriciğimize gösterdiğin sıcak karşılama için sana minnettarız! Hükümdarlardan biri ile olan anlaşmazlığına rağmen kendisi bize barışçıl ve onurlu bir biçimde hizmet etmektedir. Bu nedenle sıhhatli olmasından ve vilayetinizde geçici olarak sığınabilmesinden memnuniyet duyuyoruz.
letter.unique_guest_bishop_richstring,Maderşah ve Piskopos ile ilişkiler: <green>+{rel_de}</green>
display_event.unique_guest_philosoph,Uzaklardaki bir hükümdardan bir mektup
letter.unique_guest_philosoph,"Duyduğuma göre malum bir şahıs, kılık değiştirerek topraklarınızı ziyaret edebilirmiş. Rica ediyorum, onu içeri almayın! Bir köpekle kahpenin bu saygısız oğlu, sabah ayini esnasında kutsala ihanet ederek alenen Sophia Ana’nın iyilikseverliğini sorguladı! Bunu bir düşünün!"
letter.unique_guest_philosoph_richstring,"Artık {soul_uuid} neden kendisini senin topraklarında buldu, biliyorsun."
action_task_assassination,Gizli Suikast
actor.action_task.trade_with_nectar_trader,Ticaret
activity_state.joker_watch.go_to,Soytarıya bakmaya gider
activity_state.joker_watch.process,Performansın tadını çıkarıyor
activity_state.joker_watch.give_gold,Soytarıyı parayla ödüllendirir
building.wooden_wall,Kazıklı Çit
actor.action_task.dog_play,Oyna
work.warden,Gardiyan
display_event.some_soldiers_refuse_patrol,Bazı savaşçılar devriyeye çıkmayı reddediyor
display_event.bard_complete_order,Halk şairi verilen görevi tamamladı
activity_state.bard_watch.go_to,Halk şairini dinlemeye gidiyor
activity_state.bard_watch.process,Halk şairini dinliyor
activity_state.npc_bard.wait,Dinleyicileri bekliyor
opinion_mind.kick_out_me_from_alliance,İttifakı bozdu
opinion_mind.kick_out_me_from_vassalage,Özgür bırakıldı
display_event.sacrifice_allowed,Kızıl ayin onaylandı
display_event.sacrifice_result,Kızıl Ayin sona erdi
opinion_mind.sacrifice_allowed,Kızıl Ayin'i onayladı
name.incognito,Gizli Kimlik
guest.assassin,Dahamat Rahibi
guest.escaped_lord,Kaçak Asilzade
guest.joker,Soytarı
guest.knowledge_trader,Skriptonik
guest.mountain_knight,Yağmacı Şövalye
guest.witch,Cadı
guest.bandit_and_slave,Avare ile Mahkûmu
guest.dog_seller,Köpek Tüccarı
guest.cultists,Ölü Tanrı'nın Yargıçları
guest.bard,Halk Şairi
guest.nectar_trader,Nektar Tüccarı
guest.incognito,Gizli Kimlik
opinion_mind.escaped_lord_accept,Kaçan asilzade alındı
display_event.click_to_read_message,Mesajı okumak için tıkla
display_event.unique_guest_philosoph_depart,Misafirden bir not
letter.unique_guest_philosoph_depart,Nezaketinize karşı minnettarlığım kelimelerle tarif edilemez! Yine de misafirperver vilayetinizden gitmeliyim çünkü düşmanlarım yerimi tespit etti. Hoş sohbetlerimizin hatırası olarak size bu kitabı vermek istiyorum. Umarım size diğer kültürlerin irfanına açık olmanın bizi nasıl güçlendirdiğini ve beni hatırlatır.
letter.unique_guest_philosoph_richstring_depart,"Misafirin şehrinden giderken sana bu not ile hediye olarak bir {culture_name} dili sözlüğü bıraktı.
 
 Asilzadelerin, onun arkadaşlığını hoş bir şekilde hatırlayacak."
display_event.unique_guest_bishop_depart,Misafirden bir not
letter.unique_guest_bishop_depart,"Misafirperverliğiniz için teşekkür ederim ancak gitmeliyim. Maderşah, İnanç Kayası'ndaki arkadaşlarım sayesinde içinde bulunduğum durumu tüm gerçekliğiyle öğrendi. Artık affedildim ve seviliyorum, işte hakikat her zaman tecelli eder. Bunun karşılığında Maderşah'a sizi dindar ve inançlı bir hükümdar olarak anlatacağım. Sophia Ana sizi korusun!"
letter.unique_guest_bishop_richstring_depart,"Misafirin şehrinden giderken sana bu notu bıraktı.
 
 Görünüşe göre <hint=hint_relations_matriarch>Maderşah</hint> ve <hint=hint_bishop>Piskopos</hint> ile olan ilişkilerin yakında iyileşecek."
ceremony.sacrifice,Kızıl Ayin
family_tree.branch_of,Taraf: {character_name}
family_tree.role.lord,Asilzade
display_event.place_hall,Salonu İnşa Et
letter.unique_guest_piligrims_accept,Topraklarınızı ziyaret eden kutsal göçmenlere olan cömertliğinizden ötürü büyük memnuniyet duyduk. Dindarlığınız diğer yüce hükümdarlara da örnek oluyor!
letter.unique_guest_piligrims_accept_richstring,"Maderşah göçmenlere yönelik misafirperverliğinden ve onlara yiyecek sağlamandan ötürü memnuniyet duyuyor.
 
 $ Maderşah ile ilişki: <green>+{rel_inc}</green>"
letter.unique_guest_piligrims_not_accept,Bizim çocuklarımız olan kutsal göçmenlere davranış biçiminiz büyük bir hayal kırıklığı. Sophia'nın dediklerini unutmamak ve onun çocuklarına ilk evladınızmış gibi davranmak gerekiyor. Umuyorum ki doğru yolu bulursunuz!
letter.unique_guest_piligrims_not_richstring,"Maderşah kutsal göçmenlere davranış biçiminden ötürü hayal kırıklığına uğradı.
 
 $ Maderşah ile ilişki: <red>-{rel_de}</red>"
guest.piligrims,Kutsal Göçmenler
actor.action_task.piligrims_give_food,Un Bağışla
actor.action_task.piligrims_give_swede,Şalgam Bağışla
opinion_mind.piligrims_didnt_share,Göçmenlere Kötü Davranıldı
opinion_mind.piligrims_share_swede,Göçmenlere Şalgam Verildi
opinion_mind.piligrims_share_food,Göçmenlere Un Verildi
faction.new.name.1,Mastok
faction.new.name.2,Kallin
faction.new.name.3,Turnow
faction.new.name.4,Noth
faction.new.name.5,Letos
faction.new.name.6,Sophia
faction.new.name.7,Ugrad
faction.new.name.8,Rekin
faction.new.name.9,Vasna
faction.new.name.10,Gorno
faction.new.name.11,Krij
faction.new.name.12,Siva
faction.new.name.13,Lakria
faction.new.name.14,Kena
faction.new.name.15,Yalma
faction.new.name.16,Esna
