Key,Russian
mind.king_apostate,Король отступник
mind.we_cursed,Нас всех ждет смерть!
mind.fear_of_church,Страх церкви
mind.king_is_prophet,Король - истинный пророк
mind.good_events,Хорошие события
mind.bad_events,Плохие события
mind.lord_terrored,Правосудие для всех!
mind.survived_the_fire,Пережил пожар
actor.action_task.give_title_to_untitled_lord,Выдать титул
actor.action_task.untitled_lord_depart,Выгнать младшего лорда
building.status.inspection_overtime,Инструкции устарели. Эффективность: {number}%
actor.action_task.turn_untitled_lord_into_free_lord,Свободный лорд
actor.action_task.move_untitled_lord_to_holy_family,Священник
actor.action_task.turn_untitled_lord_into_knight,Рыцарь
actor.action_task.choose_your_destiny,Определить судьбу
opinion_mind.donated_lord_to_holy_family,Пожертвовал лорда
opinion_mind.exile_from_faction,Лишил меня титула и выгнал
opinion_mind.friend_exiled_from_faction,Выгнал друга из нашей семьи
mind.friend_exiled_from_faction,Выгнали друга из нашей семьи
display_event.untitled_lord_leave_soon,Младший лорд {name} собирается уйти
display_event.untitled_lord_leave,Младший лорд {name} уходит
notification.got_knowledge_from_teach,{name} во время урока с {name_2} получил знание: {knowledge}
mind.making_desire,Исполняю свое желание
menu.battle_squad.shoot_without_order,Стрелять без приказа
main_menu.new_game.family.members.single_king,Одинокий король
main_menu.new_game.family.members.king_wife_three_brothers,Три брата и жена
main_menu.new_game.family.members.king_wife_two_brothers,Два брата и жена
display_event.lost_knowledge,Знания под угрозой
display_event.soldier_tax_decreased,Налог на армию понижен
letter.tax_increase_2,"С благоговением в сердце мы наблюдаем за ростом могущества твоего государства! Без сомнений, такая удача была бы невозможна без помощи Матери Софии, которой мы все примерно служим. Что может быть лучше, чем с благодарностью вернуть часть богатств ее слугам, чтобы и дальше ваши молитвы не оставались без ответа? "
letter.tax_decrease,"С болью мы наблюдаем за тяжелыми испытаниями, которые выпали на долю вашего государства в эти дни! Мать София не останется безразличной к паденю своих детей - мы считаем, что оснований платить повышенный налог на воинов у вас теперь нет! "
letter.army_tax_decrease_footer,"По причине уменьшения вашего государства, Любящая Семья считает справедливым, если вы будете платить за безопасность дорог меньше.

Церковь <b>понижает</b> налог на воинов, который теперь составит {new_tax} за единицу навыка боя каждого воина (было {old_tax})"
menu.battle_squad.shoot_in_archers,Выцеливать лучников
statistics_menu.province.trees_felled_yesterday,Срубили деревьев за вчера: 
statistics_menu.province.trees_growed_yesterday,Выросло новых деревьев за вчера:
grave.king,"Здесь лежит тот, кто жил ради других и в смерти нашел вечное спасение. {province_name},  путь память его останется в веках."
grave.king_kia,"Королевство потеряло своего защитника, но Небеса приобрели святого. {province_name}, помни меня!"
grave.smart,"Здесь лежит тот, чья мудрость и знания стали наследием. "
grave.mother,"Любящая мать и верная жена. Здесь лежит тот, кто жил ради других и в смерти нашел вечное спасение."
grave.victor,"Здесь лежит великий полководец. Он победил всех, кроме смерти. "
grave.queen,Возлюбленная королева. {province_name} безутешно скорбит.
grave.heir,"Под этим камнем спит наследник, которому было не суждено надеть корону."
grave.kia,"Пал в бою, защищая своего короля. Вечная слава и память!"
grave.generic_1,"После великих дел, уснул здесь вечным сном. Мать София, прими эту душу.!"
grave.generic_2,"Я думал, Мать София дала мне больше времени. "
grave.generic_3,"Покойся с миром, которого ты был лишен при жизни."
grave.generic_4,А вдруг?
grave.generic_5,"Здесь спит вечным сном тот, кто при жизни не любил сон."
letter.villager_name,Cтароста {name}
grave.dyed_at,Умер в {age} лет
grave.grave_of,Могила {name}
map.defence_own_village,Защита деревни
activity_state.grave_visit_go,Идет навещать могилу
activity_state.grave_visit,Вспоминает умершего
mind.close_remember,Воспоминания об умершем
mind.grave_visit,Посетил могилу близкого
menu.construction.category.graves,Памятники
building.grave,Могила: {name}
notification.close_remember,{name}: Вспоминает умершего близкого ({name_2})
grave.generic_6,Память о благих делах этого лорда будет жить в сердцах людей вечно.
grave.generic_7,"В жизни этот лорд был примером веры и добродетели, пусть Матерь София примет его душу."
grave.generic_8,"Здесь покоится тот, кто был светом для многих и чей свет не угаснет в памяти людей."
grave.generic_9,"Не смотри так серьёзно, ты следующий!"
grave.generic_10,"Здесь лежит тот, кто слишком долго шутил с судьбой."
grave.generic_11,"Этот благородный лорд хотел уйти лучший мир, но, скорее всего, перепутал дорогу."
grave.generic_12,"Этот благородный лорд однажды проснулся с похмельем, но не смог его пережить."
grave.generic_13,"Последние слова покойного были: ""Я уверен, все будет хорошо!"""
grave.generic_14,"Здесь покоится тот, кто слишком любил пиры... особенно последний."
grave.generic_15,"Здесь покоится тот, кто проиграл в кости со смертью"
grave.generic_16,"Жизнь была как лютня — много струн, но ни одной правильной ноты."
grave.generic_17,"Здесь покоится лорд, кто всегда говорил ""я не боюсь!"", но бояться всё-таки стоило."
grave.generic_18,"Здесь покоится тот, кто считал, что жизнь — это просто игра."
grave.generic_19,"Здесь покоится тот, кто любил играть в кости... пока не был брошен последний жребий"
grave.generic_20,Этот благородный лорд слишком много знал... и это его погубило
grave.generic_21,"Здесь лежит тот, кто сказал: 'Не волнуйтесь, я знаю, что делаю'."
grave.generic_22,Проверять прочность доспехов на себе — плохая идея.
grave.generic_23,"Здесь покоится тот, кто слишком любил приключения."
grave.generic_24,"Здесь лежит тот, кто посвятил свою жизнь служению Матери Софии и ближнему."
grave.generic_25,"Земной путь окончен, но впереди — вечность под сенью Матери Софии."
grave.generic_26,"Пусть покоится в мире, как истинный правитель, сражавшийся за честь и справедливость."
letter.inquisition_go_to_purge,"С болью в сердце, мы долго наблюдали за твоим падением в бездну греха... К сожалению, так больше продолжаться не может, и ради блага и вразумления всех детей Софии, мы вынуждены подвергнуть тебя и твоих подданых очищению огнем. Строгий отец уже помолился за твою душу и собрал своих верных братьев-инквизиторов."
mind.enemy_grave_visited,Посетил могилу врага
work.executor,Палач
mind.caprice,Неисполненная мечта
mind.caprice_success,Исполненная мечта
display_event.obession_appear,{name}: новая одержимость.
options_menu.graphics.display_scars,Отображать шрамы
building.menu.gallows_culture_terror,Лорды этой культуры ухудшат отношения с королем на <red>{mind_strength}</red>
opinion_mind.culture_terror,Терроризирует мою культуру
display_event.lords_against_terror,Лорды не рады террору культуры {culture}
name.nickname_1,Бездонная кружка
name.nickname_2,Красный нос
name.nickname_3,Разбей бокал
name.nickname_4,Повелитель пива
name.nickname_5,Пивной рыцарь
name.nickname_6,Пей до дна
name.nickname_7,Дай допью
name.nickname_8,Танцуй-танцуй
name.nickname_9,Весельчак
name.nickname_10,Желтая кожа
name.nickname_11,Прищур
name.nickname_12,Желтый весельчак
name.nickname_13,Туманный лорд
name.nickname_14,Друг нектара
name.nickname_15,Отдай бутылочку
name.nickname_16,Желтый бегун
name.nickname_17,Грязная повязка
name.nickname_18,Маньяк
name.nickname_19,Нектарная кровь
name.nickname_20,Быстрые ноги
name.nickname_21,Заячья душа
name.nickname_22,Руки вверх
name.nickname_23,Пятки вверх
name.nickname_24,Трусливый еж
name.nickname_25,Воробушек
name.nickname_26,Постою сзади
name.nickname_27,Мышка
name.nickname_28,Поджатый хвост
name.nickname_29,Грозный кулак
name.nickname_30,Суровый меч
name.nickname_31,Храброе сердце
name.nickname_32,Львиная душа
name.nickname_33,Отважный дух
name.nickname_34,Твердая рука
name.nickname_35,Неустрашимый воин
name.nickname_36,Крепкий удар
name.nickname_37,Хозяин
name.nickname_38,Пчела
name.nickname_39,Хлыст
name.nickname_40,Гроза лентяев
name.nickname_41,Хватит спать
name.nickname_42,Умник
name.nickname_43,Книжный червь
name.nickname_44,Бумажный лорд
name.nickname_45,Всезнайка
name.nickname_46,Библиотекарь
name.nickname_47,Большой лоб
name.nickname_48,Мудрый лорд
name.nickname_49,Магистр
name.nickname_50,Буквоед
name.nickname_51,Учитель
name.nickname_52,Знаток
name.nickname_53,Мудрый змей
name.nickname_54,Наставник
name.nickname_55,Колодец знаний
name.nickname_56,Судья
name.nickname_57,Я воздам
name.nickname_58,Законник
name.nickname_59,Бич воров
name.nickname_60,Хозяин эшафота
name.nickname_61,Тиран
name.nickname_62,Железная рука
name.nickname_63,Палач
name.nickname_64,Кровавые руки
name.nickname_65,Кровопийца
name.nickname_66,Петля
name.nickname_67,Кровожадное чудовище
name.nickname_68,Виселица
name.nickname_69,Дуэлянт
name.nickname_70,Злое лезвие
name.nickname_71,Зов смерти
name.nickname_72,Счастливчик
name.nickname_73,Прими вызов
name.nickname_74,Нервный
name.nickname_75,Не все дома
name.nickname_76,Помешанный
name.nickname_77,Лунатик
name.nickname_78,Псих
name.nickname_79,Блаженный
name.nickname_80,Держись подальше
name.nickname_81,Беспокойный лорд
name.nickname_82,Путешественник
name.nickname_83,Длинные ноги
name.nickname_84,Только в путь
name.nickname_85,Скиталец
name.nickname_86,Странник
name.nickname_87,Беспокойные ноги
name.nickname_88,Пугало
name.nickname_89,Ночной кошмар
name.nickname_90,Красота внутри
name.nickname_91,Детский плач
name.nickname_92,Простофиля
name.nickname_93,Слепец
name.nickname_94,Жертва доверия
name.nickname_95,Наивный лорд
name.nickname_96,Все на четное
name.nickname_97,Еще разок
name.nickname_98,Последняя ставка
name.nickname_99,Все на кон
name.nickname_100,Темный лорд
name.nickname_101,Слепой лорд
name.nickname_102,Черный лорд
name.nickname_103,Крот
name.nickname_104,Одноглазый лорд
name.nickname_105,Циклоп
name.nickname_106,Слепоглаз
name.nickname_107,Полуслепой лорд
name.nickname_108,Держи поднос
name.nickname_109,Скромные объятья
name.nickname_110,Не та рука
name.nickname_111,Не все на месте
name.nickname_112,Однорукий лорд
name.nickname_113,Культяпка
opinion_mind.relative_suffer,Мой родственник в его провинции страдает
opinion_mind.relative_dead,Мой родственник погиб в его провинции
display_event.relatives_worse_relations,{name}: Родственники персонажа ухудшили отношение к вашему королю
display_event.got_nickname,"{name}: Персонаж получил прозвище ""{nickname}"""
display_event.lord_not_have_time_for_chancellery,Управляющией канцелярией не успевает до нее дойти
building.menu.status.waiting_inspector,Ожидание управляющего
building.watch_tower.archers,ЛУЧНИКИ
actor.action_task.assasins_guest_give_child,Пожертвовать первенца
actor.action_task.assassination,Тайное убийство
activity_state.npc_guest.go_to,Направляется в центр города
activity_state.npc_guest.wait,Ждет разговора
display_event.guest_arrive,Прибыл особый гость: {guest_name}
building.watch_tower.weapons,ОРУЖИЕ
building.watch_tower.armor,БРОНЯ
building.watch_tower.orders,ПРИКАЗЫ
building.watch_tower,Башня лучников
building.watch_tower.auto_collect,Автоматический призыв
actor.action_task.hire_escaped_lord,Пригласить в семью
display_event.escaped_lord_arrive,Лорд просит убежища
letter.escaped_lord,"Я знаю, что этот отброс захочет найти убежище в твоем городе. Прошу тебя, не принимай его, а лучше выгони поскорее. Ты не представляешь, что это животное натворило у нас!"
letter.escaped_lord_richstring,"Лорд {soul_uuid_lord} просит убежища в вашей провинции.

Вы можете прогнать этого лорда или принять его в вашу семью на правах <hint=hint_untitled_lord>младшего лорда</hint>.

Если вы примите его, {soul_uuid} ухудшит отношение к вашему правителю на <red>{rel_de}</red>"
building.watch_tower.status.need_to_assign_watchmans,Лучники не назначены
building.watch_tower.status.no_available_soldiers,Нет доступных воинов
building.watch_tower.status.soldiers_go_to_tower,Лучники спешат к башне
building.watch_tower.status.attack,Атакуют {target_name}
building.watch_tower.status.on_duty,Лучники готовы к бою
building.watch_tower.status.not_summoned,Лучники не созваны
activity_state.watch_tower.go_to,Иду в башню лучников
activity_state.watch_tower.on_duty,Несу службу в башне лучников
letter.escaped_lord_final,"Ты поступил неблагоразумно. {lord_uuid} заслуживает веревки, а не места за твоим столом. К сожалению, мне слишком стыдно признаваться в том, что он наделал, чтобы переубедить тебя. Но я был лучшего мнения о твоем уме."
letter.escaped_lord_richstring_final,"Вы приняли сбежавшего лорда в свою семью на правах <hint=hint_untitled_lord>младешго лорда</hint>.

{king_uuid} стал хуже относиться к вашему правителю на <red>{rel_de}</red>"
display_event.witch_save_message,Вы получили письмо
letter.witch_save_message,"Не всякий правитель бывает столь милосерден к простой женщине, которая ищет убежища от невежественных служителей Новой богини.

Я благодарна тебе, и дарую тебе мое скромное благославение. "
letter.witch_save_message_richstring,"В качестве благодарности от ведьмы, ваш правитель получил черту <hint={trait_hint}>{trait_caption}</hint>."
trait.impotence,Половая слабость
trait.longlive,Долгожительство
trait.male_birth,Благославление сыновьями
actor.action_task.witch_save,Ведьма: Подкупить
actor.action_task.witch_give,Ведьма: Отдать
actor.action_task.trade_with_knowledge_trade,Торговать
actor.action_task.hire_mountain_knight,Нанять
actor.action_task.hire_escaped_lord,Принять в семью
actor.action_task.bandit_slave_buy,Выкупить пленника
actor.action_task.buy_dog,Купить собаку
actor.action_task.sacrifice_allow,Разрешить Красную мессу
actor.action_task.depart_uniq_guest,Прогнать
building.watch_tower.enemy_tower,Башня дает защиту и дополнительную точность размещенным на нем стрелкам.
actor.class.light_crossbowman,Легкий арбалетчик
global_map.object.army.defenders,Гарнизон
map.ask_player_send_army_to_attack,Просьба прислать армию
opinion_mind.player_ally_send_army,Прислал войска на помощь
opinion_mind.leader,Лидер союза
global_map.choose_army,ВЫБОР ОТРЯДОВ
actor.action.army.allies,Союзники
actor.action.army.vassals,Вассалы
display_event.uniq_slave_release_message,Письмо от неизвестного
letter.uniq_slave_release_message_noble,"Я тот самый несчастный, которого вы выкупили у бандитов и освободили. Прошу прощения, что покинул вас так скоро, но мне не терпелось воссоединиться со своей семьей. 

Теперь я знаю, что прекрасные девы могут подарить нам не только восторги любви, но и коварное предательство, настолько унизительное в своей простоте, что я бы скорее умер, чем признался бы вам кто я на самом деле. 

Тем не менее, хотелось бы вас отблагодарить за вашу доброту и хоть как-то возместить вам ваши расходы."
letter.uniq_slave_release_noble_richstring,К письму прилагалось <hint=hint_resource_gold>{count}</hint>
letter.uniq_slave_release_message_bandit,"Господин! Пишет вам простой жрец, по поручению одного человека. Он безграмотный бродяга, но утверждает, что вы не так давно освободили его из плена, заплатив приличную сумму. 

Он просит передать что проиграл себя в кости, а чтобы выйти из долга предложил своему товарищу продать его задорого, изобразив таинственного лорда. 

Проявленная вами к нему милосердие воззвало к его совести и он просит прощения за эту небольшую шалость. Больше он ничем вас отблагодарить не может, и просит меня молиться за ваше здоровье."
letter.uniq_slave_release_bandit_richstring,"Кроме письма, в конверте ничего не было."
map.demand_player_send_army_to_attack,Требование прислать армию
opinion_mind.matriarch_witch_give,Предал ведьму правосудию
display_event.witch_king_got_impotence,Ваш правитель чувствует недомогание
display_event.too_smart_old_lord,{name}: Риск утери знаний!
display_event.lord_banned,{name}: Персона нон грата в {faction_name}!
mind.animal_master,Хозяин
activity_state.go_to_pet,Идет к питомцу
mind.animal_play,Играл с собакой
map.vassal_ai_want_to_rebel,Вассал готовит восстание
opinion_mind.bribe_my_heir,Пытался меня свергнуть
menu.army.keep_last_army,Сохранять последний состав армии
actor.action_task.order_song_religious,Религиозный гимн
actor.action_task.order_song_lyric,Лирическая поэма
actor.action_task.order_song_glory,Героическая песня
actor.action_task.order_song_good,Назидательная история
activity_state.npc_bard.go_to,Идет играть
activity_state.npc_bard.work,Играет
actor.action_task.dog_tame,Приручить собаку
actor.action_task.dog_transit,Отдать собаку
activity_state.npc_joker.go_to,Идет развлекать народ
activity_state.npc_joker.work,Развлекает народ
display_event.guest_assassin_success_death,{target_name}: Внезапная смерть
auto_backup_saves.header,Создана резервная копия сохранений
auto_backup_saves.body,"Вы запустили эксперементальную бета-ветку игры <b>Norland</b>. Мы стараемся, чтобы она была стабильной, но всякое может случиться!

К тому же сохранения, сделанные на эксперементальную ветку, могут быть какое-то время не совместимы с игрой из обычной ветки (если вы решите вернуться).
Поэтому мы сделали резервную копию всех ваших сохранений в отдельную папку <b>%localappdata%/Strategy/saves/backup/</b>. Чтобы получить к ней доступ, в Windows нажмите To WIN+R, введите  %localappdata%/Strategy/, и нажимите Enter

Если вы захотите вернуться к этим сохранениям, то переместите их в папку <b>saves/</b>

Нам очень важно знать ваше мнение об изменениях, которые мы делаем, так что будем ждать вашего отзыва на форуме Стим или в нашем Дискорде. Спасибо!"
mind.heard_good_song,Лирическая песнь менестреля
display_event.unique_guest_bishop,Письмо от Матриарха
letter.unique_guest_bishop,"Возлюбленное дитя! Радостная весть о твоем гостеприимстве и великодушии достигла наших ушей! Мы благодарны тебе за теплый прием, который ты оказал нашему любимому чаду! Несмотря на его противоречия с одним из властителей, это мирный и достойный служитель нашей воли, и мы рады что он пребывает в здравии и нашел временный притют в вашей провинции."
letter.unique_guest_bishop_richstring,$ Отношения с Матриархом и епископом: <green>+{rel_de}</green>
display_event.unique_guest_philosoph,Письмо от далекого правителя
letter.unique_guest_philosoph,"Я слышал, некий персонаж может посетить ваши края инкогнито. Молю вас, не принимайте его у себя! Этот нечестивый сын шлюхи и собаки совершил святотатство прямо во время утреннего служения, публично усомнившись в благости Матери Софии! Подумайте над этим!"
letter.unique_guest_philosoph_richstring,"Теперь вы знаете причину, по которой {soul_uuid} оказался в ваших краях."
action_task_assassination,Тайное убийство
actor.action_task.trade_with_nectar_trader,Торговать
activity_state.joker_watch.go_to,Идет смотреть на шута
activity_state.joker_watch.process,Наслаждается представлением
activity_state.joker_watch.give_gold,Награждает шута деньгами
building.wooden_wall,Частокол
actor.action_task.dog_play,Поиграть
work.warden,Охранник
display_event.some_soldiers_refuse_patrol,Некоторые воины отказались идти в патруль
display_event.bard_complete_order,Менестрель выполнил заказ
activity_state.bard_watch.go_to,Идет слушать менестреля
activity_state.bard_watch.process,Слушает менестреля
activity_state.npc_bard.wait,Ожидает слушателей
opinion_mind.kick_out_me_from_alliance,Разорвал союз
opinion_mind.kick_out_me_from_vassalage,Даровал свободу
display_event.sacrifice_allowed,Красная месса одобрена
display_event.sacrifice_result,Красная месса закончена
opinion_mind.sacrifice_allowed,Одобрил красную мессу
name.incognito,Инкогнито
guest.assassin,Жрец Дахамат
guest.escaped_lord,Сбежавший лорд
guest.joker,Шут
guest.knowledge_trader,Скриптоник
guest.mountain_knight,Рыцарь-мародер
guest.witch,Ведьма
guest.bandit_and_slave,Бродяга с пленником
guest.dog_seller,Продавец собаки
guest.cultists,Архонты мертвого бога
guest.bard,Менестрель
guest.nectar_trader,Торговец нектаром
guest.incognito,Инкогнито
opinion_mind.escaped_lord_accept,Принял сбежавшего лорда
display_event.click_to_read_message,"Нажмите, чтобы прочитать послание"
display_event.unique_guest_philosoph_depart,Записка от гостя
letter.unique_guest_philosoph_depart,"Моей благодарности за вашу доброту нет конца! Но, к сожалению, я вынужден покинуть вашу гостеприимную провинцию, так как враги узнали о моём местонахождении. Тем не менее, в память о наших приятных беседах я хотел бы подарить вам эту книгу. Пусть она напоминает вам обо мне, а также о том, что открытость к знаниям других культур делает нас сильнее."
letter.unique_guest_philosoph_richstring_depart,"Покинув ваш город, ваш гость оставил вам на память эту записку и словарь языка {culture_name} в подарок

Ваши лорды будут с теплотой вспоминать его общество."
display_event.unique_guest_bishop_depart,Записка от гостя
letter.unique_guest_bishop_depart,"Я благодарю вас за приют, но я вынужден покинуть вас, так как благодаря участию моих друзей в Камне Веры Матриарх узнал всю правду о ситуации, в которой я замешан. Теперь я прощён и в фаворе - ведь правда всегда найдёт путь. Со своей стороны обещаю шепнуть Матриарху на ухо пару слов о вас как о благочестивом и верном правителе. Да хранит вас Мать София!"
letter.unique_guest_bishop_richstring_depart,"Покинув ваш город, ваш гость оставил вам на память эту записку. 

Похоже, отношение к вам <hint=hint_relations_matriarch>Матриарха</hint> и <hint=hint_bishop>Епископа</hint> скоро улучшится."
ceremony.sacrifice,Красная масса
family_tree.branch_of,Ветвь: {character_name}
family_tree.role.lord,Лорд
display_event.place_hall,Постройте Холл
letter.unique_guest_piligrims_accept,"С радостью мы узнали о вашей щедрости в отношении святых паломников, которые посетили ваши земли. Пусть ваше благочестие послужит примером для всех других правоверных правителей! "
letter.unique_guest_piligrims_accept_richstring,"Матриарх испытывает благодарность за то, что вы приняли паломников и снабдили их едой 

$ Отношение Матриарха: <green>+{rel_inc}</green>"
letter.unique_guest_piligrims_not_accept,"Мы разочарованы тем, как вы обошлись с нашими детьми, святыми паломниками. Вспомните, что говорили София: обращайтесь с моими детьми, как вы обращаетесь со своим первенцем! Надеюсь, вы встанете на пусть исправления и благодати!"
letter.unique_guest_piligrims_not_richstring,"Матриарх разочарован тем, как вы обоошлись со святыми паломниками. 

$ Отношение Матриарха: <red>-{rel_de}</red>"
guest.piligrims,Святые паломники
actor.action_task.piligrims_give_food,Пожертвовать Муку
actor.action_task.piligrims_give_swede,Пожертвовать Брюкву
opinion_mind.piligrims_didnt_share,Плохо обошелся с паломниками
opinion_mind.piligrims_share_swede,Накормил паломников брюквой
opinion_mind.piligrims_share_food,Накормил паломников мукой
faction.new.name.1,Масток
faction.new.name.2,Каллин
faction.new.name.3,Турнов
faction.new.name.4,Нот
faction.new.name.5,Летос
faction.new.name.6,София
faction.new.name.7,Уград
faction.new.name.8,Рекин
faction.new.name.9,Васна
faction.new.name.10,Горно
faction.new.name.11,Крий
faction.new.name.12,Сива
faction.new.name.13,Лакрия
faction.new.name.14,Кена
faction.new.name.15,Ялма
faction.new.name.16,Эсна
faction.new.name.17,Ферронук
faction.new.name.18,Тамия
faction.new.name.19,Люрвик
faction.new.name.20,Арестия
faction.new.name.21,Неа Миа
faction.new.name.22,Крастер
faction.new.name.23,Арден
faction.new.name.24,Саламут
faction.new.name.25,Харау
global_map_new.g_label.1,Священый подъем
global_map_new.g_label.2,Тихая пустошь
global_map_new.g_label.3,Сияющая вершина
global_map_new.g_label.4,Далекий лес
global_map_new.g_label.5,Проклятые болота
global_map_new.g_label.6,оз. Истома
global_map_new.g_label.7,Туманный лес
global_map_new.g_label.8,Безлюдная долина
global_map_new.g_label.9,р. Усма
global_map_new.g_label.10,Леса плотоволка
global_map_new.g_label.11,Роща императора
global_map_new.g_label.12,р. Белора
global_map_new.g_label.13,Крепостная гряда
global_map_new.g_label.14,Белый залив
global_map_new.g_label.15,Замерзшее море
global_map_new.g_label.16,Земли старых богов
global_map_new.g_label.17,р. Младшая сестра
global_map_new.g_label.18,р. Старшая сестра
global_map_new.g_label.19,Изумрудные равнины
global_map_new.g_label.20,Багровая роща
global_map_new.g_label.21,оз. Вельта
global_map_new.g_label.22,Израненные пустоши
global_map_new.g_label.23,Великие южные леса
global_map_new.g_label.24,Безжизенная пустыня
global_map_new.g_label.25,Роща древних
global_map_new.g_label.26,р. Сиренис
global_map_new.g_label.27,Холмы Лит
global_map_new.g_label.28,оз. Зеркальное
global_map_new.g_label.29,Холмы Каза
global_map_new.g_label.30,Пустыня Макха
global_map_new.g_label.31,Перевал Ферокс
global_map_new.g_label.32,Горы Еретиков
global_map_new.g_label.33,Леса Кайден
global_map_new.g_label.34,Танцующие луга
global_map_new.g_label.35,оз. Регента
global_map_new.g_label.36,Поля св. Михаила
global_map_new.g_label.37,Долина Грейлок
global_map_new.g_label.38,р. Альтум
global_map_new.g_label.39,Железная гряда
global_map_new.g_label.40,Пустыня Сальтус
global_map_new.g_label.41,Пустынные горы
global_map_new.g_label.42,Южное море
global_map_new.g_label.43,Штормящее море
global_map_new.g_label.44,оз. Священное
global_map_new.g_label.45,Запретный остров
global_map_new.g_label.46,Плачущий лес
global_map_new.g_label.47,Горы Умбер
display_event.lost_knowledge_final,Знания утеряны
advisor.knowledge_lost_soon,Знания под угрозой
global_map_new.g_label.48,Камень Веры
input.key.backspace,Backspace
input.key.arrow_up,Стрелка вверх
input.key.arrow_down,Стрелка вниз
input.key.arrow_left,Стрелка влево
input.key.arrow_right,Стрелка вправо
input.key.enter,Enter
input.key.f1,F1
input.key.f2,F2
input.key.f3,F3
input.key.f4,F4
input.key.f5,F5
input.key.f6,F6
input.key.f7,F7
input.key.f8,F8
input.key.f9,F9
input.key.f10,F10
input.key.f11,F11
input.key.f12,F12
input.key.delete,Delete
input.key.end,End
input.key.home,Home
input.key.insert,Insert
input.key.pg_up,Page Up
input.key.pg_down,Page Down
input.key.pause,Pause
input.key.num_0,Num 0
input.key.num_1,Num 1
input.key.num_2,Num 2
input.key.num_3,Num 3
input.key.num_4,Num 4
input.key.num_5,Num 5
input.key.num_6,Num 6
input.key.num_7,Num 7
input.key.num_8,Num 8
input.key.num_9,Num 9
input.key.decimal,.
input.key.divide,/
input.key.shift,Shift
input.key.alt,Alt
input.key.ctrl,Ctrl
input.key.space,Пробел
input.key.subtract,Пробел
input.key.tab,Tab
input.key.mb_left,Левая кнопка мыши
input.key.mb_right,Правая кнопка мыши
input.key.mb_middle,Средняя кнопка мыши
input.key.mb_side1,Кнопка мыши вперёд
input.key.mb_side2,Кнопка мыши назад
input.key.mb_wheel_up,Колёсико мыши вверх
input.key.mb_wheel_down,Колёсико мыши вниз
input.action.camera_up,Вверх
input.action.camera_down,Вниз
input.action.camera_left,Влево
input.action.camera_right,Вправо
input.action.zoom_in,Приблизить
input.action.zoom_out,Отдалить
input.action.camera_move,Перемещать камеру
input.action.select_object,Выбрать объект
input.action.menu_back_close,Назад / Закрыть Меню
input.action.speed_one,Скорость x1
input.action.speed_two,Скорость x2
input.action.speed_three,Скорость x4
input.action.speed_pause,Пауза
input.action.menu_construction,Меню строительства
input.action.menu_production,Меню производства
input.action.menu_finances,Меню финансов
input.action.menu_statistics,Меню статистики
input.action.menu_army,Меню армии
input.action.menu_dynasty,Меню династии
input.action.menu_knowledge,Меню знаний
input.action.menu_map,Карта мира
input.action.construction_rotate_l,Строительство: Развернуть налево
input.action.construction_rotate_r,Строительство: Развернуть направо
input.action.gui_add_more,Добавление по 10
input.action.squad_order_attack,Приказ отряду
input.action.select_next_lord,Выбрать следующего лорда
input.action.select_previous_lord,Выбрать предыдущего лорда
input.category.general,Общее управление
input.category.speed,Скорость игры
input.category.menu,Меню
input.category.misc,Прочее
display_event.bandit_save_message,Письмо от инкогнито
letter.bandit_save_message,"Пишет вам священник Андрей по поручению некоего неизвестного, который заплатил мне порядочно денег за отправку этого письма на лучшей бумаге. 

Мой заказчик признается, что его греховный путь привел его на путь душегуба, где он сумел составить заметное состояние, после чего улизнуть от подельников. Убежище, которое вы ему представили, позволили ему оторваться от преследования, и теперь он в безопасности. Он обещает отблагодарить вас, передав что-то вместе со Святым Караваном. "
letter.bandit_save_message_richstring,"Инкогнито оказался бандитом, но он благодарен вам за проявленную доброту и убежище. Возможно, он действительно отблагодарит вашего правителя за милость."
trade.bandit_reward,Награда за милость
display_event.bandits_camp_was_bribed,Лесные бандиты были подкуплены!
settings_menu.tab.general,Общие
settings_menu.tab.controls,Управление
input.binding_mode,Нажмите клавишу...
input.restore_default,Восстановить по-умолчанию
display_event.maniac_captived_message,Письмо от соседнего правителя
letter.maniac_captived_message,"Дорогой сосед! Ваши воины прислали нам плененного лорда, который известен своим греховным поведением. Спасибо что поймали его, я думал что никогда его не увижу. Но теперь справедливость воссторжествует, и он получит все что ему причитается. Позвольте также послать вам небольшой подарок за участия в этом деле."
letter.maniac_captived_message_richstring,"{soul_uuid_maniac} был схвачен и отправлен в его родную провинцию. 

В знак благодарности правитель этой  провинции посылает вам небольшой подарок: <hint=hint_resource_gold>{gold}</hint>"
activity_state.maniac.go_to_kill,Идет убивать
activity_state.killing.wait,Ждет смерти
activity_state.maniac.killing,Убивает
activity_state.dog_play.go_to,Идет играть с собакой
activity_state.dog_play.play,Играет с собакой
activity_state.dog_play.dog_wait,Ждет хозяина
activity_state.dog_play.dog_play,Играет с хозяином
mind.mind_joker_watched,Выступление шута
letter.maniac_about_message,"Дорогой сосед! До меня дошли слухи, что вашу провинцию посетил лорд из наших мест. Он давно известен у нас как несдержанный садист, который убивает для забавы. К сожалению, он недавно сбежал из-под стражи, и теперь, как мы знаем, продолжил свои мерзкие увеселения у вас. Жаль, что он ушел безнаказанным, но будем молиться о том, чтобы Мать София покарала его своей божественной дланью, и справделивость воссторжествовала."
