Key,Deutsch
name.nickname_110,Falsche Hand
name.nickname_111,Teilweise abwesend
name.nickname_112,Einarmiger Lord
name.nickname_113,Stummel
opinion_mind.relative_suffer,Meine Verwandtschaft in seiner Provinz leidet
opinion_mind.relative_dead,Meine Verwandtschaft ist in seiner Provinz gestorben
display_event.relatives_worse_relations,{name}: Die Einstellung der Verwandten der Person zu deinem König hat sich verschlechtert.
display_event.got_nickname,{name}: Die Person hat den Spitznamen „{nickname}“ erhalten.
display_event.lord_not_have_time_for_chancellery,Der Verwalter der Kanzlei wird nicht rechtzeitig ankommen.
building.menu.status.waiting_inspector,Wartet auf den Verwalter
building.watch_tower.archers,BOGENSCHÜTZEN
actor.action_task.assasins_guest_give_child,Erstgeborenen opfern
actor.action_task.assassination,Geheimes Attentat
activity_state.npc_guest.go_to,Unterwegs zum Stadtzentrum
activity_state.npc_guest.wait,Wartet auf ein Gespräch
display_event.guest_arrive,Ein besonderer Gast ist eingetroffen: {guest_name}
building.watch_tower.weapons,WAFFEN
building.watch_tower.armor,RÜSTUNG
building.watch_tower.orders,BEFEHLE
building.watch_tower,Bogenschützenturm
building.watch_tower.auto_collect,Automatische Entsendung von Bogenschützen
actor.action_task.hire_escaped_lord,In die Familie aufnehmen
display_event.escaped_lord_arrive,Lord bittet um Asyl
letter.escaped_lord,"Ich weiß, dass der Schurke in deiner Stadt Zuflucht suchen wird. Bitte nimm ihn nicht auf – besser noch, vertreibe ihn so schnell wie möglich. Du hast keine Ahnung, was dieses Tier uns angetan hat!"
letter.escaped_lord_richstring,"Lord {soul_uuid_lord} bittet in deiner Provinz um Asyl.
 
 Du kannst diesen Lord entweder vertreiben oder ihn als <hint=hint_untitled_lord>niederen Lord</hint> in deine Familie aufnehmen.
 
 Wenn du ihn aufnimmst, wird {soul_uuid} die Beziehung mit deinem Machthaber um <red>{rel_de}</red> verschlechtern."
building.watch_tower.status.need_to_assign_watchmans,Wir müssen Bogenschützen zuweisen!
building.watch_tower.status.no_available_soldiers,Keine Soldaten verfügbar!
building.watch_tower.status.soldiers_go_to_tower,Soldaten stürmen zum Turm.
building.watch_tower.status.attack,Greift {target_name} an.
building.watch_tower.status.on_duty,Hält nach Gefahren Ausschau.
building.watch_tower.status.not_summoned,Die Bogenschützen wurden nicht herbeigerufen.
activity_state.watch_tower.go_to,Ich gehe zum Bogenschützenturm.
activity_state.watch_tower.on_duty,Dienst im Bogenschützenturm.
letter.escaped_lord_final,"Du hast unklug gehandelt. {lord_uuid} verdient einen Strick, keinen Platz an deinem Tisch. Leider schäme ich mich zu sehr, um zu verraten, was er getan hat, um dich vom Gegenteil zu überzeugen. Aber ich hätte mehr von dir erwartet."
letter.escaped_lord_richstring_final,"Du hast den flüchtigen Lord als <hint=hint_untitled_lord>niederen Lord</hint> in deine Familie aufgenommen.
 
 {king_uuid} hat die Beziehung zu deinem Machthaber um <red>{rel_de}</red> verschlechtert."
display_event.witch_save_message,Du hast einen Brief erhalten
letter.witch_save_message,"Nicht alle Machthaber sind so gnädig gegenüber einer einfachen Frau, die Zuflucht vor den ignoranten Schergen der Neuen Göttin sucht!
 
 Ich bin dankbar und gewähre dir meinen bescheidenen Segen."
letter.witch_save_message_richstring,Dein Machthaber hat die Eigenschaft <hint={trait_hint}>{trait_caption}</hint> als Zeichen der Dankbarkeit von der Hexe erhalten.
trait.impotence,Sexuelle Schwäche
trait.longlive,Langlebigkeit
trait.male_birth,Segen der Söhne
actor.action_task.witch_save,Hexe: Bestechen
actor.action_task.witch_give,Hexe: Übergeben
actor.action_task.trade_with_knowledge_trade,Handel
actor.action_task.hire_mountain_knight,Anheuern
actor.action_task.hire_escaped_lord,In die Familie aufnehmen
actor.action_task.bandit_slave_buy,Sklaven freikaufen
actor.action_task.buy_dog,Hund kaufen
actor.action_task.sacrifice_allow,Rote Messe erlauben
actor.action_task.depart_uniq_guest,Ausweisen
building.watch_tower.enemy_tower,Der Turm bietet den darauf postierten Bogenschützen Schutz und zusätzliche Treffsicherheit. Wähle eine Einheit aus und greife sie mit der <b>rechten Maustaste</b> an.
actor.class.light_crossbowman,Leichter Armbrustschütze
global_map.object.army.defenders,Garnison
map.ask_player_send_army_to_attack,Um Entsenden der Armee bitten
opinion_mind.player_ally_send_army,Armee zu Hilfe entsandt
opinion_mind.leader,Allianzanführer
global_map.choose_army,TRUPP-AUSWAHL
actor.action.army.allies,Verbündete
actor.action.army.vassals,Vasallen
display_event.uniq_slave_release_message,Nachricht von Sklaven
letter.uniq_slave_release_message_noble,"Ich bin der unglückliche Sohn, den du mit Lösegeld von den Banditen freigekauft hast. Ich entschuldige mich dafür, dich schon so bald wieder zu verlassen, doch ich musste einfach meine Familie wiedersehen.
 
 Jetzt erkenne ich, dass hübsche Jungfrauen nicht nur die Freuden der Liebe, sondern auch verräterische Heimtücke bedeuten können, die in ihrer Einfachheit dermaßen beschämend ist, dass ich eher sterben würde, als dir zu offenbaren, wer ich wirklich bin.
 
 Dennoch möchte ich dir meine Dankbarkeit für deine Güte zum Ausdruck bringen und dich ein wenig für deine Mühen entschädigen."
letter.uniq_slave_release_noble_richstring,Du hast zusätzlich zum Brief <hint=hint_resource_gold>{count}</hint> erhalten.
letter.uniq_slave_release_message_bandit,"Mein Herr! Ein einfacher Priester schreibt dir im Auftrag eines gewissen Mannes. Er ist ein Vagabund und Analphabet, doch er behauptet, dass du ihn kürzlich durch Zahlung einer beträchtlichen Summe aus der Gefangenschaft befreit hast.
 
 Er möchte dir übermitteln, dass er kürzlich beim Würfelspiel verloren hat. Um seine Schuld zu begleichen, schlug er seinem Gefährten vor, dass er sich selbst als Bezahlung anbieten und als mysteriöser Lord ausgeben würde.
 
 Die Gnade, die du ihm erwiesen hast, nagt an seinem Gewissen und er bittet um Vergebung für seinen kleinen Streich. Er kann dich nicht auf andere Art und Weise entschädigen und bat mich, für deine Gesundheit zu beten."
letter.uniq_slave_release_bandit_richstring,Abgesehen vom Brief selbst war der Umschlag leer.
map.demand_player_send_army_to_attack,Forderung nach Entsenden der Armee stellen
opinion_mind.matriarch_witch_give,Die Hexe ihrem Urteil zugeführt
display_event.witch_king_got_impotence,Dein Machthaber fühlt sich nicht wohl
display_event.too_smart_old_lord,{name}: Möglicher Wissensverlust!
display_event.lord_banned,{name}: von {faction_name} zur Persona non grata erklärt!
mind.animal_master,Besitzer
activity_state.go_to_pet,Unterwegs zum Haustier
mind.animal_play,Hat mit dem Hund gespielt
map.vassal_ai_want_to_rebel,Ein Vasall wird aufbegehren
opinion_mind.bribe_my_heir,Wollte mich unterwerfen
menu.army.keep_last_army,Letzte Armee-Zusammensetzung speichern
actor.action_task.order_song_religious,Religiöser Hymnus
actor.action_task.order_song_lyric,Lyrisches Gedicht
actor.action_task.order_song_glory,Heroisches Lied
actor.action_task.order_song_good,Moralische Erzählung
activity_state.npc_bard.go_to,Geht spielen
activity_state.npc_bard.work,Spielt
actor.action_task.dog_tame,Hund zähmen
actor.action_task.dog_transit,Hund übergeben
activity_state.npc_joker.go_to,Geht die Leute unterhalten
activity_state.npc_joker.work,Unterhält die Leute
display_event.guest_assassin_success_death,{target_name}: Plötzlicher Tod
auto_backup_saves.header,Spielstand-Backup erstellt
auto_backup_saves.body,"Du hast den experimentellen Branch der Beta-Version des Spiels <b>Norland</b> gestartet. Wir sind um dessen Stabilität bemüht – aber alles ist möglich!
 
 Außerdem könnten Spielstände, die im experimentellen Branch erstellt wurden, möglicherweise vorübergehend mit der regulären Version des Spiels inkompatibel sein (falls du dich dazu entschließt, zurückzuwechseln). Deshalb haben wir ein Backup all deiner Spielstände in einem eigenen Ordner erstellt: <b>%localappdata%/Strategy/saves/backup/</b>. Um in Windows darauf zugreifen zu können, musst du einfach nur WIN+R drücken, „%localappdata%/Strategy/“ eintippen und die Eingabetaste drücken.
 
 Wenn du diese Spielstände fortsetzen möchtest, kannst du sie ganz einfach in den Ordner <b>saves/</b> verschieben.
 
 Dein Feedback zu den von uns vorgenommenen Änderungen ist uns sehr wichtig, kontaktiere uns also gerne im Steam-Forum oder auf unserem Discord-Kanal. Danke!"
mind.heard_good_song,Lyrisches Gedicht eines Spielmanns
display_event.unique_guest_bishop,Ein Brief der Matriarchin
letter.unique_guest_bishop,"Geliebtes Kind! Die frohe Kunde deiner Gastfreundschaft und Großzügigkeit ist uns zu Ohren gekommen! Wir danken dir für die offenen Arme, die du unserem geliebten Sohn zuteilwerden ließest! Trotz der Unstimmigkeiten zwischen ihm und einem der Machthaber ist er zweifellos ein friedfertiger und ehrbarer Diener unserer Sache. Wir freuen uns darüber, dass er sich guter Gesundheit erfreut und in deine Provinz vorübergehend Zuflucht finden konnte."
letter.unique_guest_bishop_richstring,Beziehungen zur Matriarchin und dem Bischof: <green>+{rel_de}</green>
display_event.unique_guest_philosoph,Ein Brief eines fernen Machthabers
letter.unique_guest_philosoph,"Ich hörte, dass ein gewisses Individuum inkognito deine Lande bereist. Ich beschwöre dich, ihn nicht zu empfangen! Dieser gottlose Sohn eines Dirne und eines Hundes beging im Zuge des Morgengottesdiensts ein Sakrileg und zweifelte die Güte unserer Mutter Sophia öffentlich an! Bedenke dies, ehe du handelst!"
letter.unique_guest_philosoph_richstring,"Jetzt weißt du, wieso sich {soul_uuid} auf deinem Territorium aufhält."
action_task_assassination,Geheimes Attentat
actor.action_task.trade_with_nectar_trader,Handel
activity_state.joker_watch.go_to,Unterwegs zur Narrenschau
activity_state.joker_watch.process,Genießt die Darbietung
activity_state.joker_watch.give_gold,Belohnt den Narren mit Geld
building.wooden_wall,Palisade
actor.action_task.dog_play,Spielen
work.warden,Kerkermeister
display_event.some_soldiers_refuse_patrol,"Einige Krieger weigern sich, auf Patrouille zu gehen"
display_event.bard_complete_order,Der Spielmann hat den Auftrag ausgeführt
activity_state.bard_watch.go_to,"Unterwegs, um dem Spielmann zuzuhören"
activity_state.bard_watch.process,Hört dem Spielmann zu
activity_state.npc_bard.wait,Wartet auf Publikum
opinion_mind.kick_out_me_from_alliance,Hat die Allianz gebrochen
opinion_mind.kick_out_me_from_vassalage,Hat mir die Freiheit geschenkt
display_event.sacrifice_allowed,Rote Messe erlaubt
display_event.sacrifice_result,Die Rote Messe ist vorbei
opinion_mind.sacrifice_allowed,Hat die rote Messe erlaubt
name.incognito,Inkognito
guest.assassin,Priester von Dahamat
guest.escaped_lord,Entflohener Lord
guest.joker,Narr
guest.knowledge_trader,Schreiber
guest.mountain_knight,Raubritter
guest.witch,Hexe
guest.bandit_and_slave,Vagabund mit einem Sklaven
guest.dog_seller,Hundehändler
guest.cultists,Archonten des Toten Gottes
guest.bard,Spielmann
guest.nectar_trader,Nektarhändler
guest.incognito,Inkognito
opinion_mind.escaped_lord_accept,Hat einen entflohenen Lord empfangen
display_event.click_to_read_message,Zum Lesen der Nachricht klicken
display_event.unique_guest_philosoph_depart,Nachricht eines Gasts
letter.unique_guest_philosoph_depart,"Meine Dankbarkeit für deine Güte ist grenzenlos! Leider muss ich deine gastfreundliche Provinz jedoch verlassen, da meine Feinde meinen Aufenthaltsort herausgefunden haben. Als Andenken an unsere angenehmen Gespräche würde ich dir jedoch gerne dieses Buch überlassen. Möge es dich an mich erinnern und als Memento dafür dienen, wie sehr uns Offenheit gegenüber dem Wissen anderer Kulturen stärker macht."
letter.unique_guest_philosoph_richstring_depart,"Dein Gast hat dir beim Verlassen der Stadt diese Nachricht und ein {culture_name}-Wörterbuch als Geschenk hinterlassen.
 
 Deine Lords werden sich an seine Gesellschaft mit Freuden erinnern."
display_event.unique_guest_bishop_depart,Nachricht eines Gasts
letter.unique_guest_bishop_depart,"Ich danke dir für deine Gastfreundschaft. Doch ich muss dich verlassen, da die Matriarchin dank der Mitwirkung meiner Freunde am Stein des Glaubens die ganze Wahrheit über meine Situation erfahren hat. Nun wird mir verziehen und ich stehe erneut in ihrer Gunst. Im Gegenzug verspreche ich dir, der Matriarchin über dich als treuen und frommen Machthaber zu berichten. Möge die Mutter Sophia dich schützen!"
letter.unique_guest_bishop_richstring_depart,"Dein Gast hat dir beim Verlassen der Stadt diese Nachricht hinterlassen.
 
 Es scheint, dass sich deine Beziehungen zu <hint=hint_relations_matriarch>Matriarchin</hint> und <hint=hint_bishop>Bischof</hint> bald verbessern werden."
ceremony.sacrifice,Rote Messe
family_tree.branch_of,Zweig: {character_name}
family_tree.role.lord,Lord
display_event.place_hall,Halle errichten
letter.unique_guest_piligrims_accept,"Wir waren sehr erfreut, als wir von deiner Großzügigkeit gegenüber den heiligen Pilgern hörten, die dein Land besuchten. Mögest du mit deiner Frömmigkeit allen rechtschaffenen Machthabern als Vorbild dienen!"
letter.unique_guest_piligrims_accept_richstring,"Die Matriarchin bringt ihre Dankbarkeit über deine Gastfreundschaft gegenüber den Pilgern und ihre Versorgung mit Nahrung zum Ausdruck.
 
 $ Beziehungen zur Matriarchin: <green>+{rel_inc}</green>"
letter.unique_guest_piligrims_not_accept,"Wir sind über die Art, wie du mit unseren Kindern, den heiligen Pilgern verfahren bist, sehr enttäuscht. Erinnere dich an Sophias Worte: „Behandelt meine Kinder, als wären es eure Erstgeborenen!“ Hoffentlich wirst du in Zukunft den Pfad der Züchtigung und des Anstands beschreiten!"
letter.unique_guest_piligrims_not_richstring,"Die Matriarchin ist über deinen Umgang mit den heiligen Pilgern enttäuscht.
 
 $ Beziehungen zur Matriarchin: <red>-{rel_de}</red>"
guest.piligrims,Heilige Pilger
actor.action_task.piligrims_give_food,Mehl spenden
actor.action_task.piligrims_give_swede,Steckrüben spenden
opinion_mind.piligrims_didnt_share,Pilger schlecht behandelt
opinion_mind.piligrims_share_swede,Pilgern Steckrübe gegeben
opinion_mind.piligrims_share_food,Pilgern Mehl gegeben
faction.new.name.1,Mastok
faction.new.name.2,Kallin
faction.new.name.3,Turnow
faction.new.name.4,Noth
faction.new.name.5,Letos
faction.new.name.6,Sophia
faction.new.name.7,Ugrad
faction.new.name.8,Rekin
faction.new.name.9,Vasna
faction.new.name.10,Gorno
faction.new.name.11,Krij
faction.new.name.12,Siva
faction.new.name.13,Lakria
faction.new.name.14,Kena
faction.new.name.15,Yalma
faction.new.name.16,Esna
faction.new.name.17,Ferronook
faction.new.name.18,Tamia
faction.new.name.19,Lurwick
faction.new.name.20,Arestia
faction.new.name.21,Nea Mia
faction.new.name.22,Kraster
faction.new.name.23,Arden
faction.new.name.24,Salamut
faction.new.name.25,Harau
global_map_new.g_label.1,Die heilige Anhöhe
global_map_new.g_label.2,Die stumme Leere
global_map_new.g_label.3,Der glänzende Gipfel
global_map_new.g_label.4,Entlegener Wald
global_map_new.g_label.5,Verfluchter Sumpf
global_map_new.g_label.6,Istoma-See
global_map_new.g_label.7,Nebelwald
global_map_new.g_label.8,Ödtal
global_map_new.g_label.9,Usma-Fluss
global_map_new.g_label.10,Säbelzahnwolf-Wald
global_map_new.g_label.11,Hain des Imperators
global_map_new.g_label.12,Belora-Fluss
global_map_new.g_label.13,Festungskamm
global_map_new.g_label.14,Weißbucht
global_map_new.g_label.15,Frostmeer
global_map_new.g_label.16,Land der alten Götter
global_map_new.g_label.17,Kleiner Schwesternfluss
global_map_new.g_label.18,Großer Schwesternfluss
global_map_new.g_label.19,Smaragd-Ebenen
global_map_new.g_label.20,Purpurner Hain
global_map_new.g_label.21,Velta-See
global_map_new.g_label.22,Vernarbte Öde
global_map_new.g_label.23,Großer südlicher Wald
global_map_new.g_label.24,Tote Wüste
global_map_new.g_label.25,Hain des Ältesten
global_map_new.g_label.26,Sirenis-Fluss
global_map_new.g_label.27,Geschmeidige Hügel
global_map_new.g_label.28,Spiegelsee
global_map_new.g_label.29,Kaza-Hügel
global_map_new.g_label.30,Makha-Wüste
global_map_new.g_label.31,Ferox-Pass
global_map_new.g_label.32,Ketzergebirge
global_map_new.g_label.33,Kaiden-Wald
global_map_new.g_label.34,Tanzendes Grün
global_map_new.g_label.35,Königssee
global_map_new.g_label.36,St.-Michaels-Felder
global_map_new.g_label.37,Grausperrental
global_map_new.g_label.38,Altum-Fluss
global_map_new.g_label.39,Der Eisengrat
global_map_new.g_label.40,Saltus-Wüste
global_map_new.g_label.41,Die kargen Berge
global_map_new.g_label.42,Südmeer
global_map_new.g_label.43,Sturmmeer
global_map_new.g_label.44,Heiliger See
global_map_new.g_label.45,Verbotene Insel
global_map_new.g_label.46,Wald der Klagen
global_map_new.g_label.47,Braune Berge
display_event.lost_knowledge_final,Verlorenes Wissen
advisor.knowledge_lost_soon,Gefährdetes Wissen
global_map_new.g_label.48,Stein des Glaubens
input.key.backspace,Rücktaste
input.key.arrow_up,Pfeil hoch
input.key.arrow_down,Pfeil runter
input.key.arrow_left,Pfeil links
input.key.arrow_right,Pfeil rechts
input.key.enter,Eingabetaste
input.key.f1,F1
input.key.f2,F2
input.key.f3,F3
input.key.f4,F4
input.key.f5,F5
input.key.f6,F6
input.key.f7,F7
input.key.f8,F8
input.key.f9,F9
input.key.f10,F10
input.key.f11,F11
input.key.f12,F12
input.key.delete,Löschen
input.key.end,Ende
input.key.home,Home
input.key.insert,Einfg
input.key.pg_up,Bild oben
input.key.pg_down,Bild unten
input.key.pause,Pause
input.key.num_0,Num 0
input.key.num_1,Num 1
input.key.num_2,Num 2
input.key.num_3,Num 3
input.key.num_4,Num 4
input.key.num_5,Num 5
input.key.num_6,Num 6
input.key.num_7,Num 7
input.key.num_8,Num 8
input.key.num_9,Num 9
input.key.decimal,.
input.key.divide,/
input.key.shift,Umschalt
input.key.alt,Alt
input.key.ctrl,Strg
input.key.space,Leertaste
input.key.subtract,-
input.key.tab,Tab
input.key.mb_left,Linke Maustaste
input.key.mb_right,Rechte Maustaste
input.key.mb_middle,Mittlere Maustaste
input.key.mb_side1,Vordere Maustaste
input.key.mb_side2,Hintere Maustaste
input.key.mb_wheel_up,Mausrad hoch
input.key.mb_wheel_down,Mausrad runter
input.action.camera_up,Oben
input.action.camera_down,Unten
input.action.camera_left,Links
input.action.camera_right,Rechts
input.action.zoom_in,Heranzoomen
input.action.zoom_out,Herauszoomen
input.action.camera_move,Kamera bewegen
input.action.select_object,Objekt wählen
input.action.menu_back_close,Zurück / Menü schließen
input.action.speed_one,Geschwindigkeit x1
input.action.speed_two,Geschwindigkeit x2
input.action.speed_three,Geschwindigkeit x4
input.action.speed_pause,Pause
input.action.menu_construction,Baumenü
input.action.menu_production,Produktionsmenü
input.action.menu_finances,Finanzmenü
input.action.menu_statistics,Statistikmenü
input.action.menu_army,Armeemenü
input.action.menu_dynasty,Dynastiemenü
input.action.menu_knowledge,Wissensmenü
input.action.menu_map,Weltkarte
input.action.construction_rotate_l,Gebäude: Links drehen
input.action.construction_rotate_r,Gebäude: Rechts drehen
input.action.gui_add_more,10x hinzufügen
input.action.squad_order_attack,Befehl an den Trupp
input.action.select_next_lord,Nächsten Lord wählen
input.action.select_previous_lord,Vorigen Lord wählen
input.category.general,Allgemeine Steuerung
input.category.speed,Spielgeschwindigkeit
input.category.menu,Menü
input.category.misc,Andere
display_event.bandit_save_message,Brief von Inkognito
letter.bandit_save_message,"Ich, Pater Andrey, schreibe dir im Auftrag eines anonymen Individuums. Man überließ mir eine bedeutende Summe, damit ich diesen Brief auf feinstem Papier niederschreibe. Mein Auftraggeber beichtet, dass er auf dem Weg der Sünde wandelte und ein Mann des Blutvergießens wurde – eine Zeit, in der er ein erkleckliches Vermögen anhäufen konnte, ehe er sich seiner Spießgesellen durch Flucht entzog.
 
 Das Asyl, das du ihm gewährt hast, bot ihm die Möglichkeit einer Zuflucht und er ist nun in Sicherheit. Er verspricht, dir deine Güte zu vergelten, indem er dir etwas mit der Heiligen Karawane zukommen lässt."
letter.bandit_save_message_richstring,"Es stellte sich heraus, dass der Inkognito ein Bandit war. Er ist jedoch für deine Barmherzigkeit und die Zufluchtsmöglichkeit dankbar, die du ihm geboten hast. Vielleicht wird er sich bei deinem Machthaber für diesen Akt der Nächstenliebe entsprechend bedanken."
trade.bandit_reward,Belohnung für Güte
display_event.bandits_camp_was_bribed,Waldbanditen wurden bestochen!
settings_menu.tab.general,Allgemein
settings_menu.tab.controls,Steuerung
input.binding_mode,Drücke eine Taste ...
input.restore_default,Standard wiederherstellen
display_event.maniac_captived_message,Brief eines benachbarten Machthabers
letter.maniac_captived_message,"Verehrter Nachbar! Deine Krieger brachten uns einen verhafteten Lord, der für sein sündhaftes Verhalten bekannt ist. Danke, dass du ihn ergriffen hast! Ich dachte, ich würde ihn niemals wiedersehen. Doch nun wird der Gerechtigkeit Genüge getan und man wird die ihm zustehende Strafe vollziehen. Erlaube mir, dir ein kleines Geschenk als Zeichen der Anerkennung für dein Mitwirken in dieser Sache zukommen zu lassen."
letter.maniac_captived_message_richstring,"{soul_uuid_maniac} wurde verhaftet und in seine Heimatprovinz geschickt.
 
 Als Zeichen des Danks hat dir der Machthaber dieser Provinz ein kleines Geschenk geschickt: <hint=hint_resource_gold>{gold}</hint>"
activity_state.maniac.go_to_kill,Im Blutrausch
activity_state.killing.wait,In Erwartung des Todes
activity_state.maniac.killing,Tötet
activity_state.dog_play.go_to,Geht mit dem Hund spielen
activity_state.dog_play.play,Spielt mit dem Hund
activity_state.dog_play.dog_wait,Wartet auf seinen Besitzer
activity_state.dog_play.dog_play,Spielt mit dem Besitzer
mind.mind_joker_watched,Darbietung des Narren
letter.maniac_about_message,"Verehrter Nachbar! Ich hörte Gerüchte darüber, dass ein gewisser Lord aus unseren Landen deine Provinz besuchte. Er ist seit Langem als hemmungslos und gewalttätig bekannt und tötet allein der Unterhaltung wegen. Unglücklicherweise ist er der Haft entflohen und führt seine üblen Missetaten nun, soweit unser Wissensstand, in deinem Hoheitsgebiet fort. Es ist eine Schande, dass er auf diese Weise seiner Strafe entkommt, doch wir werden dafür bitten, dass Mutter Sophia ihn mit ihrer göttlichen Hand züchtigen möge, auf dass der Gerechtigkeit Genüge getan werde."
letter.maniac_about_message_richstring,"Der Inkognito-Gewalttäter hat deine Provinz ungestraft verlassen. Wer weiß, ob du ihn je wieder treffen wirst?"
display_event.maniac_about_message,Brief eines benachbarten Machthabers
display_event.bandit_leave,Der Inkognito hat die Provinz verlassen
tech.trade_tax_reduce,Graue Verträge
tech.market_depth_increase,Erweiterung fordern
tech.book_rewrite_cost_decrease,Schmale Schrift
tech.saint_king,Heiligtum der Macht
tech.church_defence,Sophias Schutz
tech.easier_divorce,Apologie der Scheidung
tech.bishop_fix_relations,Rettende Schlichtung
tech.detach_ex_bandit,Ein Neubeginn
tech.knife_battle_stronger,Meister des Dolches
tech.stronger_weapon,Balsam der Beharrlichkeit
tech.better_training,Rekruten
tech.moral_vs_bandits,Hammer der Banditen
knowledge.blocked_reason.contracts_required,{number_of_contracts} / {required_contracts} Handelsverträge
knowledge.blocked_reason.books_required,Bücher: {number_of_books} / {required_books}
knowledge.blocked_reason.soldiers_required,Krieger: {number_of_soldiers} / {required_soldiers}
knowledge.blocked_reason.matriarch_relation_required,Beziehungen zur Matriarchin: {number_of_relation} / {required_relation}
map.maniac_in_bandit_camp,Inkognito im Banditenlager
map.menu.quest.manuac_captived,Der Inkognito wurde gefangen genommen.
actor.part_of_nature.trader,Händler
actor.action_task.church_defence,Schutz der Liebenden Familie
actor.action_task.bishop_fix_relations,Buße durch Hass
opinion_mind.repentance_of_hatred,Buße durch Hass
opinion_mind.church_defence_request,Offenbarte Schwachstelle durch Schutzbedürftigkeit
knowledge.blocked_reason.caravan_bring_required,Einer der Lords muss das Wissen {knowledge_name} besitzen.
input.not_bounded,Nicht zugewiesen
input.key_already_used,Taste wird bereits verwendet
opinion_mind.bishop_guest_accept,Gab dem Priester Unterschlupf
input.action.quick_save,Schnell speichern
matriarch.church_defence_active,"Tage, bis der Schutz der Liebenden Familie endet: {days}."
actor.part_of_nature.philosoph,Gelehrter
mind.fight_agains_bandit,Hammer der Banditen
opinion_mind.my_master,Mein Vorbild
opinion_mind.my_puppet,Mein Opfer
mind.made_gift_to_master,Geschenk an Vorbild übergeben
mind.master_death,Vorbild gestorben
appoint.puppet_action_set,Die Loyalität des Opfers wird dadurch reduziert
display_event.puppet_become,{master} hat {puppet} unterjocht.
display_event.puppet_reset,{puppet} ist nicht länger ein Opfer.
opinion_mind.forced_to_crime,Zu einem Verbrechen gezwungen
opinion_mind.forced_to_action,Zum Handeln gezwungen
actor.opinion.special.master,Vorbild
actor.opinion.special.puppet,Opfer
actor.relations.filter.puppets,Opfer
opinion_mind_interest.lust,Lüsterne Eigenschaft
menu.army.new_army.create.build_hall,Nicht verfügbar. Errichte die Halle.
opinion_mind.forced_puppet_rebellion,Instrumentalisierte das Opfer für eine Rebellion
map.lord_rebellion_puppet,Opfer-Rebellion
changelog.header,Was ist neu?
display_event.check_problems,Liste der Probleme betrachten
display_event.lord_dead_in_hostage,{name}: in Gefangenschaft gestorben
mind.bad_hunt,Jagd nicht erfolgreich
opinion_mind.bad_hunter,Schlechter Jäger
display_event.bad_hunt_on_global_map,{name}: Jagd nicht erfolgreich
beta_branch.title,Spielzweig
beta_branch.set,Festlegen & neu starten
display_event.guest_role_revealed,{guest_name}: Absichten offenbart
opinion_mind.good_reception,Hat meinen Lord wohlwollend empfangen.
opinion_mind.bad_reception,Hat meinen Lord nicht standesgemäß empfangen.
actor.action_task.slander,Verleumdung
actor.action_task.praise,Lob
opinion_mind.made_a_gift,Geschenk übergeben
guest_role.communicative,Gesellig
guest_role.duelist,Duellant
guest_role.provoker,Provokant
guest_role.puppet_master,Puppenspieler
guest_role.manipulator,Manipulator
guest_role.seducer,Verführer
guest_role.player,Spieler
guest_role.educator,Aufklärer
actor.action_task.donate_to_master,Geschenk an Vorbild
building.fortification_gate,Tor
building.fortification_tower,Wehrturm
trait.puppet,Opfer
opinion_mind.slander_to_other,Hegte Groll gegen eine andere Person
mind.beer_drinking,Rausch: Bier
mind.prayed,Hat gebetet
mind.sleepiness,Schläfrigkeit
trait.sleepiness,Schläfrigkeit
map.category.agression,Aggression
9map.appoint.sub_category.sudden_attack,Plötzliche Angriffe
trait.sex_desire_weak,Sexualtrieb
trait.sex_desire_strong,Sexuelle Besessenheit
mind.sex_desire_weak,Sexualtrieb
mind.sex_desire_strong,Sexuelle Besessenheit
trait.malnutrition,Mangelernährung
mind.malnutrition,Mangelernährung
opinion_mind.sudden_attacked_me,Griff mich plötzlich an
opinion_mind.sudden_attack_traity,Griff mich plötzlich und heimtückisch an
opinion_mind.sudden_force_neutrality_me,Zwang mir die Neutralität auf
menu.bodyguard,LEIBWÄCHTER
bodyguard.maximal_count,Wachen ({current} / {maximal})
bodyguard.minimal_battle_level,Mindest-Kampfstufe
activity_state.bodyguard_watching,Bewacht den Lord
trait.on_bender,Alkoholrausch
notification.on_bender,{name}: war auf Sauftour!
display_event.sudden_attack,Ein plötzlicher Angriff! Die Armee von {faction_name} ist im Anmarsch!
bodyguard.status.no_guards,Keine Krieger verfügbar.
bodyguard.status.active,Wachschutz hält bis 04:00 Uhr.
bodyguard.status.start_soon,Wachschutz beginnt um 23:00 Uhr.
bodyguard.appoint_line_1,Leibwächter zuweisen
bodyguard.appoint_line_2,Leibwächter {current}/{limit}
actor.general,ALLGEMEIN
actor.important_feelings,STARKE GEFÜHLE
opinion_mind.my_master_enemy,Der Feind meines Vorbilds
opinion_mind_interest.culture,Interessante Kultur
trait.crimer,Verbrecher
building.menu.terror_slaves,Sklave {count}
building.menu.criminal,Verbrecher
menu.migration.change,Zuwanderer: {count}
mind.crime_in_city,Verbrechen in der Stadt
opinion_mind.small_talk,Hatte ein zwangloses Gespräch
wolf.name,Wolf
pig.name,Schwein
tech.philosophy_history,Geschichte der Philosophie
mind.slept_on_ground,Schlief am Boden
building.temple.preach.usual_preach,Predigt der Freude
faction.bums_in_rags,Lumpenpack
menu.buidling.church.mind_add,Laune +{moral_add}
