Key,TraditionalChinese
main_menu.new_game.family.members.single_king,孤獨王者
main_menu.new_game.family.members.king_wife_three_brothers,三兄弟與一位妻子
main_menu.new_game.family.members.king_wife_two_brothers,兩兄弟與一位妻子
display_event.lost_knowledge,知識危機
display_event.soldier_tax_decreased,軍隊稅額降低
letter.tax_increase_2,我們內心懷抱最高敬意，見證您的州省權勢日漸增長！無庸置疑，如此財富都有賴我們誠心侍奉的聖母索菲亞的庇佑。若要確保聖母持續垂聽您的禱告，還有什麼方法比得上以部分財富回報聖母的僕人以表達感激呢？
letter.tax_decrease,我們對您的州省近日遭逢的劫難致上最深的慰問之意！聖母索菲亞不會對她的子民所承受的苦痛冷漠以待──我們相信您應無需再支付提高的戰士稅款！
letter.army_tax_decrease_footer,"由於您的州省現在變小了，神愛之家認為唯有讓您支付較少的道路維護費用方顯公平。
 
 教會<b>降低</b>了戰士稅，該項稅金費用現在由每名戰士每單位戰鬥能力 {old_tax} 降為 {new_tax}。"
menu.battle_squad.shoot_in_archers,瞄準弓兵
statistics_menu.province.trees_felled_yesterday,昨天砍伐的樹木：
statistics_menu.province.trees_growed_yesterday,昨天新長出的樹木：
grave.king,在無數耀眼成就後，我在此找到平靜。{province_name}，勿忘汝等之君的成就！
grave.king_kia,在保家衛國的戰鬥中光榮死去。{province_name}，銘記我的名字！
grave.smart,一位知識淵博的智者在此長眠。
grave.mother,慈愛的母親，忠誠的妻子。聖母索菲亞將擁你入懷。
grave.victor,一位偉大的指揮官在此長眠，他戰無不勝，只敗給死亡。
grave.queen,敬愛的女王。{province_name}深感悲痛。
grave.heir,一位未能戴上冠冕的王儲在這塊石碑下安眠。
grave.kia,在捍衛君王的戰鬥中倒下，永恆的榮耀與緬懷伴你長眠！
grave.generic_1,在許多偉大功績後，他在此陷入長眠。聖母索菲亞，請接引這個靈魂！
grave.generic_2,我以為聖母索菲亞能賜與我更多的時間。
grave.generic_3,願你在生前未能享有的平靜中安息。
grave.generic_4,如果？
grave.generic_5,生前何須多睡，死後必定長眠。
letter.villager_name,村長{name}
grave.dyed_at,死於 {age} 歲。
grave.grave_of,{name}之墓
map.defence_own_village,村莊守軍
activity_state.grave_visit_go,拜訪墳墓
activity_state.grave_visit,緬懷逝者
mind.close_remember,逝者回憶
mind.grave_visit,拜訪至親之墓
menu.construction.category.graves,紀念碑
building.grave,墳墓：{name}
notification.close_remember,{name}：回憶至親（{name_2}）
grave.generic_6,這位貴族的善行將在人民心中永存。
grave.generic_7,這位貴族在世時是信仰與美德的楷模，願聖母索菲亞接納他的靈魂。
grave.generic_8,此人曾為他人帶來光芒，那道光芒將永遠留存在眾人心中。
grave.generic_9,別愁眉苦臉的嘛，馬上就輪到你了！
grave.generic_10,笑看命運之人在此長眠。
grave.generic_11,這位貴族想前往更美好的世界，但恐怕走上了錯誤的道路。
grave.generic_12,克服不了宿醉的貴族在此長眠。
grave.generic_13,逝者的遺言為：「我相信一切都會沒事的！」
grave.generic_14,此人過度熱愛盛宴……尤其是最後一餐。
grave.generic_15,此人輸了與死神的賭局。
grave.generic_16,人生有如一把魯特琴──有很多琴弦，卻沒有半顆音符是準的。
grave.generic_17,這位總說：「我才不怕！」的貴族理當心懷恐懼。
grave.generic_18,此人以為人生只是一場遊戲。
grave.generic_19,此人曾經熱愛賭骰子……直到他賭了人生最後一把。
grave.generic_20,這位尊貴的貴族知曉得太多……並因此自嘗苦果。
grave.generic_21,此人曾說：「別擔心，我知道自己在做什麼。」
grave.generic_22,拿自己來測試盔甲強度不是個好主意。
grave.generic_23,此人過度熱愛冒險。
grave.generic_24,將其一生奉獻給聖母索菲亞與他人者在此安眠。
grave.generic_25,世間的旅程已經結束，隨後即是聖母索菲亞看顧下的永恆。
grave.generic_26,這位真正的君王曾為榮耀與正義而戰，願他安息。
letter.inquisition_go_to_purge,我們一直以來都懷著一顆沉重的心，看著您墮入罪惡的深淵……然而我們無法再容忍了，為了聖母索菲亞所有的子民，我們別無選擇，只能讓您與您的子民接受火的洗禮。嚴父已為您的靈魂祈禱，並集結他忠誠的審判軍弟兄。
mind.enemy_grave_visited,為敵人掃墓
work.executor,劊子手
mind.caprice,夢想未實現
mind.caprice_success,夢想已實現
display_event.obession_appear,{name}：新執念。
options_menu.graphics.display_scars,顯示疤痕
building.menu.gallows_culture_terror,這些貴族屬於此文化，與君王的關係值將惡化 <red>{mind_strength}：</red>
opinion_mind.culture_terror,文化受恐怖打壓
display_event.lords_against_terror,這些貴族對於恐怖打壓{culture}感到不滿
name.nickname_1,醉不倒
name.nickname_2,嗜酒紅鼻
name.nickname_3,碎杯者
name.nickname_4,啤酒貴族
name.nickname_5,啤酒騎士
name.nickname_6,一口乾
name.nickname_7,獨酌者
name.nickname_8,舞不停
name.nickname_9,樂天派
name.nickname_10,黃皮仔
name.nickname_11,瞇瞇眼
name.nickname_12,黃皮笑匠
name.nickname_13,迷霧貴族
name.nickname_14,蜜露之友
name.nickname_15,討酒漢
name.nickname_16,黃皮跑者
name.nickname_17,髒繃帶
name.nickname_18,瘋子
name.nickname_19,蜜露壇子
name.nickname_20,飛毛腿
name.nickname_21,兔魂
name.nickname_22,舉手者
name.nickname_23,翹腳仔
name.nickname_24,縮頭刺蝟
name.nickname_25,小麻雀
name.nickname_26,怕事仔
name.nickname_27,小老鼠
name.nickname_28,夾尾仔
name.nickname_29,駭人猛拳
name.nickname_30,冷劍
name.nickname_31,勇者
name.nickname_32,猛獅
name.nickname_33,勇武
name.nickname_34,鐵掌
name.nickname_35,無畏戰士
name.nickname_36,重拳手
name.nickname_37,大師
name.nickname_38,蜜蜂
name.nickname_39,鞭子
name.nickname_40,懶鬼剋星
name.nickname_41,喚醒者
name.nickname_42,自以為聰明
name.nickname_43,書呆子
name.nickname_44,兩腳書櫥
name.nickname_45,萬事通
name.nickname_46,圖書館員
name.nickname_47,高額智者
name.nickname_48,智慧貴族
name.nickname_49,學究
name.nickname_50,文法警察
name.nickname_51,老師
name.nickname_52,行家
name.nickname_53,機智之蛇
name.nickname_54,良師益友
name.nickname_55,知識泉源
name.nickname_56,判官
name.nickname_57,死記仇
name.nickname_58,執法者
name.nickname_59,小偷剋星
name.nickname_60,絞刑官
name.nickname_61,暴君
name.nickname_62,鐵腕
name.nickname_63,劊子手
name.nickname_64,血手
name.nickname_65,吸血鬼
name.nickname_66,絞索
name.nickname_67,嗜血魔
name.nickname_68,絞刑架
name.nickname_69,鬥士
name.nickname_70,邪刃
name.nickname_71,喚死者
name.nickname_72,幸運星
name.nickname_73,挑戰者
name.nickname_74,緊張鬼
name.nickname_75,恍惚者
name.nickname_76,怪咖
name.nickname_77,怪胎
name.nickname_78,神經病
name.nickname_79,幸運兒
name.nickname_80,惹不起
name.nickname_81,坐不住
name.nickname_82,浪遊客
name.nickname_83,長腿
name.nickname_84,行動者
name.nickname_85,漂泊者
name.nickname_86,遊蕩者
name.nickname_87,走不停
name.nickname_88,稻草人
name.nickname_89,夢魘
name.nickname_90,內在美
name.nickname_91,愛哭鬼
name.nickname_92,傻瓜
name.nickname_93,盲目者
name.nickname_94,好騙仔
name.nickname_95,天真貴族
name.nickname_96,押雙狂
name.nickname_97,再來一次
name.nickname_98,食言賭鬼
name.nickname_99,梭哈仔
name.nickname_100,暗夜貴族
name.nickname_101,盲眼貴族
name.nickname_102,黑之貴族
name.nickname_103,鼴鼠
name.nickname_104,獨眼貴族
name.nickname_105,獨眼巨人
name.nickname_106,盲眼仔
name.nickname_107,半盲貴族
name.nickname_108,扶一把
name.nickname_109,無力擁抱
name.nickname_110,手殘者
name.nickname_111,缺胳膊
name.nickname_112,獨臂貴族
name.nickname_113,殘肢
opinion_mind.relative_suffer,我在其領地中的親戚正在受苦受難
opinion_mind.relative_dead,我在其領地中的親戚已死亡
display_event.relatives_worse_relations,{name}：此人物的親戚對君王的態度惡化了
display_event.got_nickname,{name}：此人物獲得了綽號「{nickname}」
display_event.lord_not_have_time_for_chancellery,官邸管理者無法及時趕到。
building.menu.status.waiting_inspector,等待管理者中
building.watch_tower.archers,弓兵
actor.action_task.assasins_guest_give_child,奉獻第一位孩子
actor.action_task.assassination,秘密刺殺
activity_state.npc_guest.go_to,前往城鎮中心
activity_state.npc_guest.wait,等待對談中
display_event.guest_arrive,一位特別嘉賓已經抵達：{guest_name}
building.watch_tower.weapons,武器
building.watch_tower.armor,盔甲
building.watch_tower.orders,命令
building.watch_tower,弓兵塔
building.watch_tower.auto_collect,自動指派弓兵
actor.action_task.hire_escaped_lord,邀請加入王室
display_event.escaped_lord_arrive,貴族尋求庇護
letter.escaped_lord,我知道那個無賴會前來您的城鎮尋求庇護。請您萬萬不可接納他，最好盡速將他驅離。您根本不知道這個禽獸對我們做過什麼事！
letter.escaped_lord_richstring,"貴族 {soul_uuid_lord} 尋求你的省邦給予庇護。
 
 你可以驅離或接納這位貴族，使其以<hint=hint_untitled_lord>小貴族</hint>的身分加入你的王室。
 
 如果你選擇接納他，{soul_uuid} 與你的統治者的關係惡化<red>{rel_de}</red>。"
building.watch_tower.status.need_to_assign_watchmans,我們必須指派弓兵！
building.watch_tower.status.no_available_soldiers,沒有戰士可用！
building.watch_tower.status.soldiers_go_to_tower,戰士衝往高塔
building.watch_tower.status.attack,攻擊{target_name}
building.watch_tower.status.on_duty,搜尋威脅中。
building.watch_tower.status.not_summoned,弓兵尚未被召喚。
activity_state.watch_tower.go_to,我要前往弓兵塔。
activity_state.watch_tower.on_duty,在弓兵塔服役
letter.escaped_lord_final,你作了不明智的決定。{lord_uuid}應該待在絞架上，而不是成為你的座上賓。很遺憾，我實在沒有臉揭露他做了什麼來取信於你，但我認為你的判斷應該要更明智。
letter.escaped_lord_richstring_final,"你已經接納了逃亡貴族以<hint=hint_untitled_lord>小貴族</hint>的身份加入你的王室。
 
 {king_uuid}與你的統治者的關係惡化<red>{rel_de}</red>。"
display_event.witch_save_message,收到來信
letter.witch_save_message,"統治者不一定會對尋求庇護的普通女性如此仁慈，願意挺身而出，保護她們不受新女神的無知僕人欺凌！
 
 非常感謝你伸出援手，容我致上謙卑的祝福。"
letter.witch_save_message_richstring,女巫為表達感謝之意，讓你的統治者獲得了特質<hint={trait_hint}>{trait_caption}</hint>。
trait.impotence,性慾不振
trait.longlive,延年益壽
trait.male_birth,弄璋之喜
actor.action_task.witch_save,女巫：賄賂
actor.action_task.witch_give,女巫：移交
actor.action_task.trade_with_knowledge_trade,貿易
actor.action_task.hire_mountain_knight,僱用
actor.action_task.hire_escaped_lord,邀請加入王室
actor.action_task.bandit_slave_buy,為囚犯贖身
actor.action_task.buy_dog,購買狗兒
actor.action_task.sacrifice_allow,允許舉行紅色彌撒
actor.action_task.depart_uniq_guest,驅逐
building.watch_tower.enemy_tower,射手塔能爲弓兵提供保護和額外的射擊精確度。選擇一個單位並點擊<b>右鍵</b>進行攻擊。
actor.class.light_crossbowman,輕弩兵
global_map.object.army.defenders,駐守部隊
map.ask_player_send_army_to_attack,要求派遣軍隊
opinion_mind.player_ally_send_army,派遣軍隊支援
opinion_mind.leader,聯盟領袖
global_map.choose_army,選擇部隊
actor.action.army.allies,盟友
actor.action.army.vassals,附庸
display_event.uniq_slave_release_message,囚犯的親筆信
letter.uniq_slave_release_message_noble,"我是你向劫匪贖身並釋放的不幸者。

現在的我深刻體認到，美麗的少女帶來的不僅是愛情的心醉神迷，還有致命危險的殘酷背叛，這個道理簡單到讓人慚愧不已，我寧願死也不願向你坦承自己的真實身分。

儘管如此，我還是非常感謝你大力相助，我會想辦法償還你所付的贖金。"
letter.uniq_slave_release_noble_richstring,這封信隨附 <hint=hint_resource_gold>{count}</hint>。
letter.uniq_slave_release_message_bandit,"敬啟者！我是一名神父，名叫阿納斯塔修斯，代表某人寫信給你。對方是個目不識丁的流民，聲稱你最近從牢裡救出他，還付了大筆贖金。

他想傳達的是，他因賭博而賠上自己的全部身家，為了償還賭債，他請同伴將自己假扮成神秘貴族，然後將自己高價賣出。

你好意出手相助，喚醒了他的良知，所以想請你原諒這個無傷大雅的惡作劇。他無以為報，只能拜託我誠心祈禱你永保康健。"
letter.uniq_slave_release_bandit_richstring,信封裡只裝著信件。
map.demand_player_send_army_to_attack,要求派遣軍隊
opinion_mind.matriarch_witch_give,將女巫移交審判
display_event.witch_king_got_impotence,你的統治者感到不適
display_event.too_smart_old_lord,{name}：知識有就此消失的風險！
display_event.lord_banned,{name}：在{faction_name}不受歡迎的人！
mind.animal_master,主人
activity_state.go_to_pet,正要去顧寵物
mind.animal_play,與狗狗玩
map.vassal_ai_want_to_rebel,附庸即將起義
opinion_mind.bribe_my_heir,企圖推翻我
menu.army.keep_last_army,儲存最新的軍隊組成
actor.action_task.order_song_religious,宗教讚歌
actor.action_task.order_song_lyric,抒情詩
actor.action_task.order_song_glory,英雄之歌
actor.action_task.order_song_good,寓言故事
activity_state.npc_bard.go_to,正要去玩
activity_state.npc_bard.work,正在玩耍
actor.action_task.dog_tame,馴服狗狗
actor.action_task.dog_transit,給予狗狗
activity_state.npc_joker.go_to,準備娛樂民眾
activity_state.npc_joker.work,娛樂民眾
display_event.guest_assassin_success_death,{target_name}：突然死亡
auto_backup_saves.header,儲存已建立的備份檔
auto_backup_saves.body,"你開啟了<b>《諾蘭德》</b>的測試用分流。我們致力於讓遊戲維持穩定，但總會有出乎意料的狀況發生！
 
 另外，在測試用分流建立的存檔，可能暫時無法與遊戲例行分流相容（如果你決定轉回例行分流進行）。這是我們在另一個獨立資料夾 <b>(%localappdata%/Strategy/saves/backup/)</b> 備份所有存檔的原因。若想在 Windows 下存取該資料夾，請按 WIN+R，並輸入 %localappdata%/Strategy/，然後按下「Enter」。
 
 你如果想恢復至這些存檔進度，只要將檔案移至<b>「saves/」</b>資料夾即可。
 
 我們非常重視玩家對於我們各項異動的意見，歡迎在 Steam 論壇或我們的 Discord 發表任何意見。謝謝！"
mind.heard_good_song,吟遊詩人的抒情之歌
display_event.unique_guest_bishop,來自國母的信
letter.unique_guest_bishop,親愛的孩子！我們聽聞你熱情好客又寬厚大方，這真是讓人欣喜的好消息！我們很感謝你溫情款待我們深愛的人！他雖然與某位統治者意見不合，但他是我們心之所願、愛好和平且光明磊落的侍僕，我們很高興他健康依舊，可以在你的省邦找到一時的庇護之所。
letter.unique_guest_bishop_richstring,與國母和主教的關係：<green>+{rel_de}</green>
display_event.unique_guest_philosoph,來自遠方統治者的信
letter.unique_guest_philosoph,我風聞某人可能微服私訪你們的領地。懇請你們不要接待他！這個狗娘養的雜種，在晨禱上公開質疑聖母索菲亞的慈愛，犯下了褻瀆之罪！請謹慎思量！
letter.unique_guest_philosoph_richstring,現在，你知道 {soul_uuid} 為何會出現在你的領地了吧。
action_task_assassination,秘密刺殺
actor.action_task.trade_with_nectar_trader,交易
activity_state.joker_watch.go_to,去看小丑表演
activity_state.joker_watch.process,享受精湛演出
activity_state.joker_watch.give_gold,打賞給小丑
building.wooden_wall,興建木製圍欄
actor.action_task.dog_play,玩耍
work.warden,獄卒
display_event.some_soldiers_refuse_patrol,某些戰士拒絕巡邏
display_event.bard_complete_order,吟遊詩人已完成工作
activity_state.bard_watch.go_to,正要去聽吟遊詩人演奏
activity_state.bard_watch.process,聽吟遊詩人演奏中
activity_state.npc_bard.wait,正在等聽眾
opinion_mind.kick_out_me_from_alliance,破壞聯盟關係
opinion_mind.kick_out_me_from_vassalage,重獲自由
display_event.sacrifice_allowed,已批准舉行紅色彌撒
display_event.sacrifice_result,紅色彌撒結束
opinion_mind.sacrifice_allowed,紅色彌撒獲得批准
name.incognito,微服私訪
guest.assassin,達赫瑪祭司
guest.escaped_lord,逃亡貴族
guest.joker,小丑
guest.knowledge_trader,藏書團
guest.mountain_knight,盜匪團騎士
guest.witch,女巫
guest.bandit_and_slave,帶著囚犯的流民
guest.dog_seller,寵物商人
guest.cultists,亡神執政官
guest.bard,吟遊詩人
guest.nectar_trader,蜜露商人
guest.incognito,微服私訪
opinion_mind.escaped_lord_accept,接濟逃逸貴族
display_event.click_to_read_message,按一下閱讀訊息
display_event.unique_guest_philosoph_depart,賓客的字條
letter.unique_guest_philosoph_depart,請容在下向您無邊的慷慨致謝！然而，遺憾的是，鄙人由於行蹤遭到敵人掌握，因此不得不在您的盛情款待下離開貴寶地。為紀念您我之間令人愉悅的談話，在此奉上這本小書。願它能使您憶起小人，同時也提醒您，對異文化抱持開放的態度能如何使吾人成長茁壯。
letter.unique_guest_philosoph_richstring_depart,"你的賓客在離城前留下了這張字條，同時附上一本{culture_name}語字典作為臨別贈禮。
 
 你的貴族日後將會心懷暖意地回想起這位外賓。"
display_event.unique_guest_bishop_depart,賓客的字條
letter.unique_guest_bishop_depart,感謝您的款待，但由於我在崇信石殿的朋友努力操作下，國母已經完全瞭解了我的狀況，所以我必須離開。真理不辯自明，因此我已經獲得原諒，也得到了眷顧。為了回報您，我會在國母面前為您稍加美言，將您描述為一位虔誠而忠實的統治者。願聖母索菲亞保佑您！
letter.unique_guest_bishop_richstring_depart,"你的賓客在離城前留下了這張字條，
 
 你和<hint=hint_relations_matriarch>國母</hint>與<hint=hint_bishop>主教</hint>的關係似乎會在近期內有所改善。"
ceremony.sacrifice,紅色彌撒
family_tree.branch_of,分支：{character_name}
family_tree.role.lord,勳爵
display_event.place_hall,建造大廳
letter.unique_guest_piligrims_accept,你對於造訪你的領地的朝聖者相當慷慨，我們相當欣喜。希望其他正當的統治者能把你的信仰當作典範！
letter.unique_guest_piligrims_accept_richstring,"國母相當感謝你對朝聖者的款待以及你向他們提供的食物。
 
 $ 與國母的關係：<green>+{rel_inc}</green>"
letter.unique_guest_piligrims_not_accept,對於你對待我們的朝聖者子民的方式，我們相當失望。勿忘索菲亞所言：用你對待長子的方式對待我的子民！希望你將踏上修正和恩典的正途！
letter.unique_guest_piligrims_not_richstring,"你對待朝聖者的方式令國母失望。
 
 $ 與國母的關係：<red>-{rel_de}</red>"
guest.piligrims,朝聖者
actor.action_task.piligrims_give_food,捐獻麵粉
actor.action_task.piligrims_give_swede,捐獻洋蕪菁
opinion_mind.piligrims_didnt_share,苛待朝聖者
opinion_mind.piligrims_share_swede,向朝聖者提供洋蕪菁
opinion_mind.piligrims_share_food,向朝聖者提供麵粉
faction.new.name.1,麥斯托克
faction.new.name.2,卡林
faction.new.name.3,特瑙
faction.new.name.4,諾斯
faction.new.name.5,雷托斯
faction.new.name.6,索菲亞
faction.new.name.7,厄格拉特
faction.new.name.8,雷金
faction.new.name.9,瓦斯納
faction.new.name.10,戈諾
faction.new.name.11,克里吉
faction.new.name.12,斯瓦
faction.new.name.13,萊克里亞
faction.new.name.14,綺納
faction.new.name.15,雅瑪
faction.new.name.16,埃斯納
faction.new.name.17,費倫努克
faction.new.name.18,塔米亞
faction.new.name.19,勒維克
faction.new.name.20,阿勒斯提亞
faction.new.name.21,尼亞米亞
faction.new.name.22,克拉斯特
faction.new.name.23,亞登
faction.new.name.24,薩拉穆特
faction.new.name.25,哈勞
global_map_new.g_label.1,神聖崛起
global_map_new.g_label.2,寂靜虛空
global_map_new.g_label.3,閃耀高峰
global_map_new.g_label.4,遙遠森林
global_map_new.g_label.5,詛咒沼澤
global_map_new.g_label.6,伊斯托瑪湖
global_map_new.g_label.7,迷霧森林
global_map_new.g_label.8,荒蕪谷
global_map_new.g_label.9,烏斯瑪河
global_map_new.g_label.10,食肉狼森林
global_map_new.g_label.11,帝王樹林
global_map_new.g_label.12,貝洛拉河
global_map_new.g_label.13,堡壘山脊
global_map_new.g_label.14,白色海灣
global_map_new.g_label.15,冰凍海
global_map_new.g_label.16,舊神之地
global_map_new.g_label.17,妹妹河
global_map_new.g_label.18,姊姊河
global_map_new.g_label.19,翡翠平原
global_map_new.g_label.20,緋紅樹林
global_map_new.g_label.21,維爾塔湖
global_map_new.g_label.22,傷痕荒地
global_map_new.g_label.23,南方林域
global_map_new.g_label.24,死寂荒漠
global_map_new.g_label.25,長老樹林
global_map_new.g_label.26,賽瑞尼斯河
global_map_new.g_label.27,柔韌丘陵
global_map_new.g_label.28,明鏡湖
global_map_new.g_label.29,卡札丘陵
global_map_new.g_label.30,瑪哈沙漠
global_map_new.g_label.31,費洛克斯隘口
global_map_new.g_label.32,異教徒山脈
global_map_new.g_label.33,凱登森林
global_map_new.g_label.34,舞動綠地
global_map_new.g_label.35,攝政湖
global_map_new.g_label.36,聖米迦勒原野
global_map_new.g_label.37,灰鎖谷
global_map_new.g_label.38,奧圖姆河
global_map_new.g_label.39,鐵之山脊
global_map_new.g_label.40,薩爾圖斯沙漠
global_map_new.g_label.41,貧瘠山脈
global_map_new.g_label.42,南方海
global_map_new.g_label.43,風暴海
global_map_new.g_label.44,神聖湖
global_map_new.g_label.45,禁忌島
global_map_new.g_label.46,哭泣森林
global_map_new.g_label.47,焦褐山脈
display_event.lost_knowledge_final,知識已消失
advisor.knowledge_lost_soon,知識危機
global_map_new.g_label.48,崇信石殿
input.key.backspace,退格鍵
input.key.arrow_up,上方向鍵
input.key.arrow_down,下方向鍵
input.key.arrow_left,左方向鍵
input.key.arrow_right,右方向鍵
input.key.enter,輸入鍵
input.key.f1,F1
input.key.f2,F2
input.key.f3,F3
input.key.f4,F4
input.key.f5,F5
input.key.f6,F6
input.key.f7,F7
input.key.f8,F8
input.key.f9,F9
input.key.f10,F10
input.key.f11,F11
input.key.f12,F12
input.key.delete,刪除鍵
input.key.end,End 鍵
input.key.home,起始鍵
input.key.insert,插入鍵
input.key.pg_up,向上頁面滾動鍵
input.key.pg_down,向下頁面滾動鍵
input.key.pause,暫停鍵
input.key.num_0,數字鍵 0
input.key.num_1,數字鍵 1
input.key.num_2,數字鍵 2
input.key.num_3,數字鍵 3
input.key.num_4,數字鍵 4
input.key.num_5,數字鍵 5
input.key.num_6,數字鍵 6
input.key.num_7,數字鍵 7
input.key.num_8,數字鍵 8
input.key.num_9,數字鍵 9
input.key.decimal,小數點鍵
input.key.divide,斜線鍵
input.key.shift,Shift 鍵
input.key.alt,Alt 鍵
input.key.ctrl,Ctrl 鍵
input.key.space,空白鍵
input.key.subtract,減號鍵
input.key.tab,Tab 鍵
input.key.mb_left,滑鼠左鍵
input.key.mb_right,滑鼠右鍵
input.key.mb_middle,滑鼠中鍵
input.key.mb_side1,滑鼠前鍵
input.key.mb_side2,滑鼠後鍵
input.key.mb_wheel_up,滑鼠滾輪向上
input.key.mb_wheel_down,滑鼠滾輪向下
input.action.camera_up,上
input.action.camera_down,下
input.action.camera_left,左
input.action.camera_right,右
input.action.zoom_in,拉近
input.action.zoom_out,拉遠
input.action.camera_move,移動鏡頭視角
input.action.select_object,選取物件
input.action.menu_back_close,返回／關閉選單
input.action.speed_one,一倍速
input.action.speed_two,兩倍速
input.action.speed_three,四倍速
input.action.speed_pause,暫停
input.action.menu_construction,「建築」選單
input.action.menu_production,「生產」選單
input.action.menu_finances,「財務」選單
input.action.menu_statistics,「統計」選單
input.action.menu_army,「軍事」選單
input.action.menu_dynasty,「朝代」選單
input.action.menu_knowledge,「知識」選單
input.action.menu_map,世界地圖
input.action.construction_rotate_l,建築：向左轉
input.action.construction_rotate_r,建築：向右轉
input.action.gui_add_more,增加 10
input.action.squad_order_attack,對部隊的命令
input.action.select_next_lord,選擇下一位貴族
input.action.select_previous_lord,選擇前一位貴族
input.category.general,一般控制
input.category.speed,遊戲速度
input.category.menu,選單
input.category.misc,其他
display_event.bandit_save_message,來自匿名人士的信
letter.bandit_save_message,"我是安德烈神父，我謹代表某匿名人士寫信給您，他付了我一筆可觀的費用，要求我使用最好的紙張書寫這封信。我的委託人坦承其罪惡之路使之成為了滿手血腥者，在此期間，他成功累積了大量財富，逃脫了同夥的魔爪。
 
 您的庇護使其得以擺脫追捕，如今他已安全無虞。他承諾會透過聖商隊送上一些東西以報答您的恩情。"
letter.bandit_save_message_richstring,原來這位匿名人士是一名劫匪，但他深深感激你的善意與你提供的庇護。或許他真的會為這次的仁慈之舉報答你的統治者。
trade.bandit_reward,報答仁慈之舉
display_event.bandits_camp_was_bribed,林中劫匪已遭賄賂！
settings_menu.tab.general,一般
settings_menu.tab.controls,控制
input.binding_mode,請按任意鍵……
input.restore_default,恢復預設設定
display_event.maniac_captived_message,來自鄰邦統治者的信
letter.maniac_captived_message,親愛的鄰邦您好！您的戰士將一名惡名昭彰的貴族押送自此。感謝您抓住此人，我還以為我再也見不到他了。現在他會受到應有的懲罰，而正義將會伸張。我將為您奉上一份小禮物，對您參與此事以示感謝。
letter.maniac_captived_message_richstring,"{soul_uuid_maniac}已被俘虜並送至其所屬領地。
 
 為感謝你，該領地的統治者將送你一份小禮物：<hint=hint_resource_gold>{gold}</hint>"
activity_state.maniac.go_to_kill,正要去殺害
activity_state.killing.wait,等待死亡
activity_state.maniac.killing,殺害
activity_state.dog_play.go_to,正要去和狗狗玩
activity_state.dog_play.play,和狗狗玩
activity_state.dog_play.dog_wait,等待主人中
activity_state.dog_play.dog_play,和主人玩
mind.mind_joker_watched,小丑的表演
letter.maniac_about_message,親愛的鄰邦您好！我聽說一位來自我們土地的貴族曾入境貴領地。此人是聲名狼籍，是個無法無天、以殺戮為樂的虐待狂。而他近期僥倖逃脫，如今有消息顯示他在貴領地繼續他邪惡的娛樂。可惜他並未受到懲罰，但我們會祈求聖母索菲亞以其神聖之手予以制裁，正義終有伸張時。
letter.maniac_about_message_richstring,這位匿名虐待狂未受懲罰便離開了你的領地，誰知道你是否會再度遇見他？
display_event.maniac_about_message,來自鄰邦統治者的信
display_event.bandit_leave,該匿名人士已離開領地
tech.trade_tax_reduce,灰色合約
tech.market_depth_increase,擴張需求
tech.book_rewrite_cost_decrease,窄字體
tech.saint_king,力量的神聖性
tech.church_defence,索菲亞的庇佑
tech.easier_divorce,離婚的辯護
tech.bishop_fix_relations,補償式和解
tech.detach_ex_bandit,全新的開始
tech.knife_battle_stronger,匕首大師
tech.stronger_weapon,耐久油膏
tech.better_training,新兵
tech.moral_vs_bandits,劫匪之錘
knowledge.blocked_reason.contracts_required,{number_of_contracts}/{required_contracts} 貿易合約
knowledge.blocked_reason.books_required,書籍：{number_of_books}/{required_books}
knowledge.blocked_reason.soldiers_required,戰士：{number_of_soldiers}/{required_soldiers}
knowledge.blocked_reason.matriarch_relation_required,國母的關係：{number_of_relation}/{required_relation}
map.maniac_in_bandit_camp,劫匪營地中的匿名人士
map.menu.quest.manuac_captived,匿名人士已遭俘虜。
actor.part_of_nature.trader,商人
actor.action_task.church_defence,神愛之家的庇佑
actor.action_task.bishop_fix_relations,仇恨中的懺悔
opinion_mind.repentance_of_hatred,仇恨中的懺悔
opinion_mind.church_defence_request,由於請求守護而暴露了弱點
knowledge.blocked_reason.caravan_bring_required,有一位貴族必定知曉{knowledge_name}。
input.not_bounded,未綁定
input.key_already_used,按鍵重複設定
opinion_mind.bishop_guest_accept,庇護了神父
input.action.quick_save,快速儲存
matriarch.church_defence_active,距離神愛之家的庇佑結束倒數天數：{days}。
actor.part_of_nature.philosoph,學者
mind.fight_agains_bandit,劫匪之錘
opinion_mind.my_master,我的偶像
opinion_mind.my_puppet,我的傀儡
mind.made_gift_to_master,送了禮物給其偶像
mind.master_death,偶像的死亡
appoint.puppet_action_set,行動結果：傀儡的忠誠度會降低
display_event.puppet_become,{master}已讓{puppet}聽命。
display_event.puppet_reset,{puppet}不再是傀儡了。
opinion_mind.forced_to_crime,被迫犯罪
opinion_mind.forced_to_action,被迫行動
actor.opinion.special.master,偶像
actor.opinion.special.puppet,傀儡
actor.relations.filter.puppets,傀儡
opinion_mind_interest.lust,好色特質
menu.army.new_army.create.build_hall,無法進行。建造大廳。
opinion_mind.forced_puppet_rebellion,使用傀儡起義
map.lord_rebellion_puppet,傀儡起義
changelog.header,是否有新變化？
display_event.check_problems,請查看問題選單
display_event.lord_dead_in_hostage,{name}：囚禁時死亡
