Key,Polska
name.nickname_45,Mędrek
name.nickname_46,Bibliotekarz
name.nickname_47,Wielkie Czoło
name.nickname_48,Mądry Lord
name.nickname_49,Magister
name.nickname_50,Gramatyk
name.nickname_51,Nauczyciel
name.nickname_52,Koneser
name.nickname_53,Mądry Wąż
name.nickname_54,Mentor
name.nickname_55,Kopalnia Wiedzy
name.nickname_56,Sędzia
name.nickname_57,Odwdzięczę się
name.nickname_58,Prawnik
name.nickname_59,Pogromca Złodziei
name.nickname_60,Mistrz Szafotu
name.nickname_61,Tyran
name.nickname_62,Żelazna Ręka
name.nickname_63,Kat
name.nickname_64,Krwawe Ręce
name.nickname_65,Krwiopijca
name.nickname_66,Pętla
name.nickname_67,Krwiożerczy Potwór
name.nickname_68,Szafot
name.nickname_69,Pojedynkowicz
name.nickname_70,Klinga Zła
name.nickname_71,Zew Śmierci
name.nickname_72,Szczęściarz
name.nickname_73,Podejmij Wyzwanie
name.nickname_74,Nerwowy
name.nickname_75,Nieobecny
name.nickname_76,Stuknięty
name.nickname_77,Szaleniec
name.nickname_78,Psychol
name.nickname_79,Pobłogosławiony
name.nickname_80,Nie Zbliżać się
name.nickname_81,Niespokojny Lord
name.nickname_82,Podróżnik
name.nickname_83,Długonogi
name.nickname_84,Gotowy
name.nickname_85,Wędrowiec
name.nickname_86,Włóczykij
name.nickname_87,Niespokojne Nogi
name.nickname_88,Strach na Wróble
name.nickname_89,Koszmar
name.nickname_90,Wewnętrzne Piękno
name.nickname_91,Dziecięcy Płacz
name.nickname_92,Prostak
name.nickname_93,Ślepiec
name.nickname_94,Ufna Ofiara
name.nickname_95,Naiwny Lord
name.nickname_96,Wszystko na Parzyste
name.nickname_97,Jeszcze Raz
name.nickname_98,Ostatni Zakład
name.nickname_99,Za Wszystko
name.nickname_100,Mroczny Lord
name.nickname_101,Ślepy Lord
name.nickname_102,Czarny Lord
name.nickname_103,Kret
name.nickname_104,Jednooki Lord
name.nickname_105,Cyklop
name.nickname_106,Martwe Oko
name.nickname_107,Jednooki Władca
name.nickname_108,Potrzymaj Tacę
name.nickname_109,Pokorna Zgoda
name.nickname_110,Zła Ręka
name.nickname_111,Nieobecny
name.nickname_112,Jednoręki Lord
name.nickname_113,Pień
opinion_mind.relative_suffer,W jego prowincji cierpi mój krewny.
opinion_mind.relative_dead,W jego prowincji zmarł mój krewny.
display_event.relatives_worse_relations,{name}: Krewni postaci stali się mniej przychylni twojemu królowi.
display_event.got_nickname,{name}: Postać zyskała przydomek „{nickname}”.
display_event.lord_not_have_time_for_chancellery,Zarządca kancelarii nie dotrze tam na czas.
building.menu.status.waiting_inspector,Oczekiwanie na zarządcę
building.watch_tower.archers,ŁUCZNICY
actor.action_task.assasins_guest_give_child,Poświęcenie pierworodnego
actor.action_task.assassination,Skrytobójstwo
activity_state.npc_guest.go_to,Zmierza do centrum miasta
activity_state.npc_guest.wait,Czeka na rozmowę
display_event.guest_arrive,Przybył wyjątkowy gość
building.watch_tower.weapons,BROŃ
building.watch_tower.armor,PANCERZ
building.watch_tower.orders,ROZKAZY
building.watch_tower,Wieża łucznicza
building.watch_tower.auto_collect,Automatyczne wysłanie łuczników
actor.action_task.hire_escaped_lord,Zaproś do rodu
display_event.escaped_lord_arrive,Lord zwrócił się o azyl
letter.escaped_lord,"Wiem, że ta szumowina spróbuje ukryć się w waszym mieście. Proszę, nie przyjmuj go, a najlepiej przepędź na cztery wiatry. Nie masz pojęcia, co zrobiło nam to bydlę!"
letter.escaped_lord_richstring,"Lord {soul_uuid_lord} prosi o schronienie w twojej prowincji.

Możesz wypędzić tego lorda albo przyjąć go do twojego rodu jako <hint=hint_untitled_lord>lorda szlachty niższej.</hint>

Jeżeli go przyjmiesz, wskaźnik stosunków z {soul_uuid} spadnie o <red>{rel_de}</red>."
building.watch_tower.status.need_to_assign_watchmans,Musimy wysłać łuczników!
building.watch_tower.status.no_available_soldiers,Brak dostępnych żołnierzy!
building.watch_tower.status.soldiers_go_to_tower,Żołnierze zmierzają do wieży.
building.watch_tower.status.attack,Atakuje: {target_name}
building.watch_tower.status.on_duty,Szuka niebezpieczeństwa.
building.watch_tower.status.not_summoned,Nie wezwano łuczników.
activity_state.watch_tower.go_to,Idę do wieży łuczniczej.
activity_state.watch_tower.on_duty,Pełni służbę w wieży łuczniczej.
letter.escaped_lord_final,"Twój czyn był nierozważny. {lord_uuid} zasługuje na sznur, a nie miejsce przy twoim stole. Niestety, za bardzo się wstydzę ujawnić, co zrobił, więc nie przekonam cię do zmiany decyzji. Wiedz, że miałem o tobie lepsze mniemanie."
letter.escaped_lord_richstring_final,"Zbiegły lord został przyjęty do twojego rodu jako <hint=hint_untitled_lord>lord szlachty niższej.</hint>

Wskaźnik stosunków z {king_uuid} spada o <red>{rel_de}</red>."
display_event.witch_save_message,Otrzymano list
letter.witch_save_message,"Nie każdy władca okazuje litość prostej kobiecie szukającej schronienia przed prostackimi sługami nowej bogini!

Jestem ci wdzięczna i daję ci moje skromne błogosławieństwo."
letter.witch_save_message_richstring,W dowód wdzięczności czarownicy twój władca otrzymuje cechę <hint={trait_hint}>{trait_caption}</hint>.
trait.impotence,Seksualna słabość
trait.longlive,Długowieczność
trait.male_birth,Męski potomek
actor.action_task.witch_save,Czarownica: łapówka
actor.action_task.witch_give,Czarownica: oddanie
actor.action_task.trade_with_knowledge_trade,Handel
actor.action_task.hire_mountain_knight,Najmij
actor.action_task.hire_escaped_lord,Przyjmij do rodu
actor.action_task.bandit_slave_buy,Zapłać okup za jeńca
actor.action_task.buy_dog,Kup psa
actor.action_task.sacrifice_allow,Pozwól na czerwoną mszę
actor.action_task.depart_uniq_guest,Wygnaj
building.watch_tower.enemy_tower,Wieża chroni rozmieszczonych w niej łuczników i zwiększa ich celność.
actor.class.light_crossbowman,Lekki kusznik
global_map.object.army.defenders,Garnizon
map.ask_player_send_army_to_attack,Prośba o przysłanie armii
opinion_mind.player_ally_send_army,Wyślij armię na pomoc
opinion_mind.leader,Przywódca sojuszu
global_map.choose_army,WYBÓR ODDZIAŁU
actor.action.army.allies,Sojusznicy
actor.action.army.vassals,Wasale
display_event.uniq_slave_release_message,Wiadomość od jeńca
letter.uniq_slave_release_message_noble,"Jestem tą nieszczęsną osobą, którą wykupiłeś z rąk bandytów i uwolniłeś. Przepraszam, że tak szybko wyjeżdżam, ale to przez tęsknotę za rodziną.

Wiem się już, że piękne damy mogą dać nam nie tylko uroki miłości, ale także podłą zdradę, tak upokarzającą w swojej prostocie, że wolę umrzeć, niż wyjawić Ci moją prawdziwą tożsamość.

Chcę jednak podziękować Ci za dobroć i jakoś odwdzięczyć się za poniesione przez Ciebie wydatki."
letter.uniq_slave_release_noble_richstring,Do listu dołączono <hint=hint_resource_gold>{count}</hint>.
letter.uniq_slave_release_message_bandit,"Panie! Prosty kapłan napisał do Ciebie w imieniu pewnego człowieka, niepiśmiennego włóczęgi, którego rzekomo niedawno wyzwoliłeś z niewoli, płacąc za to sporą sumę.

Prosi, aby przekazać Ci, że zatracił się w grze w kości i chcąc spłacić długi, zaproponował swojemu towarzyszowi, że sprzeda się za duże pieniądze, udając tajemniczego lorda.

Litość, którą mu okazałeś, wzbudziła w nim wyrzuty sumienia, dlatego chciałby poprosić Cię o wybaczenie za ten niewinny żart. Nie może odwdzięczyć Ci się w inny sposób i prosi mnie, abym modlił się o Twoje zdrowie."
letter.uniq_slave_release_bandit_richstring,Poza listem w kopercie nie było niczego innego.
map.demand_player_send_army_to_attack,Żądanie przysłania armii
opinion_mind.matriarch_witch_give,Czarownicy wymierzono sprawiedliwość
display_event.witch_king_got_impotence,Twój władca źle się czuje
display_event.too_smart_old_lord,{name}: ryzyko utraty wiedzy!
display_event.lord_banned,{name}: persona non grata w {faction_name}!
mind.animal_master,Posiadacz
activity_state.go_to_pet,Idzie do zwierzaka
mind.animal_play,Po zabawie z psem
map.vassal_ai_want_to_rebel,Wasal wkrótce powstanie
opinion_mind.bribe_my_heir,Próbowano mnie obalić
menu.army.keep_last_army,Zapisz ostatni układ armii
actor.action_task.order_song_religious,Hymn religijny
actor.action_task.order_song_lyric,Poemat liryczny
actor.action_task.order_song_glory,Pieśń o bohaterstwie
actor.action_task.order_song_good,Opowieść z morałem
activity_state.npc_bard.go_to,Idzie się bawić
activity_state.npc_bard.work,Bawi się
actor.action_task.dog_tame,Wytresuj psa
actor.action_task.dog_transit,Daj psa
activity_state.npc_joker.go_to,Będzie zabawiać ludzi
activity_state.npc_joker.work,Zabawia ludzi
display_event.guest_assassin_success_death,{target_name}: nagła śmierć
auto_backup_saves.header,Zapis stworzonej kopii zapasowej
auto_backup_saves.body,"Witamy w eksperymentalnej wersji beta gry <b>Norland</b>. Dokładamy starań, aby była stabilna, ale wszystko może się zdarzyć!

Ponadto zapisy dokonane w wersji eksperymentalnej mogą być przez jakiś czas niekompatybilne z normalną wersją gry (jeżeli postanowisz do niej wrócić). Dlatego stworzyliśmy w osobnym folderze kopie zapasowe twoich wszystkich zapisów: <b>%localappdata%/Strategy/saves/backup/</b>. Aby wejść tam z poziomu Windows, naciśnij WIN+R, wpisz %localappdata%/Strategy/ i naciśnij Enter.

Jeżeli chcesz wrócić do tych zapisów, przenieś je po prostu do folderu <b>saves/</b>.

Wasze opinie na temat wprowadzonych zmian są dla nas ważne, więc czekamy na informacje od was na forum Steam i na naszym Discordzie. Dziękujemy!"
mind.heard_good_song,Liryczna pieśń minstrela
display_event.unique_guest_bishop,List od Matrony
letter.unique_guest_bishop,"
Kochane dziecko! Dotarły do nas radosne wieści o Twej szczodrości i gościnności! Dziękujemy za ciepłe przyjęcie drogiego nam człowieka! Jest łagodny, honorowy i posłuszny, po prostu doszło do nieporozumień z jednym z naszych władców. Cieszy nas, iż pozostaje w dobrym zdrowiu i znalazł w Twojej prowincji tymczasowe schronienie."
letter.unique_guest_bishop_richstring,"
Stosunki z Matroną i biskupem: <green>+{rel_de}</green>"
display_event.unique_guest_philosoph,List od władcy odległej krainy
letter.unique_guest_philosoph,"Ponoć pewna osoba może odwiedzić incognito Twoje ziemie. Proszę, nie przyjmuj go! Ten bezczelny syn nierządnicy i kundla dopuścił się świętokradztwa podczas porannej mszy, poddając publicznie w wątpliwość istnienie bogini Świętej Zofii! Przemyśl to!"
letter.unique_guest_philosoph_richstring,"Teraz wiesz, dlaczego {soul_uuid} znajduje się na twoich ziemiach."
action_task_assassination,Skrytobójstwo
actor.action_task.trade_with_nectar_trader,Handel
activity_state.joker_watch.go_to,Idzie obejrzeć błazna
activity_state.joker_watch.process,Cieszy się występem
activity_state.joker_watch.give_gold,Nagradza błazna pieniędzmi
building.wooden_wall,Palisada
actor.action_task.dog_play,Graj
work.warden,Strażnik
display_event.some_soldiers_refuse_patrol,Niektórzy wojownicy odmówili wyjścia na patrol
display_event.bard_complete_order,Minstrel zrealizował zamówienie
activity_state.bard_watch.go_to,Idzie słuchać minstrela
activity_state.bard_watch.process,Słucha minstrela
activity_state.npc_bard.wait,Czeka na słuchaczy
opinion_mind.kick_out_me_from_alliance,Zerwano sojusz
opinion_mind.kick_out_me_from_vassalage,Zwrócono wolność
display_event.sacrifice_allowed,Zgoda na czerwoną mszę
display_event.sacrifice_result,Czerwona msza dobiegła końca
opinion_mind.sacrifice_allowed,Wyrażono zgodę na czerwoną mszę
name.incognito,Incognito
guest.assassin,Kapłan Dahamat
guest.escaped_lord,Zbiegły lord
guest.joker,Błazen
guest.knowledge_trader,Skrypton
guest.mountain_knight,Rycerz maruder
guest.witch,Czarownica
guest.bandit_and_slave,Włóczęga i jeniec
guest.dog_seller,Sprzedawca psów
guest.cultists,Archonci Martwego Boga
guest.bard,Minstrel
guest.nectar_trader,Sprzedawca nektaru
guest.incognito,Incognito
opinion_mind.escaped_lord_accept,Przyjęto zbiegłego lorda
display_event.click_to_read_message,"Kliknij, aby przeczytać wiadomość"
display_event.unique_guest_philosoph_depart,List od gościa
letter.unique_guest_philosoph_depart,"Czuję bezgraniczną wdzięczność za okazaną mi przez Ciebie dobroć! Niestety, muszę opuścić Twoją gościnną prowincję, ponieważ moi wrogowie dowiedzieli się, gdzie jestem. Jednak zostawiam Ci tę księgę na pamiątkę naszych przyjemnych rozmów. Niech Ci przypomina, że otwartość na wiedzę innych kultur czyni nas silniejszymi."
letter.unique_guest_philosoph_richstring_depart,"Opuszczając miasto, twój gość zostawił ci ten list oraz dar w postaci słownika języka {culture_name}.

Twoi lordowie będą ciepło wspominać jego towarzystwo."
display_event.unique_guest_bishop_depart,List od gościa
letter.unique_guest_bishop_depart,"Dziękuję za Twoją gościnność, ale muszę wyjechać, ponieważ dzięki obecności moich przyjaciół w Kamieniu Wiary Matrona dowiedziała się całej prawdy o mojej sytuacji. Przebaczono mi, prawda zawsze wychodzi na jaw. W zamian obiecuję szepnąć Matronie kilka słów o Tobie jako pobożnym i wiernym władcy. Niech Święta Zofia ma Cię w opiece!"
letter.unique_guest_bishop_richstring_depart,"Opuszczając miasto, twój gość zostawił ci ten list.

Wygląda na to, że niebawem poprawią się twoje stosunki z <hint=hint_relations_matriarch>Matroną</hint> i <hint=hint_bishop>biskupem</hint>."
ceremony.sacrifice,Czerwona msza
family_tree.branch_of,Gałąź: {character_name}
family_tree.role.lord,Lord
display_event.place_hall,Zbuduj siedzibę
letter.unique_guest_piligrims_accept,"Z radością przyjęliśmy wieść o szczodrości okazanej świętym pielgrzymom, którzy odwiedzili twoje ziemie. Niechaj twa pobożność będzie wzorem dla innych prawowitych władców!"
letter.unique_guest_piligrims_accept_richstring,"Matrona dziękuje za twoją gościnność okazaną pielgrzymom i za zapewnienie im wyżywienia.

$ Stosunki z Matroną: <green>+{rel_inc}</green>"
letter.unique_guest_piligrims_not_accept,"Jesteśmy rozczarowani traktowaniem, z jakim spotkały się z twojej strony nasze dzieci, święci pielgrzymi. Przypomnij sobie słowa Zofii: „traktujcie moje dzieci jak własne pierworodne”! Liczę, że wejdziesz na drogę poprawy i przyzwoitości!"
letter.unique_guest_piligrims_not_richstring,"Matrona jest rozczarowana twoim zachowaniem wobec świętych pielgrzymów.

$ Stosunki z Matroną: <red>-{rel_de}</red>"
guest.piligrims,Święci pielgrzymi
actor.action_task.piligrims_give_food,Podaruj mąkę
actor.action_task.piligrims_give_swede,Podaruj brukiew
opinion_mind.piligrims_didnt_share,Źle potraktowano pielgrzymów
opinion_mind.piligrims_share_swede,Nakarmiono pielgrzymów brukwią
opinion_mind.piligrims_share_food,Nakarmiono pielgrzymów mąką
faction.new.name.1,Mastok
faction.new.name.2,Kallin
faction.new.name.3,Turnow
faction.new.name.4,Noth
faction.new.name.5,Letos
faction.new.name.6,Zofia
faction.new.name.7,Ugrad
faction.new.name.8,Rekin
faction.new.name.9,Vasna
faction.new.name.10,Gorno
faction.new.name.11,Krij
faction.new.name.12,Siva
faction.new.name.13,Lakria
faction.new.name.14,Kena
faction.new.name.15,Yalma
faction.new.name.16,Esna
faction.new.name.17,Ferronook
faction.new.name.18,Tamia
faction.new.name.19,Lurwick
faction.new.name.20,Arestia
faction.new.name.21,Nea Mia
faction.new.name.22,Kraster
faction.new.name.23,Arden
faction.new.name.24,Salamut
faction.new.name.25,Harau
global_map_new.g_label.1,Święta Góra
global_map_new.g_label.2,Cicha Pustka
global_map_new.g_label.3,Lśniący Szczyt
global_map_new.g_label.4,Odległy Las
global_map_new.g_label.5,Przeklęte Bagna
global_map_new.g_label.6,Jezioro Istoma
global_map_new.g_label.7,Mglisty Las
global_map_new.g_label.8,Odludna Dolina
global_map_new.g_label.9,Rzeka Usma
global_map_new.g_label.10,Puszcza Żerwilków
global_map_new.g_label.11,Gaj Imperatora
global_map_new.g_label.12,Rzeka Belora
global_map_new.g_label.13,Grań Forteczna
global_map_new.g_label.14,Biała Zatoka
global_map_new.g_label.15,Zamarznięte Morze
global_map_new.g_label.16,Ziemie Dawnych Bogów
global_map_new.g_label.17,Rzeka Młodszej Siostry
global_map_new.g_label.18,Rzeka Starszej Siostry
global_map_new.g_label.19,Szmaragdowe Równiny
global_map_new.g_label.20,Karmazynowy Gaj
global_map_new.g_label.21,Jezioro Velta
global_map_new.g_label.22,Pobliźnione Pustkowia
global_map_new.g_label.23,Wielka Puszcza Południowa
global_map_new.g_label.24,Martwa Pustynia
global_map_new.g_label.25,Gaj Starszych
global_map_new.g_label.26,Rzeka Sirenis
global_map_new.g_label.27,Wzgórza Lithe
global_map_new.g_label.28,Lustrzane Jezioro
global_map_new.g_label.29,Wzgórza Kaza
global_map_new.g_label.30,Pustynia Makha
global_map_new.g_label.31,Przełęcz Ferox
global_map_new.g_label.32,Góry Heretyków
global_map_new.g_label.33,Lasy Kaiden
global_map_new.g_label.34,Tańczące Ziele
global_map_new.g_label.35,Jezioro Regenta
global_map_new.g_label.36,Pola Świętego Michała
global_map_new.g_label.37,Dolina Greylock
global_map_new.g_label.38,Rzeka Altum
global_map_new.g_label.39,Żelazna Grań
global_map_new.g_label.40,Pustynia Saltus
global_map_new.g_label.41,Jałowe Góry
global_map_new.g_label.42,Morze Południowe
global_map_new.g_label.43,Morze Sztormów
global_map_new.g_label.44,Święte Jezioro
global_map_new.g_label.45,Zakazana Wyspa
global_map_new.g_label.46,Łkający Las
global_map_new.g_label.47,Góry Umbry
display_event.lost_knowledge_final,Wiedza przepadła
advisor.knowledge_lost_soon,Wiedza zagrożona
global_map_new.g_label.48,Kamień Wiary
input.key.backspace,Backspace
input.key.arrow_up,Strzałka w górę
input.key.arrow_down,Strzałka w dół
input.key.arrow_left,Strzałka w lewo
input.key.arrow_right,Strzałka w prawo
input.key.enter,Enter
input.key.f1,F1
input.key.f2,F2
input.key.f3,F3
input.key.f4,F4
input.key.f5,F5
input.key.f6,F6
input.key.f7,F7
input.key.f8,F8
input.key.f9,F9
input.key.f10,F10
input.key.f11,F11
input.key.f12,F12
input.key.delete,Delete
input.key.end,End
input.key.home,Home
input.key.insert,Insert
input.key.pg_up,Page Up
input.key.pg_down,Page Down
input.key.pause,Pause
input.key.num_0,Num 0
input.key.num_1,Num 1
input.key.num_2,Num 2
input.key.num_3,Num 3
input.key.num_4,Num 4
input.key.num_5,Num 5
input.key.num_6,Num 6
input.key.num_7,Num 7
input.key.num_8,Num 8
input.key.num_9,Num 9
input.key.decimal,.
input.key.divide,/
input.key.shift,Shift
input.key.alt,Alt
input.key.ctrl,Ctrl
input.key.space,Spacja
input.key.subtract,-
input.key.tab,Tab
input.key.mb_left,LPM
input.key.mb_right,PPM
input.key.mb_middle,ŚPM
input.key.mb_side1,Przycisk przesuwania do przodu
input.key.mb_side2,Przycisk przesuwania do tyłu
input.key.mb_wheel_up,Kółko myszy w górę
input.key.mb_wheel_down,Kółko myszy w dół
input.action.camera_up,W górę
input.action.camera_down,W dół
input.action.camera_left,W lewo
input.action.camera_right,W prawo
input.action.zoom_in,Przybliżenie
input.action.zoom_out,Oddalenie
input.action.camera_move,Ruch kamery
input.action.select_object,Wybierz obiekt
input.action.menu_back_close,Wróć / Zamknij menu
input.action.speed_one,Szybkość x 1
input.action.speed_two,Szybkość x 2
input.action.speed_three,Szybkość x 4
input.action.speed_pause,Pauza
input.action.menu_construction,Menu budowy
input.action.menu_production,Menu produkcji
input.action.menu_finances,Menu finansów
input.action.menu_statistics,Menu statystyk
input.action.menu_army,Menu armii
input.action.menu_dynasty,Menu dynastii
input.action.menu_knowledge,Menu wiedzy
input.action.menu_map,Mapa świata
input.action.construction_rotate_l,Budowa: Obrót w lewo
input.action.construction_rotate_r,Budowa: Obrót w prawo
input.action.gui_add_more,Dodaj 10
input.action.squad_order_attack,Rozkaz dla oddziału
input.action.select_next_lord,Wybierz następnego lorda
input.action.select_previous_lord,Wybierz poprzedniego lorda
input.category.general,Sterowanie ogólne
input.category.speed,Szybkość gry
input.category.menu,Menu
input.category.misc,Inne
display_event.bandit_save_message,List od Incognito
letter.bandit_save_message,"Ja, ojciec Andriej, piszę do Ciebie w imieniu anonimowej osoby, która zapłaciła mi sowicie za wysłanie tego listu spisanego na najlepszym dostępnym papierze. Osoba ta przyznaje, że podążając drogą grzechu przelewała krew i w ten sposób zgromadziła spory majątek, po czym uciekła od swoich wspólników.

Dzięki udzielonemu przez Ciebie schronieniu zgubiła pościg i jest teraz bezpieczna. Obiecuje odwdzięczyć się za Twą dobroć, przysyłając coś za pośrednictwem Świętej Karawany."
letter.bandit_save_message_richstring,"Okazuje się, że Incognito był bandytą, ale jest wdzięczny za twoją dobroć i udzielenie mu schronienia. Może naprawdę odwdzięczy się twojemu władcy za łaskawość."
trade.bandit_reward,Nagroda za dobroć
display_event.bandits_camp_was_bribed,Leśni bandyci zostali przekupieni!
settings_menu.tab.general,Ogólne
settings_menu.tab.controls,Sterowanie
input.binding_mode,Naciśnij dowolny klawisz…
input.restore_default,Przywróć ustawienia domyślne
display_event.maniac_captived_message,List od władcy sąsiedniej krainy
letter.maniac_captived_message,"Drogi sąsiedzie! Twoi wojownicy przysłali do nas pojmanego lorda, znanego z grzesznych zachowań. Dziękuję za schwytanie go, myślałem, że już nigdy go nie zobaczę. Ale sprawiedliwość zatriumfuje, a on dostanie to, na co zasłużył. Pozwól, że prześlę Ci mały podarunek w dowód wdzięczności za Twoje działania w tej sprawie."
letter.maniac_captived_message_richstring,"{soul_uuid_maniac} został pojmany i odesłany do ojczystej prowincji.

W dowód wdzięczności władca tej prowincji przysłał ci niewielki dar: <hint=hint_resource_gold>{gold}</hint>"
activity_state.maniac.go_to_kill,Zamierza zabić
activity_state.killing.wait,Czeka na śmierć
activity_state.maniac.killing,Zabija
activity_state.dog_play.go_to,Zamierza bawić się z psem
activity_state.dog_play.play,Bawi się z psem
activity_state.dog_play.dog_wait,Czeka na pana
activity_state.dog_play.dog_play,Bawi się z panem
mind.mind_joker_watched,Występ błazna
letter.maniac_about_message,"Drogi sąsiedzie! Ponoć Twoją prowincję odwiedził lord z naszej krainy. Od dawna cieszy się u nas reputacją nieokiełznanego sadysty, który zabija dla zabawy. Niestety, niedawno umknął z więzienia i, wedle naszej wiedzy, praktykuje swe odrażające zwyczaje na Twojej ziemi. Szkoda, że uniknął kary, ale modlimy się, aby Święta Zofia ukarała go swoją boską ręką i sprawiedliwości stało się zadość."
letter.maniac_about_message_richstring,"Sadysta Incognito opuścił twoją prowincję, nie ponosząc kary. Kto wie, czy go jeszcze kiedyś spotkasz?"
display_event.maniac_about_message,List od władcy sąsiedniej krainy
display_event.bandit_leave,Incognito opuścił prowincję
tech.trade_tax_reduce,Szare umowy
tech.market_depth_increase,Żądanie rozszerzenia
tech.book_rewrite_cost_decrease,Ciasna czcionka
tech.saint_king,Świętość władzy
tech.church_defence,Ochrona Zofii
tech.easier_divorce,Ułatwienie rozwodów
tech.bishop_fix_relations,Zbawcze pojednanie
tech.detach_ex_bandit,Nowy początek
tech.knife_battle_stronger,Mistrz sztyletu
tech.stronger_weapon,Maść wytrzymałości
tech.better_training,Rekruci
tech.moral_vs_bandits,Młot na bandytów
knowledge.blocked_reason.contracts_required,Umowy handlowe: {number_of_contracts} / {required_contracts}
knowledge.blocked_reason.books_required,Księgi: {number_of_books} / {required_books}
knowledge.blocked_reason.soldiers_required,Wojownicy: {number_of_soldiers} / {required_soldiers}
knowledge.blocked_reason.matriarch_relation_required,Stosunki z Matroną: {number_of_relation} / {required_relation}
map.maniac_in_bandit_camp,Incognito w obozie bandytów
map.menu.quest.manuac_captived,Pojmano Incognito.
actor.part_of_nature.trader,Kupiec
actor.action_task.church_defence,Ochrona Kochającego Rodu
actor.action_task.bishop_fix_relations,Skrucha za nienawiść
opinion_mind.repentance_of_hatred,Skrucha za nienawiść
opinion_mind.church_defence_request,"Okazano słabość, prosząc o ochronę"
knowledge.blocked_reason.caravan_bring_required,Jeden z lordów musi znać: {knowledge_name}.
input.not_bounded,Nie przydzielono
input.key_already_used,Klawisz jest już używany
opinion_mind.bishop_guest_accept,Udzielono schronienia kapłanowi
input.action.quick_save,Szybki zapis
matriarch.church_defence_active,Dni do zakończenie ochrony Kochającego Rodu: {days}.
actor.part_of_nature.philosoph,Badacz
mind.fight_agains_bandit,Młot na bandytów
opinion_mind.my_master,Mój idol
opinion_mind.my_puppet,Moja marionetka
mind.made_gift_to_master,Postać wręczyła prezent idolowi
mind.master_death,Śmierć idola
appoint.puppet_action_set,Spowoduje to spadek lojalności marionetki.
display_event.puppet_become,{master} nagina do swojej woli marionetkę {puppet}.
display_event.puppet_reset,{puppet} nie jest już marionetką.
opinion_mind.forced_to_crime,Postać została zmuszona do popełnienia zbrodni.
opinion_mind.forced_to_action,Postać została zmuszona do działania.
actor.opinion.special.master,Idol
actor.opinion.special.puppet,Marionetka
actor.relations.filter.puppets,Marionetki
opinion_mind_interest.lust,Cecha chuć
menu.army.new_army.create.build_hall,Niedostępna. Zbuduj siedzibę.
opinion_mind.forced_puppet_rebellion,Postać wykorzystała marionetkę do wzniecenia buntu.
map.lord_rebellion_puppet,Bunt marionetki
changelog.header,Co słychać?
display_event.check_problems,Zobacz listę problemów
display_event.lord_dead_in_hostage,{name}: postać zginęła w niewoli
mind.bad_hunt,Nieudane polowanie
opinion_mind.bad_hunter,Kiepski myśliwy
display_event.bad_hunt_on_global_map,{name}: nieudane polowanie
beta_branch.title,Gałąź gry
beta_branch.set,Ustaw i uruchom ponownie
display_event.guest_role_revealed,{guest_name} ujawnia zamiary
opinion_mind.good_reception,Postać powitała mojego lorda jak łaskawy gospodarz.
opinion_mind.bad_reception,Postać przyjęła mojego lorda jak zły gospodarz.
actor.action_task.slander,Zniesławienie
actor.action_task.praise,Pochwały
opinion_mind.made_a_gift,Wręcza prezent
guest_role.communicative,Towarzyskość
guest_role.duelist,Pojedynkowicz
guest_role.provoker,Prowokator
guest_role.puppet_master,Władca marionetek
guest_role.manipulator,Manipulator
guest_role.seducer,Uwodziciel
guest_role.player,Hazardzista
guest_role.educator,Oświeciciel
actor.action_task.donate_to_master,Dar dla idola
building.fortification_gate,Brama
building.fortification_tower,Wieża obronna
trait.puppet,Marionetka
opinion_mind.slander_to_other,Żywiono urazę wobec innej osoby
mind.beer_drinking,Odurzenie: piwo
mind.prayed,Modlitwa
mind.sleepiness,Senność
trait.sleepiness,Senność
map.category.agression,Agresja
9map.appoint.sub_category.sudden_attack,Nagłe ataki
trait.sex_desire_weak,Seksualne pożądanie
trait.sex_desire_strong,Seksualna obsesja
mind.sex_desire_weak,Seksualne pożądanie
mind.sex_desire_strong,Seksualna obsesja
trait.malnutrition,Niedożywienie
mind.malnutrition,Niedożywienie
opinion_mind.sudden_attacked_me,Nagle mnie zaatakowano
opinion_mind.sudden_attack_traity,Nagle i zdradliwie mnie zaatakowano
opinion_mind.sudden_force_neutrality_me,Zmusza mnie do neutralności
menu.bodyguard,GWARDZIŚCI
bodyguard.maximal_count,STRAŻNICY
bodyguard.minimal_battle_level,Min. poziom bojowy
activity_state.bodyguard_watching,Pilnuje lorda
trait.on_bender,Zamroczenie alkoholem
notification.on_bender,{name} bierze udział w popijawie!
display_event.sudden_attack,Nagły atak! Armia frakcji {faction_name} wyruszyła!
bodyguard.status.no_guards,Brak dostępnych wojowników.
bodyguard.status.active,Strażowanie potrwa do 04.00.
bodyguard.status.start_soon,Strażowanie rozpocznie się o 23.00.
bodyguard.appoint_line_1,Przydziel gwardzistów
bodyguard.appoint_line_2,Gwardziści {current}/{limit}
actor.general,OGÓLNE
actor.important_feelings,SILNE UCZUCIA
opinion_mind.my_master_enemy,Wróg mojego idola
opinion_mind_interest.culture,Intrygująca kultura
trait.crimer,Przestępca
building.menu.terror_slaves,Więźniowie: {count}
building.menu.criminal,Przestępcy
menu.migration.change,Migranci: {count}
mind.crime_in_city,Przestępczość w mieście
opinion_mind.small_talk,Odbyto zdawkową rozmowę
wolf.name,Wilk
pig.name,Świnia
