Key,SimplifiedChinese
mind.too_many_tanaya,城市里有太多塔纳亚人
mind.too_many_makha,城市里有太多马哈人
mind.too_many_voruns,城市里有太多瓦恩人
mind.unfinished_ambition,未实现的野心
mind.hopes_for_the_future,对未来的希望
mind.king_cursed,君王被女教皇诅咒
mind.loyalist_in_battle,战斗中的忠诚派
mind.kaiden_brave_king,勇敢的君王
mind.varns_peace_king,爱好和平的君王
mind.tanaya_puppet_king,傀儡君王
mind.makha_trader_king,商人君王
mind.many_gaidjins,异邦人正在排挤我们！
mind.hated_culture_punished,可恨的文化受到了惩罚
mind.feeling_of_freedom,期待自由
mind.joy_of_riots,叛乱的喜悦
mind.slave_soldiers_1,城市里有许多战士
mind.slave_soldiers_2,严格的监管
mind.slave_soldiers_3,松懈的监管
mind.slave_soldiers_4,城市里有少量战士
mind.slave_soldiers_5,数量优势
mind.cholera,天花
mind.retreat_from_battle,从战斗中撤退
mind.king_apostate,叛教者
mind.we_cursed,任谁都难逃一死！
mind.fear_of_church,害怕教会
mind.king_is_prophet,君王是真正的先知！
mind.good_events,好事
mind.bad_events,坏事
mind.lord_terrored,伸张正义！
mind.survived_the_fire,烈火烧不尽
actor.action_task.give_title_to_untitled_lord,授予爵位
actor.action_task.untitled_lord_depart,驱逐次等领主
building.status.inspection_overtime,指令已过期。效率：{number}%
actor.action_task.turn_untitled_lord_into_free_lord,自由领主
actor.action_task.move_untitled_lord_to_holy_family,牧师
actor.action_task.turn_untitled_lord_into_knight,骑士
actor.action_task.choose_your_destiny,决定命运
opinion_mind.donated_lord_to_holy_family,已牺牲该领主
opinion_mind.exile_from_faction,剥夺了我的爵位并驱逐了我
opinion_mind.friend_exiled_from_faction,驱逐了我家族的一位朋友
mind.friend_exiled_from_faction,我家族的一位朋友遭到驱逐
display_event.untitled_lord_leave_soon,次等领主{name}即将离开省邦
display_event.untitled_lord_leave,小貴族{name}即將離開
notification.got_knowledge_from_teach,{name}在与{name_2}一起学习的课程中获得了知识：{knowledge}
mind.making_desire,满足我的欲望
menu.battle_squad.shoot_without_order,自由射击
main_menu.new_game.family.members.single_king,孤独的君王
main_menu.new_game.family.members.king_wife_three_brothers,三个兄弟和一个妻子
main_menu.new_game.family.members.king_wife_two_brothers,两个兄弟和一个妻子
display_event.lost_knowledge,知识丢失风险
display_event.soldier_tax_decreased,军队税额减少
letter.tax_increase_2,我们心怀敬意，见证了贵国日益强大的实力！毫无疑问，正是圣母索菲亚为你带去了祝福和好运。所以，将一部分财富归还给一心一意侍奉她的仆人，让你的祈祷继续得到回应，难道不是最好的选择吗？
letter.tax_decrease,我们心怀悲痛地注意到近来贵国所遭受的严酷考验！圣母索菲亚不会对她孩子的苦难无动于衷——你无需再支付增加的战士税了！
letter.army_tax_decrease_footer,"由于你的国土面积减少，神爱之家认为你无需再为道路安全支付这么多的税费。
 
 教会<b>降低</b>了战士税，当前税率为 {new_tax}/每单位战士的战斗技能（此前为 {old_tax}）。"
menu.battle_squad.shoot_in_archers,针对弓箭手
statistics_menu.province.trees_felled_yesterday,昨日砍伐树木：
statistics_menu.province.trees_growed_yesterday,昨日新长出的树木：
grave.king,功成名就之后，我于此找到了安宁。{province_name}，勿忘你们君王的丰功伟绩！
grave.king_kia,在卫国之战中光荣牺牲！{province_name}，请铭记我奉献！
grave.smart,有着无限知识和无穷智慧的人在此安息。
grave.mother,慈爱的母亲，忠贞的妻子。愿圣母索菲亚庇佑你。
grave.victor,这里长眠着一位伟大的指挥官。在死亡把他带走前，他无往不胜。
grave.queen,挚爱的女王。整个{province_name}都在悲恸中哀悼你的逝去。
grave.heir,石碑之下，一个注定永远无法为王的继承人长眠于此。
grave.kia,在保卫国王的战斗中牺牲。永远的荣耀，永恒的缅怀！
grave.generic_1,功成名就之后，他选择在此长眠。圣母索菲亚，让这个灵魂安息吧！
grave.generic_2,我以为圣母索菲亚会给我更多时间。
grave.generic_3,安息吧！你一生都在寻求安宁，现在终于顺遂。
grave.generic_4,倘若能重头来过……
grave.generic_5,这次安息着一生动荡，不愿安睡的人。
letter.villager_name,老{name}
grave.dyed_at,享年 {age} 岁
grave.grave_of,{name}之墓
map.defence_own_village,保卫村庄
activity_state.grave_visit_go,扫墓
activity_state.grave_visit,缅怀逝者
mind.close_remember,逝者的回忆
mind.grave_visit,为一位亲人扫墓
menu.construction.category.graves,墓碑
building.grave,{name}之墓
notification.close_remember,{name}：缅怀所爱之人（{name_2}）
grave.generic_6,这位领主的事迹将永远被人铭记。
grave.generic_7,这位领主以自己的一生为后世树立了虔诚和美德的榜样。愿圣母索菲亚让他的灵魂安息。
grave.generic_8,这里长眠着一位曾为许多人带来光明的人，他的光辉将在人们的记忆中永存。
grave.generic_9,别一脸凝重，下一个就是你了！
grave.generic_10,这里长眠着一位总是喜欢和命运开玩笑的人。
grave.generic_11,这位高贵的领主想去一个更好的世界，但很可能误入了歧途。
grave.generic_12,这位领主又一次宿醉中醒来，但眼前的是圣母索菲亚。
grave.generic_13,逝者的遗言是：“一切都会没事的！”
grave.generic_14,这里长眠着一位酷爱宴会的人……尤其是生前的最后一场。
grave.generic_15,这里安睡着一个与死神玩骰子游戏的输家。
grave.generic_16,生活就像一把鲁特琴，琴弦无数，却找不到一个正确的音符。
grave.generic_17,这里长眠着一位领主，他总是大嚷：“我无所畏惧！”
grave.generic_18,一个认为生活只是一场游戏的人在此安息。
grave.generic_19,这里长眠着一个爱掷骰子的人……直到掷出最后一次。
grave.generic_20,这位高贵的领主知道得太多了……也因此倒在了这里。
grave.generic_21,这里长眠着一位总是说“别担心，我心里有数”的人。
grave.generic_22,亲身测试盔甲的坚固程度可不是个好主意。
grave.generic_23,这里长眠着一个极度热衷冒险的人。
grave.generic_24,这里长眠着一个为圣母索菲亚和她的子民奉献一生的人。
grave.generic_25,尘世的旅程虽然结束了，但将会享受圣母索菲亚的永恒关爱。
grave.generic_26,一位真正的统治者，终身为荣誉和正义而战。愿他安息。
letter.inquisition_go_to_purge,长期以来，我们怀着沉重的心情注视着你堕入罪孽的深渊……很遗憾，我们不能再坐视不理了。为了圣母索菲亚所有的子民，我们不得不让你和你的臣民接受火焰的净化。严父已经已经召集了审判庭的同僚，一齐为你的灵魂祈祷。
mind.enemy_grave_visited,拜访了敌人的坟墓
work.executor,处刑者
mind.caprice,未实现的梦想
mind.caprice_success,已实现的梦想
display_event.obession_appear,{name}：新执念。
options_menu.graphics.display_scars,显示伤疤
building.menu.gallows_culture_terror,属于此文化的领主，会利用<red>{mind_strength}</red>恶化与君主的关系：
opinion_mind.culture_terror,恐吓我的文化
display_event.lords_against_terror,领主们对针对{culture}的恐慌心有不满
name.nickname_1,无底杯
name.nickname_2,酒糟鼻
name.nickname_3,酒杯破坏者
name.nickname_4,啤酒领主
name.nickname_5,啤酒骑士
name.nickname_6,劝酒达人
name.nickname_7,空瓶大师
name.nickname_8,酒后舞蹈家
name.nickname_9,快乐酒徒
name.nickname_10,酒精中毒
name.nickname_11,醉眼朦胧
name.nickname_12,黄皮酒鬼
name.nickname_13,醉醺醺领主
name.nickname_14,蜜友
name.nickname_15,贪杯客
name.nickname_16,蜜色跑者
name.nickname_17,脏绷带
name.nickname_18,狂人
name.nickname_19,蜜酿血
name.nickname_20,逃跑健将
name.nickname_21,兔子胆
name.nickname_22,投降积极分子
name.nickname_23,埋头鸵鸟
name.nickname_24,没胆子刺猬
name.nickname_25,小麻雀
name.nickname_26,胆小怕事
name.nickname_27,小老鼠
name.nickname_28,丧家犬
name.nickname_29,凶残巨拳
name.nickname_30,冷酷之剑
name.nickname_31,勇敢之心
name.nickname_32,狮魂
name.nickname_33,勇者之魂
name.nickname_34,铁掌
name.nickname_35,无畏战士
name.nickname_36,强力一击
name.nickname_37,主管
name.nickname_38,工蜂
name.nickname_39,鞭策大师
name.nickname_40,懒鬼克星
name.nickname_41,起床干活
name.nickname_42,自作聪明
name.nickname_43,书虫
name.nickname_44,书呆子领主
name.nickname_45,全知
name.nickname_46,图书管理员
name.nickname_47,大脑门
name.nickname_48,睿智领主
name.nickname_49,学者
name.nickname_50,文法大家
name.nickname_51,导师
name.nickname_52,行家
name.nickname_53,聪明蛇
name.nickname_54,导师
name.nickname_55,知识渊博
name.nickname_56,判官
name.nickname_57,忏悔者
name.nickname_58,律法大师
name.nickname_59,窃贼克星
name.nickname_60,刑场之主
name.nickname_61,暴君
name.nickname_62,铁腕
name.nickname_63,处刑者
name.nickname_64,血手
name.nickname_65,吸血鬼
name.nickname_66,绞索
name.nickname_67,嗜血怪
name.nickname_68,绞架
name.nickname_69,决斗者
name.nickname_70,恶魔之刃
name.nickname_71,死亡召唤
name.nickname_72,幸运星
name.nickname_73,挑战达人
name.nickname_74,神经质
name.nickname_75,怪人
name.nickname_76,抽风者
name.nickname_77,疯子
name.nickname_78,精神病患
name.nickname_79,有福的
name.nickname_80,离群者
name.nickname_81,忧虑领主
name.nickname_82,旅人
name.nickname_83,长腿族
name.nickname_84,旅行预备役
name.nickname_85,漫游者
name.nickname_86,流浪者
name.nickname_87,徒步健将
name.nickname_88,稻草人
name.nickname_89,噩梦
name.nickname_90,芯里美
name.nickname_91,小儿噩梦
name.nickname_92,傻瓜
name.nickname_93,瞎子
name.nickname_94,诈骗受害者
name.nickname_95,幼稚领主
name.nickname_96,双押
name.nickname_97,再来一把
name.nickname_98,最后一注
name.nickname_99,全押
name.nickname_100,黑暗领主
name.nickname_101,瞎子领主
name.nickname_102,漆黑领主
name.nickname_103,鼹鼠
name.nickname_104,独眼领主
name.nickname_105,独眼巨人
name.nickname_106,瞎一半
name.nickname_107,半瞎领主
name.nickname_108,半个举人
name.nickname_109,抱不住
name.nickname_110,握错手
name.nickname_111,少一只
name.nickname_112,独臂领主
name.nickname_113,断臂
opinion_mind.relative_suffer,我的亲戚正在他的省邦受苦
opinion_mind.relative_dead,我的亲戚死在他的省邦
display_event.relatives_worse_relations,{name}：该角色的亲戚对你的君王态度恶化
display_event.got_nickname,{name}：该角色获得了外号“{nickname}”
display_event.lord_not_have_time_for_chancellery,官邸管理人无法及时到达。
building.menu.status.waiting_inspector,等待管理人
building.watch_tower.archers,弓兵
actor.action_task.assasins_guest_give_child,献祭长子
actor.action_task.assassination,暗杀
activity_state.npc_guest.go_to,朝市中心进发
activity_state.npc_guest.wait,等待谈话
display_event.guest_arrive,一位特殊宾客来访：{guest_name}
building.watch_tower.weapons,武器
building.watch_tower.armor,盔甲
building.watch_tower.orders,命令
building.watch_tower,射手塔
building.watch_tower.auto_collect,自动部署弓兵
actor.action_task.hire_escaped_lord,邀请加入家族
display_event.escaped_lord_arrive,领主请求庇护
letter.escaped_lord,我知道那个恶棍会到你的城市里寻求庇护。请不要收留他，尽快把他赶走。你根本不知道这畜生对我们做了什么！
letter.escaped_lord_richstring,"领主{soul_uuid_lord}向你的省邦请求庇护。
 
 你可以选择赶走这个领主，或以<hint=hint_untitled_lord>次等领主</hint>的身份收留他。
 
 如果你接纳了他，{soul_uuid}和你的统治者的关系将恶化<red>{rel_de}</red>。"
building.watch_tower.status.need_to_assign_watchmans,我们需要分配弓兵！
building.watch_tower.status.no_available_soldiers,目前无可用士兵！
building.watch_tower.status.soldiers_go_to_tower,士兵正冲向塔楼
building.watch_tower.status.attack,正在攻击{target_name}
building.watch_tower.status.on_duty,正在寻找威胁。
building.watch_tower.status.not_summoned,未能召唤弓兵。
activity_state.watch_tower.go_to,我要去射手塔。
activity_state.watch_tower.on_duty,在射手塔战斗。
letter.escaped_lord_final,你的行为很不明智。{lord_uuid}应该得到一根绳子用来自尽，而不是你的王位。他的丑恶行径我简直羞于启齿，但我相信你自己能做出判断。
letter.escaped_lord_richstring_final,"你已将这位逃亡的领主以<hint=hint_untitled_lord>次等领主</hint>的身份接纳进自己的家族。
 
 {king_uuid}和你的统治者的关系将恶化<red>{rel_de}</red>。"
display_event.witch_save_message,你收到了一封信
letter.witch_save_message,"从未有统治者像您一样仁慈，愿意帮助一个普通女人躲避愚昧的新女神信徒！
 
 我向您致以真诚的感谢，并由衷地向您送上祝福。"
letter.witch_save_message_richstring,女巫送来了谢礼，你的统治者获得了特质<hint={trait_hint}>{trait_caption}</hint>。
trait.impotence,性功能障碍
trait.longlive,长寿
trait.male_birth,人丁兴旺的祝祷
actor.action_task.witch_save,女巫：贿赂
actor.action_task.witch_give,女巫：移交
actor.action_task.trade_with_knowledge_trade,交易
actor.action_task.hire_mountain_knight,雇佣
actor.action_task.hire_escaped_lord,邀请加入家族
actor.action_task.bandit_slave_buy,赎出囚犯
actor.action_task.buy_dog,买一条狗
actor.action_task.sacrifice_allow,准许举行红色弥撒
actor.action_task.depart_uniq_guest,驱逐
building.watch_tower.enemy_tower,射手塔能为弓兵提供保护和额外的射击精确度。选择一个单位并点击<b>鼠标右键</b>进行攻击。
actor.class.light_crossbowman,轻弩兵
global_map.object.army.defenders,驻军
map.ask_player_send_army_to_attack,请求派遣军队
opinion_mind.player_ally_send_army,派遣军队救援
opinion_mind.leader,联盟领袖
global_map.choose_army,部队选择
actor.action.army.allies,盟友
actor.action.army.vassals,附庸
display_event.uniq_slave_release_message,囚犯的消息
letter.uniq_slave_release_message_noble,"我就是那个倒霉蛋，您花钱把我从一伙强盗手里赎了出来，还放了我。很抱歉这么快就离开您，但我实在很想和家人团聚。

直到现在，我才意识到那些美丽的少女不仅能带来美好的爱情，还能带来可耻的背叛。这种背叛如此简单又如此屈辱，我宁可去死也不愿向您承认我的真实身份。

尽管如此，我仍想向您表达感谢，感谢您的善举，希望这能多少补偿您的损失。"
letter.uniq_slave_release_noble_richstring,这封信还附带了<hint=hint_resource_gold>{count}</hint>。
letter.uniq_slave_release_message_bandit,"向您问好！我是一名普普通通的牧师，名叫阿纳斯塔修斯，代表某人向您写下这封信。此人是一个目不识丁的流民，他声称您近日将他救出囹圄，并为此支付了大笔赎金。

他请求我向您转达，之前他输了一场骰子游戏，为支付赌债，他向同伴建议假装成一位神秘的领主，高价卖身还债。

您的善举重新唤回了他的良知，希望您能原谅这个小小的恶作剧。对此，他无以为报，只能请求我祈祷您身体康健。"
letter.uniq_slave_release_bandit_richstring,信封中除了信纸，别的什么都没有。
map.demand_player_send_army_to_attack,要求派遣军队
opinion_mind.matriarch_witch_give,将女巫送去审判
display_event.witch_king_got_impotence,你的统治者感觉不太好
display_event.too_smart_old_lord,{name}：有知识丢失的风险！
display_event.lord_banned,{name}：被{faction_name}视为禁入者！
mind.animal_master,所有者
activity_state.go_to_pet,去摸摸宠物
mind.animal_play,与狗玩耍
map.vassal_ai_want_to_rebel,一个附庸将发动叛乱
opinion_mind.bribe_my_heir,企图推翻我
menu.army.keep_last_army,保存最后的军队配置
actor.action_task.order_song_religious,宗教颂歌
actor.action_task.order_song_lyric,抒情诗歌
actor.action_task.order_song_glory,英雄之歌
actor.action_task.order_song_good,寓言故事
activity_state.npc_bard.go_to,去玩耍
activity_state.npc_bard.work,正在玩耍
actor.action_task.dog_tame,驯服狗狗
actor.action_task.dog_transit,赠予狗狗
activity_state.npc_joker.go_to,前去娱乐民众
activity_state.npc_joker.work,娱乐民众
display_event.guest_assassin_success_death,{target_name}：猝死
auto_backup_saves.header,已创建存档备份
auto_backup_saves.body,"您已启动<b>《诺兰德》</b>游戏中处于测试阶段的试验分支。即便我们尽力保障这部分内容运行稳定，但还是有可能出现各种情况！
 
 同时，若您打算切换回游戏的常规分支内容，试验分支的存档可能会暂时与该部分不兼容。因此，我们已经为您的所有存档创建了一份备份，存放在单独的文件夹中：<b>%localappdata%/Strategy/saves/backup/</b>。在 Windows 系统下，您可以按 WIN+R，输入 %localappdata%/Strategy/，然后按 Enter 来获取该备份。
 
 若您想恢复这些存档，只需将其移动到 <b>saves/</b> 文件夹。
 
 针对我们做出的改动，您可以通过 Steam 论坛或我们的 Discord 提出反馈，我们非常重视并期待您的建议。谢谢！"
mind.heard_good_song,一首吟游歌手的抒情歌曲
display_event.unique_guest_bishop,来自女教皇一封信
letter.unique_guest_bishop,亲爱的孩子！我们都已经听说了，你热情好客，慷慨友善，热情接待了令我们挂心的人，谢谢你！虽然他与一位统治者关系不睦，但他性情平和，忠于我们的意志，是一位值得尊重的人。得知他安然无恙，并在你的省邦获得临时庇护，我们感到非常高兴。
letter.unique_guest_bishop_richstring,与女教皇和主教的关系：<green>+{rel_de}</green>
display_event.unique_guest_philosoph,来自远方统治者的一封信
letter.unique_guest_philosoph,我听说，那人微服出行，许是去到了您的领地。我在此恳请您，不要收留他！这该死孽种在晨祷期间公然质疑圣母索菲亚女神，犯下大不敬之罪！您想想看吧！
letter.unique_guest_philosoph_richstring,现在您知道，{soul_uuid}为什么会出现在您的领土上了。
action_task_assassination,暗杀
actor.action_task.trade_with_nectar_trader,贸易
activity_state.joker_watch.go_to,前去看小丑表演
activity_state.joker_watch.process,观赏表演
activity_state.joker_watch.give_gold,给小丑赏钱
building.wooden_wall,木栅栏
actor.action_task.dog_play,玩耍
work.warden,卫兵
display_event.some_soldiers_refuse_patrol,某些战士拒绝巡逻
display_event.bard_complete_order,吟游歌手已完成了任务
activity_state.bard_watch.go_to,去听吟游歌手演奏
activity_state.bard_watch.process,正在听吟游歌手奏乐
activity_state.npc_bard.wait,等待听众
opinion_mind.kick_out_me_from_alliance,联盟决裂
opinion_mind.kick_out_me_from_vassalage,重获自由
display_event.sacrifice_allowed,已批准红色弥撒
display_event.sacrifice_result,红色弥撒已结束
opinion_mind.sacrifice_allowed,已批准举行红色弥撒
name.incognito,匿名人物
guest.assassin,达哈马特牧师
guest.escaped_lord,逃亡领主
guest.joker,小丑
guest.knowledge_trader,万书阁
guest.mountain_knight,山匪骑士
guest.witch,女巫
guest.bandit_and_slave,押着囚犯的流民
guest.dog_seller,狗商人
guest.cultists,死神的使者
guest.bard,吟游歌手
guest.nectar_trader,蜜酿商人
guest.incognito,匿名人物
opinion_mind.escaped_lord_accept,收留逃亡领主
display_event.click_to_read_message,点击阅读信息
display_event.unique_guest_philosoph_depart,一位宾客的留言
letter.unique_guest_philosoph_depart,感激您的无尽善意！遗憾的是，我的敌人已经发现了我的行踪，因此，我不得不离开这片好客的土地。临别之际，我想将这本书赠予您，以此纪念我们之间的愉快交谈。愿它时时提醒您，也提醒我——只有以一颗开放之心虚心接受他国的文化知识，我们才会变得更加强大。
letter.unique_guest_philosoph_richstring_depart,"这位宾客在离开您的城市前给你留了言，并将一本{culture_name}语词典作为礼物赠予你。
 
 你的领主们将深情怀念与他的相伴时光。"
display_event.unique_guest_bishop_depart,一位宾客的留言
letter.unique_guest_bishop_depart,感谢您的盛情款待，但我必须离开。多亏了众位亲友在信仰石堡的帮助，女教皇才得以知晓了关于我的全部真相。如今，我已被宽恕，并且重新获得了青睐——真理是无法被隐藏的。作为回报，我承诺定会在女教皇面前为您美言，称您为一位虔诚且忠诚的统治者。愿圣母索菲亚保佑您！
letter.unique_guest_bishop_richstring_depart,"这位宾客在离开您的城市前给您留了言。
 
 看起来，要不了多久，你与<hint=hint_relations_matriarch>女教皇</hint>和<hint=hint_bishop>主教</hint>的关系就会更进一步了。"
ceremony.sacrifice,红色弥撒
family_tree.branch_of,分支：{character_name}
family_tree.role.lord,领主
display_event.place_hall,建造大厅
letter.unique_guest_piligrims_accept,我们得知你慷慨地招待了来访的朝圣者，感到非常高兴。愿你的虔诚能够成为所有其他正统统治者的榜样！
letter.unique_guest_piligrims_accept_richstring,"由于你殷勤款待了朝圣者，而且为他们提供了食物，女教皇对你表示感谢。
 
 $与女教皇的关系：<green>+{rel_inc}</green>"
letter.unique_guest_piligrims_not_accept,朝圣者是我们的子民，你居然敢如此对待他们，我们感到十分失望。记住索菲亚说过的话：要像对待自己的长子一样对待我的子民！我希望你能走上正路，展现出风度来！
letter.unique_guest_piligrims_not_richstring,"你对待朝圣者的方式令女教皇非常失望。
 
 $与女教皇的关系：<red>-{rel_de}</red>"
guest.piligrims,朝圣者
actor.action_task.piligrims_give_food,捐赠面粉
actor.action_task.piligrims_give_swede,捐赠芜菁
opinion_mind.piligrims_didnt_share,苛待朝圣者
opinion_mind.piligrims_share_swede,为朝圣者提供芜菁
opinion_mind.piligrims_share_food,为朝圣者提供面粉
faction.new.name.1,马斯托克
faction.new.name.2,卡尔林
faction.new.name.3,图尔诺
faction.new.name.4,诺斯
faction.new.name.5,勒托斯
faction.new.name.6,索菲亚
faction.new.name.7,乌加德
faction.new.name.8,瑞金
faction.new.name.9,瓦斯纳
faction.new.name.10,古尔诺
faction.new.name.11,科里基
faction.new.name.12,西瓦
faction.new.name.13,拉克利亚
faction.new.name.14,肯纳
faction.new.name.15,雅尔玛
faction.new.name.16,恩斯纳
faction.new.name.17,菲隆诺克
faction.new.name.18,塔米亚
faction.new.name.19,鲁尔维克
faction.new.name.20,阿瑞斯提亚
faction.new.name.21,尼亚·米亚
faction.new.name.22,克拉斯特
faction.new.name.23,阿尔登
faction.new.name.24,萨拉姆特
faction.new.name.25,哈劳
global_map_new.g_label.1,神圣山丘
global_map_new.g_label.2,寂静空地
global_map_new.g_label.3,闪亮顶峰
global_map_new.g_label.4,遥远森林
global_map_new.g_label.5,被诅咒的沼泽
global_map_new.g_label.6,伊斯托玛湖
global_map_new.g_label.7,迷雾森林
global_map_new.g_label.8,荒凉山谷
global_map_new.g_label.9,乌斯玛河
global_map_new.g_label.10,饿狼森林
global_map_new.g_label.11,皇家树林
global_map_new.g_label.12,贝罗拉河
global_map_new.g_label.13,堡垒山脊
global_map_new.g_label.14,白湾
global_map_new.g_label.15,冰冻海
global_map_new.g_label.16,古神之地
global_map_new.g_label.17,小妹河
global_map_new.g_label.18,姐姐河
global_map_new.g_label.19,翡翠平原
global_map_new.g_label.20,深红树林
global_map_new.g_label.21,韦尔塔湖
global_map_new.g_label.22,伤痕荒地
global_map_new.g_label.23,南方大型森林
global_map_new.g_label.24,死气沙漠
global_map_new.g_label.25,长者树林
global_map_new.g_label.26,塞壬尼斯河
global_map_new.g_label.27,轻盈山
global_map_new.g_label.28,镜湖
global_map_new.g_label.29,卡扎山
global_map_new.g_label.30,马哈沙漠
global_map_new.g_label.31,猛鲑山口
global_map_new.g_label.32,异教山
global_map_new.g_label.33,凯登森林
global_map_new.g_label.34,舞动绿地
global_map_new.g_label.35,摄政湖
global_map_new.g_label.36,圣米迦勒田野
global_map_new.g_label.37,格雷洛克山谷
global_map_new.g_label.38,奥顿河
global_map_new.g_label.39,铁岭
global_map_new.g_label.40,骤变沙漠
global_map_new.g_label.41,贫瘠山脉
global_map_new.g_label.42,南海
global_map_new.g_label.43,风暴海
global_map_new.g_label.44,圣湖
global_map_new.g_label.45,禁岛
global_map_new.g_label.46,哀号森林
global_map_new.g_label.47,赭山
display_event.lost_knowledge_final,知识已丢失
advisor.knowledge_lost_soon,知识丢失风险
global_map_new.g_label.48,信仰石堡
input.key.backspace,退格键
input.key.arrow_up,上方向键
input.key.arrow_down,下方向键
input.key.arrow_left,左方向键
input.key.arrow_right,右方向键
input.key.enter,回车键
input.key.f1,F1
input.key.f2,F2
input.key.f3,F3
input.key.f4,F4
input.key.f5,F5
input.key.f6,F6
input.key.f7,F7
input.key.f8,F8
input.key.f9,F9
input.key.f10,F10
input.key.f11,F11
input.key.f12,F12
input.key.delete,Delete
input.key.end,End
input.key.home,Home
input.key.insert,Insert
input.key.pg_up,Page Up
input.key.pg_down,Page Down
input.key.pause,Pause
input.key.num_0,小键盘 0
input.key.num_1,小键盘 1
input.key.num_2,小键盘 2
input.key.num_3,小键盘 3
input.key.num_4,小键盘 4
input.key.num_5,小键盘 5
input.key.num_6,小键盘 6
input.key.num_7,小键盘 7
input.key.num_8,小键盘 8
input.key.num_9,小键盘 9
input.key.decimal,.
input.key.divide,/
input.key.shift,Shift
input.key.alt,Alt
input.key.ctrl,Ctrl
input.key.space,空格
input.key.subtract,-
input.key.tab,Tab
input.key.mb_left,鼠标左键
input.key.mb_right,鼠标右键
input.key.mb_middle,鼠标中键
input.key.mb_side1,鼠标前侧键
input.key.mb_side2,鼠标后侧键
input.key.mb_wheel_up,鼠标滚轮向上
input.key.mb_wheel_down,鼠标滚轮向下
input.action.camera_up,上
input.action.camera_down,下
input.action.camera_left,左
input.action.camera_right,右
input.action.zoom_in,放大
input.action.zoom_out,缩小
input.action.camera_move,移动镜头
input.action.select_object,选择互动对象
input.action.menu_back_close,返回/关闭菜单
input.action.speed_one,1 倍速
input.action.speed_two,2 倍速
input.action.speed_three,4 倍速
input.action.speed_pause,暂停
input.action.menu_construction,建筑菜单
input.action.menu_production,生产菜单
input.action.menu_finances,财务菜单
input.action.menu_statistics,统计菜单
input.action.menu_army,军队菜单
input.action.menu_dynasty,王朝菜单
input.action.menu_knowledge,知识菜单
input.action.menu_map,世界地图
input.action.construction_rotate_l,建筑：左转
input.action.construction_rotate_r,建筑：右转
input.action.gui_add_more,增加 10 个
input.action.squad_order_attack,给部队下命令
input.action.select_next_lord,选择下一个领主
input.action.select_previous_lord,选择上一个领主
input.category.general,总体控制
input.category.speed,游戏速度
input.category.menu,菜单
input.category.misc,其他
display_event.bandit_save_message,来自匿名人物的信
letter.bandit_save_message,"我是安德烈神父，我代表一位匿名者给您写信，这位匿名者给了我一大笔钱，让我用最好的纸张写好这封信。我的保护人承认，他曾经踏上了罪恶之路，因此成为了一个双手沾血的人，在这期间，他设法积累了一笔可观的财富，然后才与自己的同伙分道扬镳。
 
 你提供的避难所让他躲过了追捕，现在他安全了。他承诺，为了报答你的好意，会随圣商队一起送些东西来。"
letter.bandit_save_message_richstring,原来那人是个强盗，但他很感激你的好意和你提供的庇护。也许他真的会报答统治者的仁慈之举。
trade.bandit_reward,善意的回报
display_event.bandits_camp_was_bribed,森林强盗被贿赂了！
settings_menu.tab.general,总体
settings_menu.tab.controls,控制
input.binding_mode,按下一个键……
input.restore_default,恢复默认设置
display_event.maniac_captived_message,来自邻邦统治者的信
letter.maniac_captived_message,亲爱的邻居！你的战士给我们送来了一个被俘的领主，他是个恶贯满盈的家伙。感谢你抓住了他；我还以为再也见不到他了。但现在，正义终将胜利，他将得到应有的惩罚。请允许我送你一件小礼物，以答谢你在此事中投入的心力。
letter.maniac_captived_message_richstring,"{soul_uuid_maniac}被俘获，并被送回了自己的家乡。
 
 为了表示感谢，本省邦的统治者送你一份小礼物：<hint=hint_resource_gold>{gold}</hint>"
activity_state.maniac.go_to_kill,正要去杀死目标
activity_state.killing.wait,正在等待死亡
activity_state.maniac.killing,杀死
activity_state.dog_play.go_to,正要去和狗狗玩
activity_state.dog_play.play,和狗狗玩
activity_state.dog_play.dog_wait,正在等待主人
activity_state.dog_play.dog_play,和主人一起玩
mind.mind_joker_watched,小丑的表演
letter.maniac_about_message,亲爱的邻居！我听说我们的一位领主来到了你的邻邦。他在这里是一个公认的施虐狂，以杀戮为乐。不幸的是，他最近逃脱了监禁，我们收到了消息，他会在你的领地上继续进行邪恶的娱乐活动。很遗憾他没有受到惩罚，但我们会祈祷圣母索菲亚用神圣之手惩罚他，正义终将获胜。
letter.maniac_about_message_richstring,这个隐姓埋名的施虐狂逃离了你的省邦，逍遥法外。谁知道你还会不会再遇到他？
display_event.maniac_about_message,来自邻邦统治者的信
display_event.bandit_leave,匿名人物已离开省邦
tech.trade_tax_reduce,灰色契约
tech.market_depth_increase,需求扩张
tech.book_rewrite_cost_decrease,缩小字体
tech.saint_king,权力的尊严
tech.church_defence,索菲亚的庇护
tech.easier_divorce,离婚的歉意
tech.bishop_fix_relations,救赎和解
tech.detach_ex_bandit,全新开始
tech.knife_battle_stronger,匕首大师
tech.stronger_weapon,持久油膏
tech.better_training,新兵
tech.moral_vs_bandits,强盗之锤
knowledge.blocked_reason.contracts_required,{number_of_contracts} / {required_contracts} 贸易契约
knowledge.blocked_reason.books_required,书籍：{number_of_books} / {required_books}
