Key,Korean
grave.generic_4,다른 선택을 했다면?
grave.generic_5,살아서는 잠을 즐기지 않던 자가 여기 잠들다.
letter.villager_name,장로 {name}
grave.dyed_at,{age}세에 세상을 떠남
grave.grave_of,{name} 무덤
map.defence_own_village,마을 방어
activity_state.grave_visit_go,무덤 방문
activity_state.grave_visit,고인을 추모하는 중
mind.close_remember,고인의 추억
mind.grave_visit,사랑하는 이의 무덤을 방문함
menu.construction.category.graves,기념물
building.grave,무덤: {name}
notification.close_remember,{name}: 사랑하는 이를 추모하며 ({name_2})
grave.generic_6,이 영주의 선행에 대한 기억은 사람들의 마음속에 영원히 남으리라.
grave.generic_7,"이 영주는 생전에 신앙과 미덕의 모범이었으니, 성모 소피아께서 그의 영혼을 받아주시기를."
grave.generic_8,"여기 많은 사람에게 빛이었던 이가 누워 있으니, 그 빛은 사람들의 기억 속에서 결코 사라지지 않으리라."
grave.generic_9,"너무 상심하지 말기를, 다음은 그대의 차례니!"
grave.generic_10,너무 오랫동안 운명을 농락한 자가 여기 잠들다.
grave.generic_11,"이 귀족 영주는 더 나은 세상으로 가려 했으나, 아마도 잘못된 길을 택했으리라."
grave.generic_12,이 귀족 영주는 한 번 숙취로 깨어났으나 결국 버티지 못했으니.
grave.generic_13,"고인의 마지막 말: ""다 문제없을 거야!"""
grave.generic_14,잔치를 너무 좋아했던... 특히 마지막 잔치를 실컷 즐긴 자가 여기 잠들다.
grave.generic_15,죽음과의 주사위 게임에서 패배한 자가 여기 잠들다.
grave.generic_16,"삶은 류트와 같아, 많은 줄이 있으나 단 하나의 정확한 음도 내지 못했다네."
grave.generic_17,"""난 두렵지 않아!""라고 항상 말했으나 두려움을 알아야 했던 영주가 여기 잠들다."
grave.generic_18,인생은 한낱 게임에 불과하다고 여겼던 자가 여기 잠들다.
grave.generic_19,주사위 게임을 너무 좋아하다가... 마지막 주사위가 던져진 자가 여기 잠들다.
grave.generic_20,이 귀족 영주는 너무 많은 것을 알았으므로... 몰락을 맞이했도다.
grave.generic_21,"걱정하지 마, 내가 알아서 할 수 있어.'라고 말했던 자가 여기 잠들다."
grave.generic_22,방어구의 강도를 스스로 시험하는 것은 좋지 않은 생각이었으니.
grave.generic_23,모험을 지나치게 사랑했던 자가 여기 잠들다.
grave.generic_24,성모 소피아와 다른 사람들을 위해 일생을 바친 자가 여기 잠들다.
grave.generic_25,"지상에서의 여행은 끝났으나, 성모 소피아의 보살핌 아래 영원이 기다리고 있으리라."
grave.generic_26,명예와 정의를 위해 싸운 진정한 통치자로서 편히 잠들기를.
letter.inquisition_go_to_purge,"우리는 무거운 마음으로 오랫동안 그대가 죄의 심연으로 떨어지는 모습을 지켜보았네... 불행히도 더 이상 이대로 두고 볼 수만은 없기에, 모든 소피아의 자녀를 위해 우리는 그대와 그대의 신민을 불로 정화할 수밖에 없겠네. 엄정한 성부께서는 이미 그대의 영혼을 위해 기도하셨고, 종교재판단의 충성스러운 형제들을 소집하셨네."
mind.enemy_grave_visited,적의 무덤을 방문함
work.executor,사형집행인
mind.caprice,충족되지 않은 꿈
mind.caprice_success,충족된 꿈
display_event.obession_appear,{name}: 새 강박.
options_menu.graphics.display_scars,흉터 표시
building.menu.gallows_culture_terror,영주가 이 문화에 속하여 왕과의 관계가 <red>{mind_strength}</red> 악화됩니다.
opinion_mind.culture_terror,내 문화에 공포 조성
display_event.lords_against_terror,영주들이 {culture}에 대한 공포 조성을 달가워하지 않습니다
name.nickname_1,밑빠진 잔
name.nickname_2,딸기코
name.nickname_3,유리 깨기
name.nickname_4,맥주 영주
name.nickname_5,맥주 기사
name.nickname_6,건배
name.nickname_7,마무리
name.nickname_8,댄스 댄스
name.nickname_9,즐거운 친구
name.nickname_10,누런 피부
name.nickname_11,사팔뜨기
name.nickname_12,즐거운 누런 친구
name.nickname_13,신비의 영주
name.nickname_14,넥타의 친구
name.nickname_15,병나발
name.nickname_16,누런 호객꾼
name.nickname_17,더러운 붕대
name.nickname_18,미치광이
name.nickname_19,넥타 피
name.nickname_20,빠른 발
name.nickname_21,토끼 같은 영혼
name.nickname_22,손 머리 위로
name.nickname_23,발꿈치 위로
name.nickname_24,겁쟁이 고슴도치
name.nickname_25,작은 참새
name.nickname_26,아윌비백
name.nickname_27,작은 쥐
name.nickname_28,꽁지 빠진 자
name.nickname_29,공포의 주먹
name.nickname_30,잔혹한 검
name.nickname_31,용감한 심장
name.nickname_32,사자의 영혼
name.nickname_33,용감한 기백
name.nickname_34,철의 주먹
name.nickname_35,대담한 전사
name.nickname_36,강한 일격
name.nickname_37,마스터
name.nickname_38,벌
name.nickname_39,채찍
name.nickname_40,굼뱅이의 천적
name.nickname_41,일어나
name.nickname_42,똑똑이
name.nickname_43,책벌레
name.nickname_44,종이 영주
name.nickname_45,척쟁이
name.nickname_46,사서
name.nickname_47,태평양 이마
name.nickname_48,현명한 영주
name.nickname_49,스승
name.nickname_50,문법학자
name.nickname_51,교사
name.nickname_52,감정가
name.nickname_53,현명한 뱀
name.nickname_54,멘토
name.nickname_55,지식의 우물
name.nickname_56,판사
name.nickname_57,되갚으리라
name.nickname_58,법 집행관
name.nickname_59,도둑들의 재앙
name.nickname_60,교수대의 거장
name.nickname_61,폭군
name.nickname_62,압제자
name.nickname_63,사형집행인
name.nickname_64,피 묻은 손
name.nickname_65,흡혈귀
name.nickname_66,올가미
name.nickname_67,피에 굶주린 괴물
name.nickname_68,교수대
name.nickname_69,결투자
name.nickname_70,사악한 검
name.nickname_71,죽음의 부름
name.nickname_72,행운아
name.nickname_73,도전 수락
name.nickname_74,과민
name.nickname_75,정신 박약
name.nickname_76,또라이
name.nickname_77,정신병자
name.nickname_78,사이코
name.nickname_79,복 받은 이
name.nickname_80,물러나
name.nickname_81,쉬지 않는 영주
name.nickname_82,여행자
name.nickname_83,롱다리
name.nickname_84,출발 준비 완료
name.nickname_85,방랑자
name.nickname_86,유랑자
name.nickname_87,쉬지 않는 다리
name.nickname_88,허수아비
name.nickname_89,악몽
name.nickname_90,내면의 아름다움
name.nickname_91,아이의 울음
name.nickname_92,얼간이
name.nickname_93,맹인
name.nickname_94,잘 믿는 피해자
name.nickname_95,순진한 영주
name.nickname_96,짝수에 올인
name.nickname_97,한 번 더
name.nickname_98,마지막 베팅
name.nickname_99,올인
name.nickname_100,어둠의 영주
name.nickname_101,맹인 영주
name.nickname_102,암흑의 영주
name.nickname_103,두더지
name.nickname_104,외눈 영주
name.nickname_105,키클롭스
name.nickname_106,맹안
name.nickname_107,반쯤 눈먼 영주
name.nickname_108,쟁반 든 자
name.nickname_109,겸손한 포용
name.nickname_110,틀린 손
name.nickname_111,정신 박약
name.nickname_112,외팔 영주
name.nickname_113,그루터기
opinion_mind.relative_suffer,그의 영지에 있는 내 친척이 고통받는 중
opinion_mind.relative_dead,그의 영지서 내 친척이 사망함
display_event.relatives_worse_relations,{name}: 캐릭터의 친척들의 왕에 대한 태도가 악화되었습니다
display_event.got_nickname,"{name}: 캐릭터에게 별명(""{nickname}"")이 생겼습니다"
display_event.lord_not_have_time_for_chancellery,사무국 관리자가 제시간에 도착할 수 없습니다.
building.menu.status.waiting_inspector,관리자를 기다리는 중
building.watch_tower.archers,궁수
actor.action_task.assasins_guest_give_child,첫째 아이 희생
actor.action_task.assassination,비밀 암살
activity_state.npc_guest.go_to,도심으로 가는 중
activity_state.npc_guest.wait,대화를 기다리는 중
display_event.guest_arrive,특별한 손님 도착: {guest_name}
building.watch_tower.weapons,무기
building.watch_tower.armor,방어구
building.watch_tower.orders,명령
building.watch_tower,궁수탑
building.watch_tower.auto_collect,자동 궁수 배치
actor.action_task.hire_escaped_lord,가문으로 초대
display_event.escaped_lord_arrive,영주 망명 요청
letter.escaped_lord,그 악당이 자네의 도시로 피신하려 할 거라네. 부디 놈을 받아주지 말고 바로 쫓아내도록 하게. 그 짐승 같은 녀석이 우리에게 무슨 짓을 했는지 상상도 못 할 거야!
letter.escaped_lord_richstring,"영주 {soul_uuid_lord}이(가) 우리 영지로의 망명을 요청합니다.
 
 이 영주를 쫓아내거나 가문의 <hint=hint_untitled_lord>소영주</hint>로 받아들일 수 있습니다.
 
 그를 받아들이면 당신의 통치자에 대한 {soul_uuid}의 관계가 <red>{rel_de}</red> 감소합니다."
building.watch_tower.status.need_to_assign_watchmans,궁수 배정 필요!
building.watch_tower.status.no_available_soldiers,가능한 전사 없음!
building.watch_tower.status.soldiers_go_to_tower,전사들이 탑으로 돌진 중
building.watch_tower.status.attack,{target_name} 공격 중
building.watch_tower.status.on_duty,위험 탐지 중
building.watch_tower.status.not_summoned,궁수가 소집되지 않았습니다.
activity_state.watch_tower.go_to,궁수탑으로 갈 거야.
activity_state.watch_tower.on_duty,궁수탑에서 근무 중
letter.escaped_lord_final,그른 판단을 했군. {lord_uuid}은(는) 자네와 식사를 하는 대신 밧줄에 묶였어야 했어. 자네를 설득하기 위해 놈이 한 일을 밝히기에는 너무 수치스러운 일이라는 것이 유감이군. 내가 자네의 판단력을 너무 고평가한 것 같네.
letter.escaped_lord_richstring_final,"도망 중인 영주를 가문의 <hint=hint_untitled_lord>소영주</hint>로 받아들였습니다.
 
 당신의 통치자에 대한 {king_uuid}의 관계가 <red>{rel_de}</red> 악화되었습니다."
display_event.witch_save_message,편지 받음
letter.witch_save_message,"새로운 여신의 무지한 종들로부터 피난처를 찾는 한낱 여인에게 이렇게 자비를 베푸는 통치자는 많지 않습니다!
 
 당신에게 감사드리며, 소박하나마 축복을 내려 드리겠습니다."
letter.witch_save_message_richstring,마녀에게서 감사의 표시로 통치자가 특성을 득했습니다 <hint={trait_hint}>{trait_caption}</hint>.
trait.impotence,성적 약점
trait.longlive,장수
trait.male_birth,아들의 축복
actor.action_task.witch_save,마녀: 매수
actor.action_task.witch_give,마녀: 인도
actor.action_task.trade_with_knowledge_trade,거래
actor.action_task.hire_mountain_knight,고용
actor.action_task.hire_escaped_lord,가문으로 초대
actor.action_task.bandit_slave_buy,수감자 몸값 지불
actor.action_task.buy_dog,개 구매
actor.action_task.sacrifice_allow,붉은 미사 허용
actor.action_task.depart_uniq_guest,추방
building.watch_tower.enemy_tower,탑은 배치된 궁수를 보호하고 명중률을 향상시킵니다. 유닛을 선택하고 <b>우클릭</b>으로 공격하세요.
actor.class.light_crossbowman,경갑 석궁병
global_map.object.army.defenders,주둔군
map.ask_player_send_army_to_attack,군대 파병 요청
opinion_mind.player_ally_send_army,지원 군대 파병함
opinion_mind.leader,동맹 수장
global_map.choose_army,분대 선택
actor.action.army.allies,동맹
actor.action.army.vassals,봉신
display_event.uniq_slave_release_message,수감자로부터의 전갈
letter.uniq_slave_release_message_noble,"저는 당신이 도적단에게서 몸값을 지불해 해방시켜줬던 한 불운한 자입니다. 너무 급히 떠나서 죄송하지만, 한시라도 빨리 가족에게 돌아가고 싶었습니다.
 
 아름다운 여인들이 사랑의 기쁨뿐만 아니라 간교한 배신을 선사하기도 한다는 것을 이제야 깨달았으며, 그 단순한 사실이 너무나도 굴욕적이기에 제가 어떤 자인지 고백하기보다는 차라리 죽음을 택하고 싶을 정도입니다.
 
 그럼에도 불구하고 당신의 친절에 감사드리며, 당신이 지출한 비용을 어떻게든 보상해 드리고 싶습니다."
letter.uniq_slave_release_noble_richstring,편지와 함께 <hint=hint_resource_gold>{count}</hint>이(가) 동봉되어 있습니다.
letter.uniq_slave_release_message_bandit,"통치자시여! 평범한 사제로서 어떤 자를 대신하여 당신께 편지를 씁니다. 그는 문맹인 부랑자인데, 얼마 전에 당신께서 상당한 액수를 지불하고 그자를 포로에서 해방시켜주었다고 하더군요.
 
 그는 주사위 게임에 빠져 이성을 잃었고, 빚을 갚기 위해 수수께끼의 영주 행세를 하며 높은 몸값을 받아내자고 동료에게 제안했다고 합니다.
 
 당신이 보여준 자비가 그의 양심을 일깨웠으며, 그는 이 작은 장난에 대해 용서를 구하고 있습니다. 당신께 보답할 길이 없어 대신 제게 당신의 건강을 위해 기도해 달라고 부탁했습니다."
letter.uniq_slave_release_bandit_richstring,봉투 안에 편지 외에는 아무것도 들어 있지 않았습니다.
map.demand_player_send_army_to_attack,군대 파병 요구
opinion_mind.matriarch_witch_give,마녀를 정의로 인도함
display_event.witch_king_got_impotence,통치자의 상태가 좋지 않습니다
display_event.too_smart_old_lord,{name}: 지식 상실 위험!
display_event.lord_banned,{name}: {faction_name} 추방 선언!
mind.animal_master,주인
activity_state.go_to_pet,애완동물에게 감
mind.animal_play,개와 어울려 놂
map.vassal_ai_want_to_rebel,반란을 일으키려 하는 봉신
opinion_mind.bribe_my_heir,나에게 반역을 시도했어
menu.army.keep_last_army,마지막 군대 편성 저장
actor.action_task.order_song_religious,성가
actor.action_task.order_song_lyric,서정시
actor.action_task.order_song_glory,영웅 찬가
actor.action_task.order_song_good,교훈 설화
activity_state.npc_bard.go_to,공연하러 가는 중
activity_state.npc_bard.work,공연 중
actor.action_task.dog_tame,개 길들이기
actor.action_task.dog_transit,개 선물하기
activity_state.npc_joker.go_to,사람들을 웃기러 가는 중
activity_state.npc_joker.work,사람들을 웃기는 중
display_event.guest_assassin_success_death,{target_name}: 갑작스런 죽음
auto_backup_saves.header,저장 백업 생성됨
auto_backup_saves.body,"<b>Norland</b>의 실험적인 베타 버전을 실행하셨습니다. 안정성을 확보하기 위해 최선을 다하고 있지만 문제가 발생할 가능성도 있습니다!
 
 또한, 실험 버전에서 저장한 파일은 일반 버전과 일시적으로 호환되지 않을 수 있습니다(기존 버전으로 전환하려는 경우). 이러한 이유로 저장 파일의 백업을 모두 별도의 폴더에 생성했습니다: <b>%localappdata%/Strategy/saves/backup/</b>. Windows에서 이 폴더로 이동하려면 WIN+R을 누르고 %localappdata%/Strategy/를 입력한 후 Enter를 누르세요.
 
 이 저장 파일로 돌아가고 싶다면 해당 파일을 <b>saves/</b> 폴더로 이동만 하면 됩니다.
 
 저희가 개발하는 데 있어 변경 사항에 대한 여러분의 피드백은 매우 중요한 부분이니 Steam 포럼이나 Discord를 통해 의견을 들려주시길 바랍니다. 감사합니다!"
mind.heard_good_song,음유시인의 서정곡
display_event.unique_guest_bishop,총대주교의 서신
letter.unique_guest_bishop,친애하는 자녀여! 그대의 환대와 너그러움에 대한 기쁜 소식이 우리에게 전해졌구나! 우리가 친애하는 이를 따뜻하게 맞이해 준 것에 감사를 표하네. 그가 한 통치자와 의견 충돌이 있긴 했으나 우리의 뜻을 따르는 평화롭고 명예로운 자이지. 그가 건강하며 그대의 영지에서 임시 거처를 구하게 되어 기쁘다네.
letter.unique_guest_bishop_richstring,총대주교 및 주교와의 관계: <green>+{rel_de}</green>
display_event.unique_guest_philosoph,멀리 떨어진 통치자의 서신
letter.unique_guest_philosoph,"어떤 이가 변장을 하고 자네의 땅을 방문할지도 있다고 들었네. 그를 받아들이지 않기를 간곡히 부탁하네! 이자는 창녀와 개의 부정한 자식으로, 아침 예배 중에 성모 소피아의 선하신 의지를 공개적으로 의심하는 신성모독을 저질렀지! 이를 염두에 두길 바라겠네!"
letter.unique_guest_philosoph_richstring,이제 {soul_uuid}이(가) 당신의 땅을 찾아온 이유를 알게 되었습니다.
action_task_assassination,비밀 암살
actor.action_task.trade_with_nectar_trader,거래
activity_state.joker_watch.go_to,어릿광대를 보러 감
activity_state.joker_watch.process,공연을 즐기는 중
activity_state.joker_watch.give_gold,어릿광대에게 돈을 수여
building.wooden_wall,울타리
actor.action_task.dog_play,놀기
work.warden,간수
display_event.some_soldiers_refuse_patrol,일부 전사가 순찰 가기를 거부
display_event.bard_complete_order,음유시인이 의뢰를 완료
activity_state.bard_watch.go_to,음유시인 감상하러 감
activity_state.bard_watch.process,음유시인 감상 중
activity_state.npc_bard.wait,청중 기다리는 중
opinion_mind.kick_out_me_from_alliance,동맹 파기
opinion_mind.kick_out_me_from_vassalage,자유를 받음
display_event.sacrifice_allowed,붉은 미사 승인됨
display_event.sacrifice_result,붉은 미사 끝남
opinion_mind.sacrifice_allowed,승인된 붉은 미사
name.incognito,정체불명
guest.assassin,다하마트의 사제
guest.escaped_lord,도망친 영주
guest.joker,어릿광대
guest.knowledge_trader,스크립토닉스
guest.mountain_knight,약탈자 기사
guest.witch,마녀
guest.bandit_and_slave,수감자를 데려온 부랑자
guest.dog_seller,개 상인
guest.cultists,죽은 신의 집정관
guest.bard,음유시인
guest.nectar_trader,넥타 상인
guest.incognito,정체불명
opinion_mind.escaped_lord_accept,탈출한 영주 받아들임
display_event.click_to_read_message,전갈을 읽으려면 클릭하세요
display_event.unique_guest_philosoph_depart,손님이 남긴 쪽지
letter.unique_guest_philosoph_depart,"자네의 끝없는 친절함에 감사의 마음을 전하네! 하지만 불행히도 적들이 내가 있는 곳을 알아내어 친절했던 이 영지를 떠나야 하게 되었군. 하지만 우리의 즐거웠던 대화를 기념하는 의미로 이 책을 선물하겠네. 이 책을 통해 나를 기억하고, 다른 문화의 지식에 대한 개방적인 자세가 우리를 더 강하게 만든다는 사실을 상기하게 되길 바라겠네."
letter.unique_guest_philosoph_richstring_depart,"손님이 도시를 떠나면서 이 쪽지와 함께 {culture_name} 언어 사전을 선물로 남겼습니다.
 
 당신의 영주들이 그와 함께했던 따뜻한 순간을 기억할 것입니다."
display_event.unique_guest_bishop_depart,손님이 남긴 쪽지
letter.unique_guest_bishop_depart,"자네의 환대에 감사하네. 그러나 믿음의 돌에 참여한 내 친구들 덕분에 총대주교께서 내 상황에 대한 진실을 모두 아셨기에 이제 떠날 때가 되었군. 나는 용서받았고, 은총을 받았다네. 진실은 언제나 밝혀지기 마련이지. 보답으로 자네가 독실하고 충실한 통치자임을 총대주교께 넌지시 전하도록 하겠네. 성모 소피아의 가호가 있기를!"
letter.unique_guest_bishop_richstring_depart,"손님이 도시를 떠나면서 이 쪽지를 남겼습니다.
 
 <hint=hint_relations_matriarch>총대주교</hint> 및 <hint=hint_bishop>주교</hint>와의 관계가 곧 개선될 것으로 보입니다."
ceremony.sacrifice,붉은 미사
family_tree.branch_of,계통: {character_name}
family_tree.role.lord,영주
display_event.place_hall,영주관 건설
letter.unique_guest_piligrims_accept,자네의 땅을 방문한 성스러운 순례자들에게 보여준 관대함에 기쁘게 생각하네. 자네의 신앙심이 다른 정의로운 통치자들에게 본보기가 되기를!
letter.unique_guest_piligrims_accept_richstring,"총대주교가 당신이 순례자들에게 베푼 환대와 음식에 대해 고마움을 전합니다.
 
 $ 총대주교와의 관계: <green>+{rel_inc}</green>"
letter.unique_guest_piligrims_not_accept,자네가 우리의 자녀인 성스러운 순례자들을 대한 방식에 실망했네. 성모 소피아의 말씀을 기억하게: 나의 자녀를 너희의 첫째 아이처럼 대하라! 자네가 마음을 고쳐먹고 은총의 길로 나아가기를 바라겠네!
letter.unique_guest_piligrims_not_richstring,"총대주교가 당신이 순례자들을 대한 방식에 실망했습니다.
 
 $ 총대주교와의 관계: <red>-{rel_de}</red>"
guest.piligrims,성스러운 순례자
actor.action_task.piligrims_give_food,밀가루 기부
actor.action_task.piligrims_give_swede,순무 기부
opinion_mind.piligrims_didnt_share,순례자 홀대
opinion_mind.piligrims_share_swede,순례자에게 순무 대접
opinion_mind.piligrims_share_food,순례자에게 밀가루 대접
faction.new.name.1,마스토크
faction.new.name.2,칼린
faction.new.name.3,투르노
faction.new.name.4,노스
faction.new.name.5,레토스
faction.new.name.6,소피아
faction.new.name.7,우그라드
faction.new.name.8,레킨
faction.new.name.9,바스나
faction.new.name.10,고르노
faction.new.name.11,크리이
faction.new.name.12,시바
faction.new.name.13,라크리아
faction.new.name.14,케나
faction.new.name.15,얄마
faction.new.name.16,에스나
faction.new.name.17,페로누크
faction.new.name.18,타미아
faction.new.name.19,루르윅
faction.new.name.20,아레스티아
faction.new.name.21,네아 미아
faction.new.name.22,크래스터
faction.new.name.23,아덴
faction.new.name.24,살라무트
faction.new.name.25,하라우
global_map_new.g_label.1,신성한 고지
global_map_new.g_label.2,고요한 공터
global_map_new.g_label.3,빛나는 정상
global_map_new.g_label.4,머나먼 숲
global_map_new.g_label.5,저주받은 늪
global_map_new.g_label.6,이스토마 강
global_map_new.g_label.7,안개 숲
global_map_new.g_label.8,적막한 계곡
global_map_new.g_label.9,우스마 강
global_map_new.g_label.10,살육늑대 숲
global_map_new.g_label.11,황제의 숲
global_map_new.g_label.12,벨로라 강
global_map_new.g_label.13,요새 산마루
global_map_new.g_label.14,흰 만
global_map_new.g_label.15,얼어붙은 바다
global_map_new.g_label.16,오랜 신의 땅
global_map_new.g_label.17,여동생 강
global_map_new.g_label.18,누나 강
global_map_new.g_label.19,에메랄드 평야
global_map_new.g_label.20,핏빛 숲
global_map_new.g_label.21,벨타 강
global_map_new.g_label.22,흉터의 황무지
global_map_new.g_label.23,거대 남쪽 숲
global_map_new.g_label.24,무활 사막
global_map_new.g_label.25,장로의 숲
global_map_new.g_label.26,사이렌니스 강
global_map_new.g_label.27,나긋한 언덕
global_map_new.g_label.28,거울 강
global_map_new.g_label.29,카자 언덕
global_map_new.g_label.30,마카 사막
global_map_new.g_label.31,페록스 산길
global_map_new.g_label.32,이단의 산
global_map_new.g_label.33,카이덴 숲
global_map_new.g_label.34,춤추는 풀잎
global_map_new.g_label.35,섭정의 강
global_map_new.g_label.36,성인 마이클 평야
global_map_new.g_label.37,그레이록 계곡
global_map_new.g_label.38,앨텀 강
global_map_new.g_label.39,철 산마루
global_map_new.g_label.40,급변의 사막
global_map_new.g_label.41,황량한 산
global_map_new.g_label.42,남해
global_map_new.g_label.43,폭풍의 바다
global_map_new.g_label.44,성스러운 강
global_map_new.g_label.45,금지된 섬
global_map_new.g_label.46,울부짖는 숲
global_map_new.g_label.47,엄버 산
display_event.lost_knowledge_final,지식 소실
advisor.knowledge_lost_soon,지식 위험
global_map_new.g_label.48,믿음의 돌
input.key.backspace,Backspace
input.key.arrow_up,위쪽 화살표
input.key.arrow_down,아래쪽 화살표
input.key.arrow_left,왼쪽 화살표
input.key.arrow_right,오른쪽 화살표
input.key.enter,Enter
input.key.f1,F1
input.key.f2,F2
input.key.f3,F3
input.key.f4,F4
input.key.f5,F5
input.key.f6,F6
input.key.f7,F7
input.key.f8,F8
input.key.f9,F9
input.key.f10,F10
input.key.f11,F11
input.key.f12,F12
input.key.delete,Delete
input.key.end,End
input.key.home,Home
input.key.insert,Insert
input.key.pg_up,Page Up
input.key.pg_down,Page Down
input.key.pause,Pause
input.key.num_0,숫자 0
input.key.num_1,숫자 1
input.key.num_2,숫자 2
input.key.num_3,숫자 3
input.key.num_4,숫자 4
input.key.num_5,숫자 5
input.key.num_6,숫자 6
input.key.num_7,숫자 7
input.key.num_8,숫자 8
input.key.num_9,숫자 9
input.key.decimal,.
input.key.divide,/
input.key.shift,Shift
input.key.alt,Alt
input.key.ctrl,Ctrl
input.key.space,Space
input.key.subtract,-
input.key.tab,Tab
input.key.mb_left,마우스 왼쪽 버튼
input.key.mb_right,마우스 오른쪽 버튼
input.key.mb_middle,마우스 가운데 버튼
input.key.mb_side1,마우스 앞으로 버튼
input.key.mb_side2,마우스 뒤로 버튼
input.key.mb_wheel_up,마우스 휠 위로
input.key.mb_wheel_down,마우스 휠 아래로
input.action.camera_up,위
input.action.camera_down,아래
input.action.camera_left,왼쪽
input.action.camera_right,오른쪽
input.action.zoom_in,확대
input.action.zoom_out,축소
input.action.camera_move,카메라 이동
input.action.select_object,대상 선택
input.action.menu_back_close,뒤로 / 메뉴 닫기
input.action.speed_one,기존 속도
input.action.speed_two,2배속
input.action.speed_three,4배속
input.action.speed_pause,일시정지
input.action.menu_construction,건물 메뉴
input.action.menu_production,생산 메뉴
input.action.menu_finances,재정 메뉴
input.action.menu_statistics,통계 메뉴
input.action.menu_army,군대 메뉴
input.action.menu_dynasty,가문 메뉴
input.action.menu_knowledge,지식 메뉴
input.action.menu_map,세계 지도
input.action.construction_rotate_l,건물: 좌측 회전
input.action.construction_rotate_r,건물: 우측 회전
input.action.gui_add_more,추가 10
input.action.squad_order_attack,분대 명령
input.action.select_next_lord,다음 영주 선택
input.action.select_previous_lord,이전 영주 선택
input.category.general,일반 컨트롤
input.category.speed,게임 속도
input.category.menu,메뉴
input.category.misc,기타
display_event.bandit_save_message,정체불명의 서신
letter.bandit_save_message,"나는 안드레이 신부라네, 구할 수 있는 최고급 종이에 이 편지를 써서 보내달라며 상당한 값을 치른 정체불명의 누군가를 대신해 편지를 보내네. 내 후원자가 나쁜 길에 들어 참사의 장본인이 됐고 그때 공범자들로부터 도망치기 전에 상당한 부를 쌓았다고 고백했다네.
 
 자네가 피난처를 제공하여 추격을 모면할 수 있었다고 해. 이제 그는 안전하다네. 신성한 대상단과 함께 뭔가를 보내 자네의 친절함에 보답하겠다고 약속하더군."
letter.bandit_save_message_richstring,정체불명의 누군가는 도적이었지만 당신의 베푼 친절함과 피난처에 고마워하고 있습니다. 이 자비로운 행동에 대해 통치자에게 정말로 보답할지도 모릅니다.
trade.bandit_reward,친절함에 대한 사례
display_event.bandits_camp_was_bribed,숲속 도적단이 매수당했습니다!
settings_menu.tab.general,일반
settings_menu.tab.controls,컨트롤
input.binding_mode,키 누르기...
input.restore_default,기본값 복원
display_event.maniac_captived_message,이웃 통치자의 서신
letter.maniac_captived_message,이웃이여! 자네의 전사들이 벌받을 행동을 한 걸로 유명한 영주를 생포해서 여기로 보냈다네. 놈을 잡아줘서 고맙네. 다시는 볼 수 없을 줄 알았거든. 하지만 정의가 승리했으니 놈은 마땅한 벌을 받게 될 거야. 이 일에 나서준 데 대한 감사의 표시로 작은 선물을 받아주게.
letter.maniac_captived_message_richstring,"{soul_uuid_maniac}이(가) 생포되어 본래의 영지로 보내졌습니다.
 
 해당 영지의 영주가 감사 표시로 보낸 작은 선물: <hint=hint_resource_gold>{gold}</hint>"
activity_state.maniac.go_to_kill,암살하러 가는 중
activity_state.killing.wait,죽음을 기다리는 중
activity_state.maniac.killing,암살 중
activity_state.dog_play.go_to,개랑 놀러 가는 중
activity_state.dog_play.play,개랑 노는 중
activity_state.dog_play.dog_wait,마스터를 기다리는 중
activity_state.dog_play.dog_play,마스터와 노는 중
mind.mind_joker_watched,어릿광대의 공연
letter.maniac_about_message,"이웃이여! 우리 땅의 영주가 자네의 영지에 방문했다는 소문을 들었네. 이곳에서는 재미로 살육을 하는 제멋대로의 가학성애자로 오랫동안 알려져 있다네. 불행하게도 최근 구류에서 탈출했는데, 자네의 땅에서 그 비도덕적인 오락 행위를 계속하는 걸로 알고 있네. 놈이 처벌을 받지 않은 건 애석한 일이지만 성모 소피아께서 성스러운 손길로 놈을 벌하고 정의가 승리하기를 기도하지."
letter.maniac_about_message_richstring,정체불명의 가학 성애자가 처벌을 받지 않고 당신의 영지를 떠났습니다. 어디서 다시 만나게 될지 누가 알까요?
display_event.maniac_about_message,이웃 통치자의 서신
display_event.bandit_leave,정체불명의 누군가가 영지를 떠났습니다
tech.trade_tax_reduce,회색 계약
tech.market_depth_increase,확장 요구
tech.book_rewrite_cost_decrease,좁은 서체
tech.saint_king,권력의 신성함
tech.church_defence,소피아의 보호
tech.easier_divorce,이혼에 대한 사과
tech.bishop_fix_relations,구원의 화해
tech.detach_ex_bandit,새로운 시작
tech.knife_battle_stronger,단검의 거장
tech.stronger_weapon,내구도 크림
tech.better_training,모집
tech.moral_vs_bandits,도적단의 망치
knowledge.blocked_reason.contracts_required,{number_of_contracts} / {required_contracts} 무역 계약
knowledge.blocked_reason.books_required,책: {number_of_books} / {required_books}
knowledge.blocked_reason.soldiers_required,전사: {number_of_soldiers} / {required_soldiers}
knowledge.blocked_reason.matriarch_relation_required,총대주교 관계: {number_of_relation} / {required_relation}
map.maniac_in_bandit_camp,도적 진영의 정체불명의 누군가
map.menu.quest.manuac_captived,정체불명의 누군가가 생포되었습니다.
actor.part_of_nature.trader,상인
actor.action_task.church_defence,사랑의 가족의 보호
