Code,Indonesia
hint_exclude_relations,"~
Kau diusir dari aliansi kota karena hubunganmu dengan {soul_uuid_king_head}, pemimpin aliansi, telah menjadi permusuhan."
hint_exclude_relations_letter_1,"~
Persekutuan dibangun atas dasar kepercayaan, dan kau tahu ini dengan baik. Tidak ada tempat bagi yang tidak terhormat, jadi kau sekarang dikecualikan. Aku harus belajar lebih baik dalam menilai orang."
hint_exclude_relations_letter_2,"~
Lebih baik menunjuk seorang anak haram untuk posisimu, dan dia akan menjadi penguasa yang lebih layak. Ketahuilah bahwa persekutuan kita dibubarkan, dan tidak ada jalan kembali. Aku tidak bisa berjalan di jalan yang sama dengan pengkhianat. Kau tidak akan bertahan sendiri, dan untuk itu, aku senang!"
hint_force_neutrality_demand_attack_success,"~
Akibat serangan yang berhasil, {soul_uuid_king} dikalahkan dan dipaksa untuk memutus semua perjanjiannya.

Prajuritmu kembali ke rumah sebagai pemenang."
hint_force_neutrality_demand_attack_fail,"~
Kau kalah dalam pertempuran dan {soul_uuid_king} terbukti terlalu kuat untukmu. Semua perjanjian politiknya tetap berlaku."
hint_optional_force_neutrality_alliance_current_sir_reaction,"~
<red>PERHATIAN! {soul_uuid_king} adalah anggota persekutuan {soul_uuid_king_leader} dari {faction_uuid_sir}!</red>
$ Hubungan dengan {soul_uuid_king_sir}: <red>{rel_de_attack_vassal}</red>"
hint_optional_union_allyship_leader,"~

<b>Tanggung jawab Sekutu</b>
$ Jika kau gagal mengirim bantuan, mereka akan menganggapnya pengkhianatan dan sangat memburukkan pendapat mereka terhadap rajamu. Jika hubungan memburuk terlalu parah, <red>mereka mungkin mundur dari persekutuan</red>. Tetangga dan sekutu lainnya juga akan terkejut tidak menyenangkan."
hint_optional_union_allyship_ignore_was_leader,"~
<red>Kau mengkhianati seorang sekutu.</red>

$ Sikap {soul_uuid_king} terhadapmu: <red>{rel_defence_alliance_not_help}</red>
$ Sikap tetangga dan sekutu lainnya terhadapmu: <red>{rel_defence_alliance_broken_neighbore}</red>"
hint_exclude_relations_player_is_leader,"~
{soul_uuid_king} telah memutuskan untuk meninggalkan persekutuan karena hubungan mereka denganmu telah menjadi permusuhan."
hint_exclude_relations_player_is_leader_letter_1,"~
Tetap dalam persekutuan denganmu, hanya menunggu kau mengkhianatiku, adalah sesuatu yang tidak aku siapkan. Jika hubungan kita tidak bisa diperbaiki, maka biarkan masing-masing kita pergi ke jalan terpisah."
hint_exclude_relations_player_is_leader_letter_2,"~
Aku tahu bahwa balas dendam lebih kuat bahkan daripada ketakutan akan kematian. Tidak ada persekutuan denganmu yang bisa melindungiku dari kebencianmu. Aku memilih untuk memutuskannya; lebih baik kita akui satu sama lain bahwa kita adalah musuh, bukan sekutu."
hint_church_good_opinion_against_universal,"~
$ Matriark menyetujui bantuan melawan begal: <green>{church_rel_im}</green>"
hint_defence_ally_army_info,"Penguatan
{commander_soul_uuid} dari {faction_uuid}
{optional_army_info}"
hint_event_faction_left_alliance,"~
{faction_uuid} telah meninggalkan aliansi kota-kota yang dipimpin oleh {leader_faction_uuid}."
hint_event_faction_left_vassalage,"~
{faction_uuid} telah menolak status vasalnya kepada {sir_faction_uuid}."
hint_event_faction_alliance_destroyed,"~
Aliansi {leader_faction_uuid} telah benar-benar bubar."
hint_event_faction_vassalage_destroyed,"~
Kerajaan vasal {sir_faction_uuid} telah benar-benar pecah."
hint_action_task_together_diplomacy,"Kunjungan utusan
Bangsawan yang Anda pilih akan mengunjungi raja untuk memperbaiki hubungan dengannya atas nama penguasa Anda.

Selama proses tersebut, akan ada percakapan, hasilnya akan memengaruhi sikap {soul_uuid_king} terhadap raja Anda.

Kemungkinan percakapan yang baik tergantung pada keterampilan <hint=hint_skill_manners>Etika</hint> utusan Anda."
hint_action_task_together_diplomacy_context,"Kunjungan utusan
Pelaksana {soul_uuid_performer}: tingkat {skill_name} {skill_level}.

Hubungan dengan raja Anda: <green>{rel_improve}</green>"
hint_unavailable_king_is_out_of_town,"Tidak Tersedia
Raja {soul_uuid_king} tidak berada di kota saat ini."
hint_unavailable_king_can_not_be_performer,"Tidak Tersedia
Raja tidak dapat ditugaskan untuk tugas ini.

<b>Petunjuk:</b> Untuk membangun hubungan pribadi antara raja-raja, Anda dapat menugaskan raja Anda ke aksi Habiskan Waktu di menu Karakter."
hint_task_together_diplomacy_result,"~
Utusan Anda telah menyelesaikan tugas.

Akibatnya, sikap {soul_uuid_king} terhadap raja Anda: <green>{rel_improve}</green>"
hint_unavailable_bad_opinion_for_trade,"Hubungan tidak cukup baik
{optional_trade_info}
[hint_unavailable_bad_opinion]

<b>Petunjuk:</b> Anda dapat membuat perjanjian perdagangan permanen dengan raja-raja terlepas dari hubungan pribadi jika Anda bagian dari aliansi kota bebas yang sama <b>free cities alliance</b>."
hint_optional_trading_volumes_reduced,"~
Kota ini telah kehilangan <red>desa yang dibakar</red>, dan pasokan sumber daya yang diproduksinya telah <red>dikurangi setengahnya.</red>"
hint_optional_trading_volumes_zero,"Perdagangan tidak mungkin 
Kota ini telah kehilangan <red>kedua desanya yang dibakar</red> - permintaan perdagangan telah <red>dikurangi menjadi nol</red>. Tunggu hingga setidaknya satu desa {faction_uuid} dibangun kembali."
hint_trade_agreement_demand_performer,"Kota membeli: {offer_resource_name}
[hint_trade_agreement_demand_generic]

Harga telah disesuaikan sebesar {price_penalty} karena perbedaan keterampilan {skill_name} antara pihak perdagangan. 
$ {soul_uuid_performer} (level {performer_skill_level}) 
$ {soul_uuid_trader} (level {trader_skill_level})

{optional_holy_family_prices}
{optional_paper_prices}
{optional_trading_volumes_reduced}
[hint_SENDER]"
hint_trade_agreement_offer_performer,"Kota menjual: {offer_resource_name}
[hint_trade_agreement_offer_generic]

Harga telah disesuaikan sebesar {price_penalty} karena perbedaan keterampilan {skill_name} antara pihak perdagangan. 
$ {soul_uuid_performer} (level {performer_skill_level})
$ {soul_uuid_trader} (level {trader_skill_level})

{optional_holy_family_prices}
{optional_paper_prices}
{optional_trading_volumes_reduced}
[hint_SENDER]"
hint_shortcut_appoint_unavailable_invalid,"Tidak dapat dipilih
Tidak ada tindakan yang dapat dilakukan pada karakter ini."
hint_shortcut_appoint_unavailable_lord_not_in_town,"Penguasa tidak di kota
Klik untuk pergi ke lokasi penguasa."
hint_unavailable_bad_opinion_for_trade_additional_opinions_with_leader,"Hubungan terlalu buruk
[hint_unavailable_bad_opinion]

Ambang batas hubungan yang diperlukan lebih tinggi karena hubungan Anda dengan suzerain atau pemimpin aliansi {soul_uuid_leader} dari {faction_uuid_leader}, yang {faction_uuid} adalah anggotanya, terlalu buruk.

<b>Petunjuk:</b> Anda dapat membuat kontrak perdagangan permanen terlepas dari hubungan jika Anda dan mitra perdagangan Anda bagian dari <b>free cities alliance</b> (ini tidak berlaku untuk kerajaan bawahan)."
hint_unavailable_king_guest_in_other_town,"Raja sedang berada di luar kota.
Raja {soul_uuid} saat ini sedang mengunjungi kota {faction_uuid}.

Dia kemungkinan akan pulang dalam {remain_time}."
hint_trader_in_love,"~
* {soul_uuid_trader} jatuh cinta pada {soul_uuid_performer} (hubungan di atas <green>100</green>) dan <green>bersedia menawarkan diskon yang signifikan.</green>"
hint_trader_in_love_hint,"~
* <b>Hint</b> Jika {soul_uuid_trader} jatuh cinta pada {soul_uuid_performer} (hubungan di atas <green>100</green>), mereka bisa menawarkan diskon besar."
hint_ally_force_neutrality_letter_1_player_not_help,"~
Ketahuilah bahwa tanah-tanah kita kini terbagi. Dan jika engkau mencari alasan untuk ini, lihatlah ke cermin. Pada saat sulit yang membutuhkan bantuan, aku tidak menerima pertolongan darimu. Mulai saat ini, negaramu telah menjadi lebih kecil!"
hint_ally_force_neutrality_letter_2_player_not_help,"~
Sumpah bantuan militer diberikan olehmu ketika aku setuju menjadi bagian dari negaramu. Dan apa tanggapannya? Pada saat sulit, engkau meninggalkanku! Mulai sekarang, tidak ada yang mengikat kita!"
hint_ally_force_neutrality_letter_1_player_help_but_loose,"~
Terimalah rasa terima kasihku atas dukungan yang kau kirimkan padaku. Dan percayalah padaku, aku menyesal bahwa kesedihan kehilangan prajurit seperti itu tidak terganti oleh kemenangan. Namun, kita kini terpaksa berpisah jalan. Aku harap engkau tidak menyimpan dendam padaku."
hint_ally_force_neutrality_letter_2_player_help_but_loose,"~
Perangmu diperjuangkan dengan berani, tapi keberuntungan tidak berpihak pada kita. Aku harus mengakui padamu, dan jangan pikir keputusan ini datang dengan mudah padaku. Jalan kita harus berpisah. Aku menyesalinya."
hint_unavailable_heir_rebellion_in_ai_town,"Perjuangan Kekuasaan.
Selama ada perjuangan kekuasaan, para penguasa dan pasukan provinsi ini tidak akan meninggalkan batas-batasnya."
hint_unavailable_lord_in_defence_army,"Penguasa sedang di pasukan.
Penguasa ini berada di pasukan yang datang membantu kota ini. Tidak ada interaksi sosial yang mungkin."
hint_unavailable_lord_guest_in_other_town,"Penguasa sedang di luar kota
Karakter ini saat ini adalah tamu di kota {faction_uuid}.

Kemungkinan akan pulang dalam {remain_time}."
hint_unavailable_lord_on_global_map,"Penguasa sedang dalam perjalanan
Karakter ini saat ini sedang bepergian ke suatu tempat di peta global."
hint_city_burn,"Dibakar Sampai Hangus

Beritahu musuh bahwa kotanya akan benar-benar dihancurkan dan semua anggota keluarganya akan dibunuh. Setelah itu, provinsi akan menjadi tak berpenghuni, dan Anda akan dapat menempati kembali reruntuhan dengan para penguasa dan petani Anda kapan pun Anda inginkan. Sebuah keluarga bangsawan baru akan didirikan.

Karena Anda adalah <hint=hint_faction_relations_deadly_enemy>musuh bebuyutan</hint> dari raja ini, tindakan seperti itu akan diterima dengan pengertian oleh para tetangga.

$ Prajurit Anda akan membutuhkan dua hari berdoa untuk mempersiapkan diri secara rohani menghadapi pembantaian.

Hubungan dengan {soul_uuid_king}: {city_burn_rel_de}
{optional_attack_on_vassal_or_ally}
{optional_possible_helpers_against_player}
{optional_holy_defence_will_removed}

[hint_SENDER]"
hint_city_burn_note_recieved,"~
{soul_uuid_king} telah menerima pemberitahuan Anda dan akan mempersiapkan pertempuran penentu untuk hidupnya.

Prajurit Anda sebaiknya berdoa dan pengakuan dosa sebelum membakar pemukiman lain sampai hangus dan menyembelih keluarga bangsawan.

$ Hubungan dengan {soul_uuid_king}: {city_burn_rel_de}
{optional_possible_helpers_against_player}
{optional_holy_defence_will_removed}"
hint_city_burn_letter_1,"~
Apakah Anda benar-benar berpikir bisa datang dan menang dengan segelintir pengecut menyedihkan sebagai prajurit? Kepercayaan diri berlebih Anda menakjubkan. Saya harap Anda sudah dalam perjalanan, karena saya sudah memerintahkan pesta untuk merayakan kemenangan saya."
hint_city_burn_letter_2,"~
Biarkan mereka yang tidak bisa bertarung menekukkan lututnya. Saya bukan salah satunya, dan Anda tahu itu dengan baik! Pasukan Anda menghadapi kekalahan, dan kami tidak akan mengambil tawanan!"
hint_city_burn_waiting_description,"Pengumpulan Pasukan
{soul_uuid_king} sedang mengumpulkan sekutu sementara prajurit Anda mempersiapkan untuk membakar pemukimannya sampai hangus.
{optional_possible_helpers_against_player}"
hint_city_burn_waiting_ends,"~
$ {soul_uuid_king} sedang menunggu serangan Anda.
$ Prajurit Anda juga siap.

Sekarang Anda bisa menyerang kotanya untuk membakarnya sampai hangus."
hint_city_burn_ready_description,"Menunggu Serangan
{soul_uuid_king} sedang menunggu serangan terhadap kotanya oleh pasukan Anda.

$ Jika Anda tidak muncul untuk serangan dalam waktu <b>dua hari</b>, Anda akan dinyatakan sebagai pengecut."
hint_city_burn_coward,"~
Anda tidak muncul di serangan, dan sekarang raja Anda akan dikenal sebagai pengecut.

$ Hubungan dengan tetangga dan {soul_uuid_king}: <red>{rel_coward}</red>"
hint_city_burn_success,"~
Kota telah dibakar dan dirampok sebesar <hint=hint_resource_gold>{tribute_money}</hint>, dan keluarga bangsawan {soul_uuid_king} sekarang menjadi bagian dari sejarah.

Provinsi berada di bawah kendali Anda, dan Anda akan dapat menempati kembali reruntuhan dengan para penguasa dan petani Anda kapan pun Anda inginkan. Sebuah keluarga bangsawan baru akan didirikan."
hint_city_burn_fail,"~
Anda telah kalah dalam pertempuran."
hint_city_burn_fair_letter_success_mat_1,"~
Puji syukur kepada Sophia atas pertolongannya mengakhiri perang ini. Saatnya menghitung kerugian, dan di atas reruntuhan kebencian dan permusuhan masa lalu, bangun Perdamaian. Aku tahu ini akan terjadi karena itulah kehendaknya."
hint_city_burn_fair_letter_success_mat_2,"~
Nah, kau telah meraih kemenangan yang adil, dan kesedihan perang telah berlalu. Biarlah kota ini lahir kembali, dan biarlah kemakmuran memerintah di dalamnya."
hint_city_burn_unfair,"Dibakar Sampai Hangus
Beritahu penguasa bahwa kotanya menunggu kehancuran, dan dia beserta keluarganya akan menghadapi kematian. Setelah ini, provinsi tersebut akan berada di bawah kendalimu, dan engkau akan bisa menempatkan kembali reruntuhan itu dengan para penguasa dan Petani kapan pun engkau inginkan. Sebuah keluarga bangsawan baru akan didirikan.

Karena engkau <b>TIDAK merupakan musuh bebuyutan</b> dari penguasa ini, kekejaman seperti itu akan memprovokasi kemarahan dan teror di antara para tetangga.

Selain itu, kebijakan ini sangat tidak disetujui oleh <hint=hint_relations_matriarch>Matriarch</hint>.

$ Hubungan dengan Matriarch: <red>{city_burn_unfair_mat_rel_de}</red>
$ Hubungan dengan {soul_uuid_king}: <red>{city_burn_unfair_rel_de}</red>
$ Hubungan dengan para tetangga: <red>{city_burn_unfair_neigh_rel_de}</red>

$ Prajuritmu akan memerlukan dua hari berdoa untuk secara rohani mempersiapkan diri menghadapi pembantaian massal.
{optional_attack_on_vassal_or_ally}
{optional_possible_helpers_against_player}
{optional_holy_defence_will_removed}

[hint_SENDER]"
hint_city_burn_unfair_note_recieved,"~
$ {soul_uuid_king} telah menerima pemberitahuanmu dan akan mempersiapkan pertempuran penentu untuk hidupnya.

Prajuritmu sebaiknya berdoa dan pengakuan dosa sebelum membakar pemukiman lain sampai hangus dan menyembelih keluarga bangsawan.

$ Hubungan dengan Matriarch: <red>{city_burn_unfair_mat_rel_de}</red>
$ Hubungan dengan {soul_uuid_king}: <red>{city_burn_unfair_rel_de}</red>
$ Hubungan dengan para tetangga: <red>{city_burn_unfair_neigh_rel_de}</red>
{optional_possible_helpers_against_player}
{optional_holy_defence_will_removed}"""
hint_city_burn_letter_fail_1,"~
Kata orang, satu cacat dalam garis keturunan bisa merusak seluruh generasi. Dan sepertinya cacatmu adalah ketidakmampuan dalam pemerintahan. Apakah kau benar-benar pikir aku akan membiarkanmu membakar kotaku? Sebelum melakukan tindakan seperti itu, kau perlu mempertimbangkan konsekuensinya. Dan percayalah, kau tak akan bisa menghindarinya."
hint_city_burn_letter_fail_2,"~
Kau terlalu melebih-lebihkan keberanian rakyatmu; mereka lari seperti kelinci ketakutan yang dikejar rubah lapar. Prajuritku lebih baik membunuh anak-anak mereka daripada membiarkan kotanya menjadi abu. Kau tak akan mendapat belas kasihan dariku."
hint_city_burn_letter_coward_1,"~
Para dewa menganugerahkan hadiah pengecut padamu pada hari kelahiranmu. Seberapa menyedihkan dirimu dalam usaha tampil sebagai lawan yang layak; yang bisa kau lakukan hanyalah mengancam. Aku harap lain kali kau punya setidaknya segenggam keberanian untuk datang ke sini dan menunjukkan diri di medan perang."
hint_city_burn_letter_coward_2,"~
Aku belum lama sekali merasa senang seperti ini. Begitu banyak Lelucon dibuat atas namamu ketika kami sadar kau pengecut dan tak mau datang bertarung. Aku bisa bayangkan bagaimana prajuritmu sendiri mengejekmu ketika kau bilang kau belum siap bertarung. Belajarlah untuk tidak menerima tantangan jika kau belum siap untuk pertempuran."
hint_city_burn_letter_success_mat_1,"~
Aku menulis untuk memberitahumu bahwa kau telah memprovokasi murka Ibu Sophia dengan tindakanmu. Tidak pantas bagi penguasa yang bijaksana untuk menyerang mereka yang hidup damai dengannya. Aku minta kau hindari tindakan seperti itu di masa depan."
hint_city_burn_letter_success_mat_2,"~
Bukankah kitab suci Santa Sophia mengajarkan keadilan? Menyerang secara tiba-tiba mereka yang terikat padamu oleh ikatan Persahabatan tidak layak bagi penguasa yang bijak. Aku yakin kau akan mematuhi keinginanku, karena itu masuk akal."
hint_praise_for_king,"Pujian terhadap Tetangga
Penguasa yang dipilih <b>mempuji</b> tetangga bersama kalian atas nama rajamu.

Akibatnya, hubungan {soul_uuid_king} dengan tetangga <b>bertingkat</b> sebesar jumlah yang bergantung pada keterampilan <hint=hint_skill_speech>Persuasi</hint> pelaku.

<b>Petunjuk:</b> Meningkatkan hubungan bisa berguna untuk mendamaikan sekutu dan memperluas aliansi kalian.

[hint_SENDER]"
hint_praise_for_king_choose_performer,"Pujian terhadap Tetangga
Pelaku {soul_uuid_performer} : {skill_name} lvl. {skill_level}

<b>Konsekuensi</b>
$ Hubungan {soul_uuid_king} dengan {soul_uuid_king_s}: <green>+{rel_de_praise_to_target_king}</green>

Hubungan saat ini {soul_uuid_king} dengan {soul_uuid_king_s}: {rel_current}"
hint_praise_for_king_success,"~
{soul_uuid_king} telah mencatat pendapatmu tentang {soul_uuid_king_s}, dan meskipun ia memiliki pikiran sendiri tentang masalah ini, ia masih memikirkannya.

<b>Konsekuensi</b>
$ Hubungan {soul_uuid_king} dengan {soul_uuid_king_s}: <green>{rel_de_praise_to_target_king}</green>"
hint_praise_for_king_success_letter_1,"~
Saya tidak menyangka pendapatmu tentang tetangga bersama kita begitu positif. Tetapi sulit bagi saya untuk membedakan adanya niat jahat di balik kata-katamu. Mungkin mereka lebih baik daripada yang saya pikirkan."
hint_praise_for_king_success_letter_2,"~
Pujianmu terhadap tetangga itu memuji dirimu. Apakah ada kebenaran di balik ini, atau pikiranmu tertidur saat berbicara tentang mereka? Kita lihat saja."
hint_praise_for_king_success_letter_3,"~
Kau mengklaim bahwa tetangga kita adalah orang yang layak? Saya ingin mempercayainya. Tetapi waktu akan memberi tahu; mungkin mereka telah membodohi kamu?"
hint_trader_discount_because_player_is_leader,"~
* {soul_uuid_trader} menghormati {soul_uuid_players_king} sebagai pemimpin aliansi dan <green>bersedia menawarkan diskon yang signifikan.</green>"
hint_ai_ally_bad_opinions_with_leader,"Konflik dengan Sekutu
Seorang anggota aliansi kalian, {soul_uuid_king}, memiliki ketidaksepakatan serius dengan penguasa kalian.

Jika hubungan dengan monarki ini tidak dipulihkan dari {current_opinion} ke {min_opinion_alliance_threshold} dalam 24 jam, {faction_uuid} <b>akan meninggalkan aliansi</b>"
hint_ai_leader_bad_opinions_with_ally_player,"Konflik dengan Pemimpin Aliansi
Pemimpin aliansi, {soul_uuid_king}, memiliki keluhan serius terhadap rajamu.

Jika hubungan dengan monarki ini tidak dipulihkan dari {current_opinion} ke {min_opinion_alliance_threshold} dalam 24 jam, <b>kalian akan dipaksa meninggalkan aliansi</b>."
hint_advisor_caption,Masalah
hint_advisor_wood,"[hint_advisor_caption]
Penggergajian Kayu Anda tidak memproduksi cukup <hint=hint_resource_wood>kayu</hint>, yang sangat penting untuk pengembangan.

$ Pastikan Anda memiliki setidaknya 2, lebih baik lagi 3 <hint=hint_bld_woodcutter>Penggergajian Kayu</hint> yang dibangun.
$ Tukang kayu secara bertahap membersihkan hutan di sekitar Penggergajian Kayu, dan semakin jauh jarak untuk mengambil kayu. Mungkin saatnya untuk memindahkan Penggergajian Kayu yang sudah dibangun lebih dekat ke pohon-pohon.

<b>Catatan</b> bahwa hutan memiliki kemampuan untuk beregenerasi, tetapi hanya di dekat pohon-pohon lain. Jika Anda menebang bersih seluruh hutan, itu tidak akan beregenerasi."
hint_advisor_alcohol,"[hint_advisor_caption]
[hint_nt_dummy_low_beer]"
hint_advisor_nectar,"[hint_advisor_caption]
Lebih dari 30% warga Anda adalah <hint=hint_addict>pecandu nektar</hint>, dan kurang dari setengahnya mengonsumsi <hint=hint_resource_nectar>nektar</hint> kemarin.

Ini bisa berbahaya karena keinginan untuk Nektar memiliki dampak yang sangat kuat pada <hint=hint_mood>suaana hati</hint>."
hint_advisor_housing,"[hint_advisor_caption]
[hint_nt_dummy_many_homeless]"
hint_advisor_tasks,"[hint_advisor_caption]
Para bangsawan gagal mendistribusikan <hint=hint_inspection>instruksi</hint> di semua bangunan, menyebabkan penurunan produktivitas yang signifikan di beberapa di antaranya.  

$ Jika ada terlalu banyak bangunan, saatnya menerapkan birokrasi dengan membangun <hint=hint_bld_chancellery>Kanselari</hint>. Beli buku yang sesuai dari Karavan Suci dan siapkan produksi <hint=hint_resource_paper>Kertas</hint>."
hint_advisor_patrols,"[hint_advisor_caption]
Ini berarti Anda perlu bersiap menghadapi kejahatan sampai <hint=hint_persons_criminal>pengembara</hint> menghabiskan semua uang mereka.

$ Bangun <hint=hint_bld_patrol_sign>Bendera Patroli</hint> (Menu Konstruksi) di dekat penyimpanan Aula, dan gudang <hint=hint_bld_store>gudang</hint> lainnya jika ada. Tetapkan prajurit ke sana dan tandai radiusnya.
$ Anda juga bisa menempatkan patroli di area tempat orang berkumpul dan dekat perumahan (terutama perumahan para bangsawan).
$ Beli buku <hint=hint_bld_scafod>Panggung Gantung</hint> dari Karavan dan bangun itu untuk pencegahan dan hukuman."
hint_advisor_scafod,"[hint_advisor_caption]
Sepertinya Anda memiliki masalah dengan kejahatan - sudah ada lebih dari <b>5</b> <hint=hint_persons_criminal>pengembara</hint>.

$ Tempatkan <hint=hint_bld_patrol_sign>bendera patroli</hint> di area di mana kejahatan terjadi.
$ Bangun <hint=hint_bld_scafod>Panggung Gantung</hint> agar algojo bisa mengeksekusi penjahat yang ditangkap.
$ Dalam sisa waktu mereka, algojo akan mengintimidasi pengembara agar tidak melakukan kejahatan, sehingga terlibat dalam pencegahan kejahatan.

<b>Petunjuk:</b> Selain itu, dengan menggunakan Panggung Gantung, Anda selalu bisa memulai <hint=hint_terror_peasants>teror</hint>, yang akan mengurangi jumlah pengembara tetapi membuat penduduk lebih tidak bahagia, sehingga membatasi <hint=hint_migration>migrasi</hint>."
hint_advisor_low_money,"[hint_advisor_caption]
Perbendaharaan hampir kosong! Tanpa <hint=hint_resource_gold>Emas</hint>, akan jauh lebih sulit bagi penguasa Anda untuk menjaga situasi terkendali.

$ Jangan lupa jual barang ke Karavan atau tetangga - barang yang lebih kompleks, semakin tinggi keuntungannya. Tingkatkan <hint=hint_skill_negotiations>Perdagangan</hint> setidaknya untuk satu bangsawan.
$ Perhatikan kekayaan <hint=hint_wealth>rata-rata:</hint> petani dan prajurit di tooltip karakter di sudut kiri atas. Mungkin saatnya mengguncang kantong mereka dengan menyiapkan <hint=hint_iternal_trade>perdagangan internal</hint>?
$ Jika Anda memiliki pasukan besar, itu tidak boleh menganggur. Bahkan serangan ke kamp perampok bisa cukup menguntungkan karena hadiah dan tahanan yang ditangkap. Ada juga tetangga yang lemah..."
hint_advisor_matriarch,"[hint_advisor_caption]
Matriark marah kepada Anda, menyebabkan embargo pada barang penting dari Karavan Suci dan ketidakpuasan di antara fanatik.

$ Cobalah tingkatkan jumlah fanatik melalui khotbah di kuil.
$ Perbaiki hubungan antara raja dan uskup; sarankan mereka menghabiskan waktu bersama. Pendapat uskup penting bagi matriark.
$ Hancurkan kamp perampok dan lakukan perbuatan saleh lainnya di peta dunia."
hint_advisor_prestige,"[hint_advisor_caption]
Kehidupan di provinsi paling terpencil menindas para bangsawan dan petani dari beberapa budaya.

$ Arahkan kursor ke ikon Prestise di sudut kiri atas untuk mengetahui apa yang kurang.
$ Solusi termudah adalah membangun Dekorasi (Menu Konstruksi)."
hint_advisor_teach_children,"[hint_advisor_caption]
Masa kecil adalah waktu ketika para penguasa memperoleh pengalaman jauh lebih banyak dari pendidikan daripada saat dewasa.

$ Pilih seorang anak.
$ Pilih bidang studi dan seorang guru.

Perhatikan bahwa Anda dapat mengundang para penguasa dari provinsi tetangga untuk berkunjung dan mendidik anak tersebut jika orang tua kekurangan <hint=hint_skill_teaching>Teaching</hint> skill."
hint_advisor_marry,"[hint_advisor_caption]
Penguasa Anda {soul_uuid} masih belum menikah dan belum menghasilkan keturunan, sementara tetangga menawarkan prospek pernikahan yang cocok. Bukankah sudah waktunya bagi mereka untuk menetap? Lagipula, para penguasa adalah makhluk fana (dan terkadang tiba-tiba begitu), dan anak-anak adalah masa depan Anda.

$ Pergi ke peta global
$ Pilih pasangan yang cocok dan atur pernikahan.

Anda juga dapat memasangkan mereka dalam pernikahan dengan penguasa lain milik Anda."
hint_advisor_chancellery,"[hint_advisor_caption]
Kota sedang berkembang, dan segera para penguasa tidak akan mampu mendistribusikan instruksi ke semua bangunan tepat waktu. Saatnya membangun birokrasi! Di <hint=hint_bld_chancellery>Chancellery</hint>, seorang penguasa dapat mendelegasikan distribusi instruksi kepada tiga juru tulis sekaligus, sehingga secara signifikan meningkatkan jumlah bangunan yang dilayani. Namun, birokrasi semacam itu memerlukan <hint=hint_resource_paper>Paper</hint>.

$ Beli dari Karavan Suci dan teliti teknologi Chancellery.
$ Jangan lupa untuk juga meneliti produksi <hint=hint_resource_paper>Paper</hint>, yang diperlukan untuk operasi Chancellery."
hint_advisor_loyality,"[hint_advisor_caption]
Penguasa Anda {soul_uuid} mengalami masalah dengan <hint=hint_loyalty>Loyalty</hint>. Sudah turun di bawah 40 dan terus menurun. Ketika jatuh di bawah 25, ia mungkin meninggalkan provinsi, Dan dalam kondisi tertentu, memicu pemberontakan.

$ Untuk sementara meningkatkan Loyalty, <b>reward</b> atau <b>intimidate</b> penguasa melalui menu aksi.
$ Untuk mencegah penurunan lebih lanjut, cari tahu apa yang memengaruhinya - arahkan kursor mouse ke ikon Mahkota di menu miliknya. Bisa jadi suasana hati buruk atau hubungan buruk dengan raja. Cobalah selesaikan masalah ini sebelum terlambat."
hint_advisor_slaves_unhappy,"[hint_advisor_caption]
Ketika <hint=hint_persons_slave>prisoners</hint> tidak bahagia, mereka mungkin memulai <hint=hint_slave_riot>rebellion</hint> - Anda dapat melihat kemungkinan ini dengan mengarahkan ke ikon mereka di kiri atas.

$ Pastikan semua <hint=hint_bld_slaves_barrack>Prison Wards</hint> diduduki oleh narapidana - hanya di sana mereka memiliki kesempatan mendapatkan makanan dan alkohol.
$ Periksa bahwa Blok Penjara memiliki sipir.
$ Pastikan Anda mengalokasikan cukup makanan dan alkohol untuk narapidana di <hint=hint_finance_menu>Finance menu</hint>."
hint_advisor_peasants_unhappy,"[hint_advisor_caption]  
Rata-rata suasana hati petani Anda telah turun di bawah <green>50</green> untuk hari itu, yang berarti perlambatan <hint=hint_migration>migration</hint>  

Ada banyak cara untuk meningkatkan suasana hati mereka agar menarik mereka kembali ke pemukiman Anda.  

$ Arahkan ke ikon petani di sudut kiri atas dan periksa pikiran negatif mereka yang paling sering. Mungkin mereka kekurangan perumahan?  
$ Gelar Khotbah Kegembiraan atau tingkatkan jumlah fanatik dengan menggelar Khotbah Iman di <hint=hint_bld_temple>Temple</hint> (yang terakhir akan memperkuat <hint=hint_bishop>Bishop</hint>).  
$ Naikkan upah mereka, jual lebih banyak alkohol dan makanan berkualitas tinggi, atau pertimbangkan <hint=hint_resource_nectar>Nectar</hint>.  
$ Gelar eksekusi spektakuler di <hint=hint_bld_scafod>Scaffold</hint>. Letakkan Panggung Gantung dekat Kedai untuk menarik lebih banyak penonton.  
$ Akhirnya, Anda dapat memulai <hint=hint_nt_terror_culture>kampanye teror</hint> terhadap budaya yang dibenci mayoritas penduduk.  

Anda dapat membaca lebih lanjut tentang suasana hati petani <hint=hint_nt_unhappy>di sini</hint>."
