Key,Indonesia
display_event.got_nickname,"{name}: Karakter menerima julukan ""{nickname}"""
display_event.lord_not_have_time_for_chancellery,Manajer kanselari tidak bisa tiba tepat waktu.
building.menu.status.waiting_inspector,Menunggu manajer
building.watch_tower.archers,PEMANAH
actor.action_task.assasins_guest_give_child,Korbankan Anak Sulung
actor.action_task.assassination,Pembunuhan Rahasia
activity_state.npc_guest.go_to,Menuju pusat kota
activity_state.npc_guest.wait,Menunggu percakapan
display_event.guest_arrive,Tam u khusus telah tiba: {guest_name}
building.watch_tower.weapons,SENJATA
building.watch_tower.armor,ZIRAH
building.watch_tower.orders,PERINTAH
building.watch_tower,Menara Pemanah
building.watch_tower.auto_collect,Penempatan Pemanah Otomatis
actor.action_task.hire_escaped_lord,Undang ke Keluarga
display_event.escaped_lord_arrive,Lord Meminta Suaka
letter.escaped_lord,"Saya tahu bahwa bajingan itu akan mencari perlindungan di kota Anda. Tolong, jangan terima dia - lebih baik usir dia secepat mungkin. Anda tidak tahu apa yang dilakukan binatang itu kepada kami!"
letter.escaped_lord_richstring,"Lord {soul_uuid_lord} meminta suaka di provinsi Anda.

Anda bisa mengusir lord ini atau menerimanya ke dalam keluarga Anda sebagai <hint=hint_untitled_lord>lesser lord.</hint>

Jika Anda menerimanya, {soul_uuid} akan memburukkan hubungan mereka dengan penguasa Anda sebesar <red>{rel_de}</red>."
building.watch_tower.status.need_to_assign_watchmans,Kita perlu menugaskan pemanah!
building.watch_tower.status.no_available_soldiers,Tidak ada prajurit yang tersedia!
building.watch_tower.status.soldiers_go_to_tower,Prajurit bergegas ke menara
building.watch_tower.status.attack,Menyerang {target_name}
building.watch_tower.status.on_duty,Mencari bahaya.
building.watch_tower.status.not_summoned,Pemanah belum dipanggil.
activity_state.watch_tower.go_to,Saya menuju menara pemanah.
activity_state.watch_tower.on_duty,Bertugas di menara pemanah
letter.escaped_lord_final,"Anda telah bertindak tidak bijaksana. {lord_uuid} pantas digantung, bukan duduk di meja Anda. Sayang sekali, saya terlalu malu untuk mengungkapkan apa yang telah dilakukannya agar meyakinkan Anda sebaliknya. Tapi saya mengira penilaian Anda lebih tinggi."
letter.escaped_lord_richstring_final,"Anda telah menerima lord pelarian ke dalam keluarga Anda sebagai <hint=hint_untitled_lord>lesser lord.</hint>

{king_uuid} telah memburukkan hubungan mereka dengan penguasa Anda sebesar <red>{rel_de}</red>."
display_event.witch_save_message,Anda menerima surat
letter.witch_save_message,"Tidak setiap penguasa sebaik hati terhadap seorang wanita sederhana yang mencari perlindungan dari pelayan-pelayan awam Dewi Baru!

Saya berterima kasih kepada Anda dan menganugerahkan berkah sederhana saya."
letter.witch_save_message_richstring,"Sebagai tanda terima kasih penyihir, penguasa Anda memperoleh sifat <hint={trait_hint}>{trait_caption}</hint>."
trait.impotence,Kelemahan Seksual
trait.longlive,Umur Panjang
trait.male_birth,Berkah Anak Laki-laki
actor.action_task.witch_save,Penyihir: Suap
actor.action_task.witch_give,Penyihir: Serahkan
actor.action_task.trade_with_knowledge_trade,Perdagangan
actor.action_task.hire_mountain_knight,Rekrut
actor.action_task.hire_escaped_lord,Terima ke Keluarga
actor.action_task.bandit_slave_buy,Tebus Narapidana
actor.action_task.buy_dog,Beli Anjing
actor.action_task.sacrifice_allow,Izinkan Misa Merah
actor.action_task.depart_uniq_guest,Usir
building.watch_tower.enemy_tower,"Menara ini memberikan perlindungan dan akurasi tambahan bagi pemanah yang ditempatkan di atasnya. "
actor.class.light_crossbowman,Pemanah crossbow ringan
global_map.object.army.defenders,Garnisun
map.ask_player_send_army_to_attack,Permintaan Kirim Pasukan
opinion_mind.player_ally_send_army,Pasukan dikirim untuk bantuan
opinion_mind.leader,Pemimpin Aliansi
global_map.choose_army,PILIHAN REGU
actor.action.army.allies,Sekutu
actor.action.army.vassals,Vasal
display_event.uniq_slave_release_message,Pesan dari narapidana
letter.uniq_slave_release_message_noble,"Saya adalah orang malang yang Anda tebus dari begal dan bebaskan. Saya minta maaf karena pergi begitu cepat, tapi saya sangat ingin bertemu kembali dengan keluarga saya.

Sekarang saya sadar bahwa gadis-gadis cantik bisa membawa kita bukan hanya kenikmatan cinta, tapi juga pengkhianatan licik, begitu memalukan dalam kesederhanaannya sehingga saya lebih baik mati daripada mengakui kepada Anda siapa saya sebenarnya.

Meskipun begitu, saya ingin menyampaikan rasa terima kasih atas kebaikan Anda dan entah bagaimana mengganti biaya Anda."
letter.uniq_slave_release_noble_richstring,Surat itu disertai <hint=hint_resource_gold>{count}</hint>.
letter.uniq_slave_release_message_bandit,"Tuan! Seorang pendeta sederhana menulis kepada Anda atas nama seseorang. Dia adalah pengembara buta huruf tapi mengklaim bahwa Anda baru-baru ini membebaskannya dari penahanan, membayar jumlah yang cukup besar.

Dia meminta disampaikan bahwa dia kehilangan dirinya dalam permainan dadu, dan untuk membayar utangnya, dia menyarankan kepada temannya untuk menjual dirinya dengan harga mahal, berpura-pura menjadi lord misterius.

Belas kasih yang Anda tunjukkan telah menyentuh nuraninya, dan dia meminta maaf atas lelucon kecil ini. Dia tidak bisa membalas Anda dengan cara lain dan meminta saya berdoa untuk kesehatan Anda."
letter.uniq_slave_release_bandit_richstring,"Selain surat, tidak ada yang lain di dalam amplop."
map.demand_player_send_army_to_attack,Tuntutan Kirim Pasukan
opinion_mind.matriarch_witch_give,Penyihir diserahkan ke keadilan
display_event.witch_king_got_impotence,Penguasa Anda merasa tidak enak badan
display_event.too_smart_old_lord,{name}: Risiko Kehilangan Pengetahuan!
display_event.lord_banned,{name}: Persona non grata di {faction_name}!
mind.animal_master,Pemilik
activity_state.go_to_pet,Pergi ke hewan peliharaan
mind.animal_play,Bermain dengan anjing
map.vassal_ai_want_to_rebel,Seorang vasal akan memberontak
opinion_mind.bribe_my_heir,Mencoba menggulingkan saya
menu.army.keep_last_army,Simpan komposisi pasukan terakhir
actor.action_task.order_song_religious,Nyanyian Religius
actor.action_task.order_song_lyric,Puisi Lirik
actor.action_task.order_song_glory,Lagu Heroik
actor.action_task.order_song_good,Cerita Moral
activity_state.npc_bard.go_to,Pergi bermain
activity_state.npc_bard.work,Sedang bermain
actor.action_task.dog_tame,Jinakkan Anjing
actor.action_task.dog_transit,Berikan Anjing
activity_state.npc_joker.go_to,Pergi menghibur rakyat
activity_state.npc_joker.work,Menghibur rakyat
display_event.guest_assassin_success_death,{target_name}: Kematian Mendadak
auto_backup_saves.header,Penyimpanan cadangan dibuat
auto_backup_saves.body,"Anda telah meluncurkan cabang beta eksperimental dari permainan <b>Norland</b>. Kami berusaha membuatnya stabil, tapi apa saja bisa terjadi!

Selain itu, penyimpanan yang dibuat di cabang eksperimental mungkin sementara tidak kompatibel dengan cabang reguler permainan (jika Anda memutuskan untuk beralih kembali). Itulah mengapa kami telah membuat cadangan semua penyimpanan Anda di folder terpisah: <b>%localappdata%/Strategy/saves/backup/</b>. Untuk mengaksesnya di Windows, tekan WIN+R, ketik %localappdata%/Strategy/, dan tekan Enter.

Jika Anda ingin kembali ke penyimpanan ini, cukup pindahkan ke folder <b>saves/</b>.

Umpan balik Anda tentang perubahan yang kami buat sangat penting bagi kami, jadi kami menantikan kabar dari Anda di forum Steam atau di Discord kami. Terima kasih!"
mind.heard_good_song,Lagu lirik seorang penutur
display_event.unique_guest_bishop,Surat dari Matriark
letter.unique_guest_bishop,"
Anak tercinta! Kabar gembira tentang keramahan dan kemurahan hati Anda telah sampai ke telinga kami! Kami berterima kasih kepada Anda atas sambutan hangat yang Anda berikan kepada orang kesayangan kami! Meskipun dia tidak setuju dengan salah satu penguasa, dia adalah pelayan damai dan terhormat dari kehendak kami, dan kami senang bahwa dia tetap sehat dan menemukan perlindungan sementara di provinsi Anda."
letter.unique_guest_bishop_richstring,"
Hubungan dengan Matriark dan Uskup: <green>+{rel_de}</green>"
display_event.unique_guest_philosoph,Surat dari penguasa jauh
letter.unique_guest_philosoph,"Saya mendengar bahwa seseorang mungkin mengunjungi tanah Anda secara anonim. Saya mohon, jangan terima dia! Anak haram yang najis dari pelacur dan anjing ini melakukan penodaan selama ibadah pagi, secara terbuka meragukan kebaikan Ibu Sophia! Pikirkanlah ini!"
letter.unique_guest_philosoph_richstring,Sekarang Anda tahu alasan mengapa {soul_uuid} berada di tanah Anda.
action_task_assassination,Pembunuhan Rahasia
actor.action_task.trade_with_nectar_trader,Perdagangan
activity_state.joker_watch.go_to,Pergi melihat badut
activity_state.joker_watch.process,Menikmati pertunjukan
activity_state.joker_watch.give_gold,Memberi hadiah uang kepada badut
building.wooden_wall,Pagar Kayu
actor.action_task.dog_play,Main
work.warden,Sipir
display_event.some_soldiers_refuse_patrol,Beberapa prajurit menolak pergi patroli
display_event.bard_complete_order,Penyanyi pengembara telah menyelesaikan komisi
activity_state.bard_watch.go_to,Pergi mendengarkan penyanyi pengembara
activity_state.bard_watch.process,Mendengarkan penyanyi pengembara
activity_state.npc_bard.wait,Menunggu pendengar
opinion_mind.kick_out_me_from_alliance,Memutuskan aliansi
opinion_mind.kick_out_me_from_vassalage,Memberikan kebebasan
display_event.sacrifice_allowed,Misa merah disetujui
display_event.sacrifice_result,Misa merah telah selesai
opinion_mind.sacrifice_allowed,Menyetujui misa merah
name.incognito,Tanpa identitas
guest.assassin,Pendeta Dahamat
guest.escaped_lord,Lord Pelarian
guest.joker,Badut
guest.knowledge_trader,Scriptonic
guest.mountain_knight,Ksatria Perampok
guest.witch,Penyihir
guest.bandit_and_slave,Pengembara dengan Narapidana
guest.dog_seller,Pedagang Anjing
guest.cultists,Arkon Dewa Mati
guest.bard,Penyanyi Pengembara
guest.nectar_trader,Pedagang Nektar
guest.incognito,Tanpa identitas
opinion_mind.escaped_lord_accept,Menerima lord yang melarikan diri
display_event.click_to_read_message,Klik untuk membaca pesan
display_event.unique_guest_philosoph_depart,Catatan dari Tamu
letter.unique_guest_philosoph_depart,"Rasa terima kasihku atas kebaikanmu tak terbatas! Namun, sayangnya, aku harus meninggalkan provinsimu yang ramah, karena musuh-musuhku telah mengetahui keberadaanku. Namun, sebagai kenang-kenangan dari percakapan menyenangkan kita, aku ingin memberimu buku ini. Semoga itu mengingatkanmu padaku dan bagaimana keterbukaan terhadap pengetahuan budaya lain membuat kita lebih kuat."
letter.unique_guest_philosoph_richstring_depart,"Saat meninggalkan kotamu, tamumu meninggalkan catatan ini dan kamus bahasa {culture_name} sebagai hadiah.

Para lordmu akan mengenang kehadirannya dengan hangat."
display_event.unique_guest_bishop_depart,Catatan dari Tamu
letter.unique_guest_bishop_depart,"Aku berterima kasih atas keramahanmu, tapi aku harus pergi, karena berkat partisipasi teman-temanku dalam Batu Iman, Matriark telah mengetahui kebenaran penuh tentang situasiku. Kini, aku diampuni dan disukai—karena kebenaran selalu menemukan jalannya. Sebagai balasan, aku berjanji akan berbisik beberapa kata tentangmu kepada Matriark sebagai penguasa yang saleh dan setia. Semoga Ibu Sophia melindungimu!"
letter.unique_guest_bishop_richstring_depart,"Saat meninggalkan kotamu, tamumu meninggalkan catatan ini.

Sepertinya hubunganmu dengan <hint=hint_relations_matriarch>Matriark</hint> dan <hint=hint_bishop>Uskup</hint> akan segera membaik."
ceremony.sacrifice,Misa Merah
family_tree.branch_of,Cabang: {character_name}
family_tree.role.lord,Lord
display_event.place_hall,Bangun Aula
letter.unique_guest_piligrims_accept,Kami gembira mengetahui kemurahan hatimu terhadap peziarah suci yang mengunjungi tanahmu. Semoga kesalehanmu menjadi teladan bagi semua penguasa benar lainnya!
letter.unique_guest_piligrims_accept_richstring,"Matriark menyampaikan rasa terima kasih atas keramahanmu terhadap para peziarah dan penyediaan makanan untuk mereka.

$ Hubungan dengan Matriark: <green>+{rel_inc}</green>"
letter.unique_guest_piligrims_not_accept,"Kami kecewa dengan cara kamu memperlakukan anak-anak kami, para peziarah suci. Ingatlah apa yang dikatakan Sophia: perlakukan anak-anakku seperti kamu memperlakukan anak sulungmu! Kami harap kamu akan memulai jalan koreksi dan rahmat!"
letter.unique_guest_piligrims_not_richstring,"Matriark kecewa dengan cara kamu memperlakukan para peziarah suci.

$ Hubungan dengan Matriark: <red>-{rel_de}</red>"
guest.piligrims,Peziarah Suci
actor.action_task.piligrims_give_food,Sumbang Tepung
actor.action_task.piligrims_give_swede,Sumbang Rutabaga
opinion_mind.piligrims_didnt_share,Menyiksa Peziarah
opinion_mind.piligrims_share_swede,Memberi Makan Peziarah Rutabaga
opinion_mind.piligrims_share_food,Memberi Makan Peziarah Tepung
faction.new.name.1,Mastok
faction.new.name.2,Kallin
faction.new.name.3,Turnow
faction.new.name.4,Noth
faction.new.name.5,Letos
faction.new.name.6,Sophia
faction.new.name.7,Ugrad
faction.new.name.8,Rekin
faction.new.name.9,Vasna
faction.new.name.10,Gorno
faction.new.name.11,Krij
faction.new.name.12,Siva
faction.new.name.13,Lakria
faction.new.name.14,Kena
faction.new.name.15,Yalma
faction.new.name.16,Esna
faction.new.name.17,Ferronook
faction.new.name.18,Tamia
faction.new.name.19,Lurwick
faction.new.name.20,Arestia
faction.new.name.21,Nea Mia
faction.new.name.22,Kraster
faction.new.name.23,Arden
faction.new.name.24,Salamut
faction.new.name.25,Harau
global_map_new.g_label.1,Bukit Suci
global_map_new.g_label.2,Kekosongan Sunyi
global_map_new.g_label.3,Puncak Bersinar
global_map_new.g_label.4,Hutan Jauh
global_map_new.g_label.5,Rawa Terkutuk
global_map_new.g_label.6,Danau Istoma
global_map_new.g_label.7,Hutan Berkabut
global_map_new.g_label.8,Lembah Sunyi
global_map_new.g_label.9,Sungai Usma
global_map_new.g_label.10,Hutan Fleshwolf
global_map_new.g_label.11,Kebun Kaisar
global_map_new.g_label.12,Sungai Belora
global_map_new.g_label.13,Punggung Benteng
global_map_new.g_label.14,Teluk Putih
global_map_new.g_label.15,Laut Beku
global_map_new.g_label.16,Tanah Dewa Lama
global_map_new.g_label.17,Sungai Saudari Muda
global_map_new.g_label.18,Sungai Saudari Tua
global_map_new.g_label.19,Padang Zamrud
global_map_new.g_label.20,Kebun Crimson
global_map_new.g_label.21,Danau Velta
global_map_new.g_label.22,Limbah Berbekas
global_map_new.g_label.23,Hutan Selatan Besar
global_map_new.g_label.24,Gurun Tanpa Nyawa
global_map_new.g_label.25,Kebun Tetua
global_map_new.g_label.26,Sungai Sirenis
global_map_new.g_label.27,Bukit Lithe
global_map_new.g_label.28,Danau Cermin
global_map_new.g_label.29,Bukit Kaza
global_map_new.g_label.30,Gurun Makha
global_map_new.g_label.31,Celah Ferox
global_map_new.g_label.32,Pegunungan Para Bidah
global_map_new.g_label.33,Hutan Kaiden
global_map_new.g_label.34,Padang Hijau Menari
global_map_new.g_label.35,Danau Bupati
global_map_new.g_label.36,Ladang Santo Michael
global_map_new.g_label.37,Lembah Greylock
global_map_new.g_label.38,Sungai Altum
global_map_new.g_label.39,Punggung Besi
global_map_new.g_label.40,Gurun Saltus
global_map_new.g_label.41,Pegunungan Gersang
global_map_new.g_label.42,Laut Selatan
global_map_new.g_label.43,Laut Badai
global_map_new.g_label.44,Danau Suci
global_map_new.g_label.45,Pulau Terlarang
global_map_new.g_label.46,Hutan Menangis
global_map_new.g_label.47,Pegunungan Umber
display_event.lost_knowledge_final,Pengetahuan hilang
advisor.knowledge_lost_soon,Pengetahuan dalam bahaya
global_map_new.g_label.48,Batu Iman
input.key.backspace,Backspace
input.key.arrow_up,Panah Atas
input.key.arrow_down,Panah Bawah
input.key.arrow_left,Panah Kiri
input.key.arrow_right,Panah Kanan
input.key.enter,Enter
input.key.f1,F1
input.key.f2,F2
input.key.f3,F3
input.key.f4,F4
input.key.f5,F5
input.key.f6,F6
input.key.f7,F7
input.key.f8,F8
input.key.f9,F9
input.key.f10,F10
input.key.f11,F11
input.key.f12,F12
input.key.delete,Delete
input.key.end,End
input.key.home,Home
input.key.insert,Insert
input.key.pg_up,Page Up
input.key.pg_down,Page Down
input.key.pause,Pause
input.key.num_0,Num 0
input.key.num_1,Num 1
input.key.num_2,Num 2
input.key.num_3,Num 3
input.key.num_4,Num 4
input.key.num_5,Num 5
input.key.num_6,Num 6
input.key.num_7,Num 7
input.key.num_8,Num 8
input.key.num_9,Num 9
input.key.decimal,.
input.key.divide,/
input.key.shift,Shift
input.key.alt,Alt
input.key.ctrl,Ctrl
input.key.space,Spasi
input.key.subtract,-
input.key.tab,Tab
input.key.mb_left,Tombol Mouse Kiri
input.key.mb_right,Tombol Mouse Kanan
input.key.mb_middle,Tombol Mouse Tengah
input.key.mb_side1,Tombol Mouse Maju
input.key.mb_side2,Tombol Mouse Mundur
input.key.mb_wheel_up,Roda Mouse Ke Atas
input.key.mb_wheel_down,Roda Mouse Ke Bawah
input.action.camera_up,Atas
input.action.camera_down,Bawah
input.action.camera_left,Kiri
input.action.camera_right,Kanan
input.action.zoom_in,Perbesar
input.action.zoom_out,Kecilkan
input.action.camera_move,Gerakkan Kamera
input.action.select_object,Pilih Objek
input.action.menu_back_close,Kembali / Tutup Menu
input.action.speed_one,Kecepatan x1
input.action.speed_two,Kecepatan x2
input.action.speed_three,Kecepatan x4
input.action.speed_pause,Jeda
input.action.menu_construction,Menu Bangunan
input.action.menu_production,Menu Produksi
input.action.menu_finances,Menu Keuangan
input.action.menu_statistics,Menu Statistik
input.action.menu_army,Menu Pasukan
input.action.menu_dynasty,Menu Dinasti
input.action.menu_knowledge,Menu Pengetahuan
input.action.menu_map,Peta Dunia
input.action.construction_rotate_l,Bangunan: Putar Kiri
input.action.construction_rotate_r,Bangunan: Putar Kanan
input.action.gui_add_more,Tambah 10
input.action.squad_order_attack,Perintah ke Regu
input.action.select_next_lord,Pilih Lord Berikutnya
input.action.select_previous_lord,Pilih Lord Sebelumnya
input.category.general,Kontrol Umum
input.category.speed,Kecepatan Permainan
input.category.menu,Menu
input.category.misc,Lainnya
display_event.bandit_save_message,Surat dari Incognito
letter.bandit_save_message,"Saya, Bapa Andrey, menulis kepada Anda atas nama individu anonim yang membayar saya sejumlah besar untuk mengirim surat ini di atas kertas terbaik yang tersedia. Pelindung saya mengaku bahwa jalan berdosa-nya membawanya menjadi seorang pembunuh, di mana ia berhasil mengumpulkan kekayaan yang cukup besar sebelum melarikan diri dari rekan-rekannya.

Tempat perlindungan yang Anda berikan memungkinkannya menghindari pengejaran, dan sekarang ia aman. Ia berjanji untuk membalas kebaikan Anda dengan mengirimkan sesuatu bersama Holy Caravan."
letter.bandit_save_message_richstring,"Ternyata si incognito adalah seorang bandit, tapi ia bersyukur atas kebaikan dan tempat perlindungan yang Anda berikan. Mungkin ia benar-benar akan membalas Penguasa Anda atas tindakan belas kasih ini."
trade.bandit_reward,Imbalan untuk Kebaikan
display_event.bandits_camp_was_bribed,Begal (hutan) telah disuap!
settings_menu.tab.general,Umum
settings_menu.tab.controls,Kontrol
input.binding_mode,Tekan tombol...
input.restore_default,Kembalikan ke Pengaturan Bawaan
display_event.maniac_captived_message,Surat dari penguasa tetangga
letter.maniac_captived_message,"Saudara tetangga yang terhormat! Prajurit Anda telah mengirimkan kepada kami seorang lord yang ditangkap, yang dikenal karena perilaku berdosanya. Terima kasih telah menangkapnya; saya pikir saya tidak akan pernah melihatnya lagi. Tapi sekarang keadilan akan ditegakkan, dan ia akan menerima semua yang pantas ia terima. Izinkan saya mengirimkan hadiah kecil sebagai tanda terima kasih atas keterlibatan Anda dalam masalah ini."
letter.maniac_captived_message_richstring,"{soul_uuid_maniac} telah ditangkap dan dikirim ke provinsi asalnya.

Sebagai tanda terima kasih, penguasa provinsi ini mengirimkan hadiah kecil kepada Anda: <hint=hint_resource_gold>{gold}</hint>"
activity_state.maniac.go_to_kill,Akan Membunuh
activity_state.killing.wait,Menunggu Kematian
activity_state.maniac.killing,Membunuh
activity_state.dog_play.go_to,Akan Bermain dengan Anjing
activity_state.dog_play.play,Bermain dengan Anjing
activity_state.dog_play.dog_wait,Menunggu Tuan
activity_state.dog_play.dog_play,Bermain dengan Tuan
mind.mind_joker_watched,Penampilan Badut
letter.maniac_about_message,"Saudara tetangga yang terhormat! Saya mendengar rumor bahwa seorang lord dari tanah kami mengunjungi provinsi Anda. Ia telah lama dikenal di sini sebagai seorang sadis tak terkendali yang membunuh untuk kesenangan. Sayangnya, ia baru-baru ini melarikan diri dari tahanan dan, seperti yang kita ketahui sekarang, melanjutkan hiburan busuknya di tanah Anda. Sayang sekali ia pergi tanpa dihukum, tapi kami akan berdoa agar Ibu Sophia menghukumnya dengan tangan ilahi-Nya, dan keadilan akan ditegakkan."
letter.maniac_about_message_richstring,Si sadis incognito meninggalkan provinsi Anda tanpa dihukum. Siapa tahu apakah Anda akan bertemu dengannya lagi?
display_event.maniac_about_message,Surat dari penguasa tetangga
display_event.bandit_leave,Si incognito telah meninggalkan provinsi
tech.trade_tax_reduce,Kontrak Abu-abu
tech.market_depth_increase,Tuntutan Perluasan
tech.book_rewrite_cost_decrease,Font Sempit
tech.saint_king,Kesucian Kekuasaan
tech.church_defence,Perlindungan Sophia
tech.easier_divorce,Permintaan Maaf Perceraian
tech.bishop_fix_relations,Penyesalan dalam Kebencian
tech.detach_ex_bandit,Awal yang Baru
tech.knife_battle_stronger,Guru Belati
tech.stronger_weapon,Salep Ketahanan
tech.better_training,Rekrut
tech.moral_vs_bandits,Palu Begal
knowledge.blocked_reason.contracts_required,{number_of_contracts} / {required_contracts} kontrak perdagangan
knowledge.blocked_reason.books_required,Buku: {number_of_books} / {required_books}
knowledge.blocked_reason.soldiers_required,Prajurit: {number_of_soldiers} / {required_soldiers}
knowledge.blocked_reason.matriarch_relation_required,Hubungan Matriark: {number_of_relation} / {required_relation}
map.maniac_in_bandit_camp,Incognito di Kamp Begal
map.menu.quest.manuac_captived,Si incognito telah ditangkap.
actor.part_of_nature.trader,Pedagang
actor.action_task.church_defence,Perlindungan Keluarga Penuh Kasih
actor.action_task.bishop_fix_relations,Penyesalan dalam Kebencian
opinion_mind.repentance_of_hatred,Penyesalan dalam Kebencian
opinion_mind.church_defence_request,Mengungkap kelemahan dengan meminta perlindungan
knowledge.blocked_reason.caravan_bring_required,Salah satu para lord harus mengetahui {knowledge_name}.
input.not_bounded,Belum Ditugaskan
input.key_already_used,Tombol sudah digunakan
opinion_mind.bishop_guest_accept,Memberi perlindungan kepada imam
input.action.quick_save,Simpan Cepat
matriarch.church_defence_active,Hari hingga perlindungan Keluarga Penuh Kasih berakhir: {days}.
actor.part_of_nature.philosoph,Sarjana
mind.fight_agains_bandit,Palu Begal
opinion_mind.my_master,Idola Saya
opinion_mind.my_puppet,Boneka Saya
mind.made_gift_to_master,Memberi hadiah kepada idola mereka
mind.master_death,Kematian Idola
appoint.puppet_action_set,"Akibatnya, kesetiaan boneka akan diturunkan"
display_event.puppet_become,{master} telah membengkokkan {puppet} sesuai kehendaknya.
display_event.puppet_reset,{puppet} tidak lagi boneka.
opinion_mind.forced_to_crime,Dipaksa Melakukan Kejahatan
opinion_mind.forced_to_action,Dipaksa Bertindak
actor.opinion.special.master,Idola
actor.opinion.special.puppet,Boneka
actor.relations.filter.puppets,Boneka-boneka
opinion_mind_interest.lust,Sifat Nafsu
menu.army.new_army.create.build_hall,Tidak Tersedia. Bangun Aula.
opinion_mind.forced_puppet_rebellion,Menggunakan boneka untuk pemberontakan
map.lord_rebellion_puppet,Pemberontakan Boneka
changelog.header,Apa yang Baru?
display_event.check_problems,Periksa daftar isu
display_event.lord_dead_in_hostage,{name}: meninggal dalam tahanan
mind.bad_hunt,Perburuan Gagal
opinion_mind.bad_hunter,Pemburu Buruk
display_event.bad_hunt_on_global_map,{name}: Perburuan Gagal
beta_branch.title,Cabang Permainan
beta_branch.set,Atur & Mulai Ulang
display_event.guest_role_revealed,{guest_name}: mengungkap niat
opinion_mind.good_reception,Menyambut lord saya sebagai tuan rumah yang murah hati.
opinion_mind.bad_reception,Menerima lord saya dengan buruk sebagai tuan rumah.
actor.action_task.slander,Fitnah
actor.action_task.praise,Pujian
opinion_mind.made_a_gift,Memberi Hadiah
guest_role.communicative,Ramah
guest_role.duelist,Pendekar Duel
guest_role.provoker,Penimbu
guest_role.puppet_master,Pemanggung Boneka
guest_role.manipulator,Manipulator
guest_role.seducer,Penggoda
guest_role.player,Penjudi
guest_role.educator,Pencerah
actor.action_task.donate_to_master,Hadiah untuk Idola
building.fortification_gate,Gerbang
building.fortification_tower,Menara Pertahanan
trait.puppet,Boneka
opinion_mind.slander_to_other,Memiliki dendam terhadap orang lain
mind.beer_drinking,mabuk: Bir
mind.prayed,Berdoa
mind.sleepiness,Mengantuk
trait.sleepiness,Mengantuk
map.category.agression,Agresi
9map.appoint.sub_category.sudden_attack,Serangan Mendadak
trait.sex_desire_weak,Keinginan Seksual
trait.sex_desire_strong,Obsesi Seksual
mind.sex_desire_weak,Keinginan Seksual
mind.sex_desire_strong,Obsesi Seksual
trait.malnutrition,Kekurangan Gizi
mind.malnutrition,Kekurangan Gizi
opinion_mind.sudden_attacked_me,Tiba-tiba menyerang saya
opinion_mind.sudden_attack_traity,Tiba-tiba dan secara khianat menyerang saya
opinion_mind.sudden_force_neutrality_me,Memaksa saya untuk netral
menu.bodyguard,BODYGURAD
bodyguard.maximal_count,PENJAGA
bodyguard.minimal_battle_level,Level tempur minimal
activity_state.bodyguard_watching,Menjaga lord
trait.on_bender,mabuk
notification.on_bender,{name}: mabuk berat!
display_event.sudden_attack,Serangan mendadak! Pasukan {faction_name} sedang berbaris!
bodyguard.status.no_guards,Tidak ada prajurit yang tersedia.
bodyguard.status.active,Penjagaan akan berlangsung hingga 04:00.
bodyguard.status.start_soon,Penjagaan akan dimulai pada 23:00.
bodyguard.appoint_line_1,Tetapkan bodyguard
bodyguard.appoint_line_2,bodyguard {current}/{limit}
actor.general,UMUM
actor.important_feelings,PERASAAN KUAT
opinion_mind.my_master_enemy,Musuh dari idola saya
opinion_mind_interest.culture,Budaya yang Menarik
trait.crimer,Penjahat
building.menu.terror_slaves,Narapidana {count}
building.menu.criminal,Penjahat
menu.migration.change,Pendatang: {count}
mind.crime_in_city,Kejahatan di kota
opinion_mind.small_talk,Melakukan Percakapan Santai
wolf.name,Serigala
pig.name,Babi
tech.philosophy_history,Sejarah Filsafat
mind.slept_on_ground,Tidur di tanah
building.temple.preach.usual_preach,Khotbah Kebahagiaan
faction.bums_in_rags,Orang-orang Compang-camping
menu.buidling.church.mind_add,Suasana hati +{moral_add}
menu.buidling.church.fanatics_new,Akan Menciptakan Fanatik
menu.buidling.church.agnostics_new,Akan Menciptakan Agnostik
menu.building.church.preach_cost,Biaya: <hint=hint_resource_rune>{cost}</hint> (masuk ke kantong Uskup).
trait.duelist,Pendekar Duel
trait.intriguan,Intrikawan
display_event.bums_in_rags_can_attack,Orang-orang Compang-camping Terlihat di Dekat Sini
actor.class.only_fists,Tanpa Senjata
display_event.bums_in_rags_attack_town,Kaum compang-camping sedang menyerang kota!
mind.was_in_patrol,Sedang berpatroli
actor.deep_social_alias.small_talk_1,{name_initiator} dan {name_target} bertukar pendapat santai.
actor.deep_social_alias.small_talk_2,{name_initiator} dan {name_target} menghabiskan waktu dalam obrolan menyenangkan.
actor.deep_social_alias.small_talk_3,{name_initiator} dan {name_target} terlibat dalam Obrolan Ringan.
actor.deep_social_alias.small_talk_4,{name_initiator} dan {name_target} membahas berita terbaru.
actor.deep_social_alias.small_talk_5,{name_initiator} dan {name_target} menikmati kebersamaan satu sama lain.
mind.ceremony,Terkesan oleh upacara.
building.menu.church.repeat_preach,Ulangi setiap hari
opinion_mind.king_bribe_me,Diperintahkan untuk memberi saya hadiah
opinion_mind.seduce,Pendapat penggoda saya
building.menu.terror_nodody,Tanpa Hukuman
building.menu.terror_criminals,Penjahat yang Dipenjara {count}
actor.action_task.make_puppet,Buat Boneka
mind.overpopulation,Kepadatan Penduduk Berlebih
guest_role.parent,Orang Tua
